pinyinnum,pinyintone,pinyinnone,traditional,simplified,MC,OC,radsup,morph,variant,Kroll,sensorymod,zdic,note,datasource,morphology
jiang1~jiang1,jiāng~jiāng,jiang~jiang,將將,将将,tsjang~tsjang,*[ts]aŋ~*[ts]aŋ,NA,NA,NA,NA,SOUND,NA,NA,Shijing,REDUPLICATION
jiang1~jiang1,jiāng~jiāng,jiang~jiang,將將,将将,tsjang~tsjang,*[ts]aŋ~*[ts]aŋ,NA,NA,NA,NA,SOUND+VISUAL,NA,NA,Shijing,REDUPLICATION
jiang1~jiang1,jiāng~jiāng,jiang~jiang,將將,将将,tsjang~tsjang,*[ts]aŋ~*[ts]aŋ,NA,NA,NA,NA,VISUAL,NA,NA,Shijing,REDUPLICATION
ju1~ju1,jū~jū,ju~ju,居居,居居,kjo~kjo,*k(r)a~*k(r)a,NA,NA,NA,NA,EVALUATION,NA,NA,Shijing,REDUPLICATION
e2~e2,é~é,e~e,峩峩,峩峩,"NA","NA",NA,NA,NA,NA,EVALUATION,NA,NA,Shijing,REDUPLICATION
e2~e2,é~é,e~e,峨峨,峨峨,"NA","NA",NA,NA,NA,NA,EVALUATION,NA,NA,Shijing,REDUPLICATION
cui1~cui1,cūi~cūi,cui~cui,崔崔,崔崔,dzwoj~dzwoj,*[dz]ˤuj~*[dz]ˤuj,NA,NA,NA,NA,VISUAL,NA,NA,Shijing,REDUPLICATION
cui1~wei2,cūi~wéi,cui~wei,崔嵬,崔嵬,dzwoj~ngwoj,*[dz]ˤuj~*N-qʰˤuj,NA,NA,NA,NA,VISUAL,NA,NA,Tang,RHYME
cui1~wei2,cūi~wéi,cui~wei,崔嵬,崔嵬,dzwoj~ngwoj,*[dz]ˤuj~*N-qʰˤuj,NA,NA,NA,NA,VISUAL,NA,NA,Shijing,REDUPLICATION
cuo2~e2,cuó~é,cuo~e,嵯峨,嵯峨,"NA","NA",NA,NA,NA,NA,VISUAL,NA,NA,Tang,RHYME
yan2~yan2,yán~yán,yan~yan,巖巖,岩岩,ngaem~ngaem,*[ŋ]ˤr[a]m (< uvular?)~*[ŋ]ˤr[a]m (< uvular?),NA,NA,NA,NA,VISUAL,NA,NA,Shijing,REDUPLICATION
cha4~chi2,chà~chí,cha~chi,差池,差池,tsrhae~drje,*tsʰraj~*Cə.lraj,NA,NA,NA,NA,VISUAL,NA,NA,Shijing,RHYME
chan3~chan3,chǎn~chǎn,chan~chan,幝幝,幝幝,"NA","NA",NA,NA,NA,NA,VISUAL,NA,NA,Shijing,REDUPLICATION
fan1~fan1,fān~fān,fan~fan,幡幡,幡幡,"NA","NA",NA,NA,NA,NA,EVALUATION,NA,NA,Shijing,REDUPLICATION
fan1~fan1,fān~fān,fan~fan,幡幡,幡幡,"NA","NA",NA,NA,NA,NA,MOVEMENT,NA,NA,Shijing,REDUPLICATION
meng2~meng2,méng~méng,meng~meng,幪幪,幪幪,"NA","NA",NA,NA,NA,NA,VISUAL,NA,NA,Shijing,REDUPLICATION
pang2~pang2,páng~páng,pang~pang,龐龐,庞庞,baewng~baewng,*[b]ˤroŋ~*[b]ˤroŋ,NA,NA,NA,NA,VISUAL,NA,NA,Shijing,REDUPLICATION
yi4~yi4,yì~yì,yi~yi,弈弈,弈弈,yek~yek,*[ɢ](r)Ak~*[ɢ](r)Ak,NA,NA,NA,NA,FEELING,NA,NA,Shijing,REDUPLICATION
fu2~fu2,fú~fú,fu~fu,弗弗,弗弗,pjut~pjut,*p[u]t~*p[u]t,NA,NA,NA,NA,SOUND+MOVEMENT,NA,NA,Shijing,REDUPLICATION
qiang2~qiang2,qiáng~qiáng,qiang~qiang,彊彊,强强,gjang~gjang,*N-kaŋ~*N-kaŋ,NA,NA,NA,NA,VISUAL+EVALUATION,NA,NA,Shijing,REDUPLICATION
yu4~yu4,yù~yù,yu~yu,彧彧,彧彧,'juwk~'juwk,*qʷək~*qʷək,NA,NA,NA,NA,VISUAL,NA,NA,Shijing,REDUPLICATION
peng2~peng2,péng~péng,peng~peng,彭彭,彭彭,baeng~baeng,*C.[b]ˤraŋ~*C.[b]ˤraŋ,NA,NA,NA,NA,EVALUATION,NA,NA,Shijing,REDUPLICATION
peng2~peng2,péng~péng,peng~peng,彭彭,彭彭,baeng~baeng,*C.[b]ˤraŋ~*C.[b]ˤraŋ,NA,NA,NA,NA,MOVEMENT,NA,NA,Shijing,REDUPLICATION
peng2~peng2,péng~péng,peng~peng,彭彭,彭彭,baeng~baeng,*C.[b]ˤraŋ~*C.[b]ˤraŋ,NA,NA,NA,NA,VISUAL,NA,NA,Shijing,REDUPLICATION
peng2~peng2,péng~péng,peng~peng,彭彭,彭彭,baeng~baeng,*C.[b]ˤraŋ~*C.[b]ˤraŋ,NA,NA,NA,NA,VISUAL+EVALUATION,NA,NA,Shijing,REDUPLICATION
lü4~lü4,lǜ~lǜ,lü~lü,律律,律律,lwit~lwit,*[r]ut~*[r]ut,NA,NA,NA,NA,VISUAL,NA,NA,Shijing,REDUPLICATION
dao1~dao1,dāo~dāo,dao~dao,忉忉,忉忉,"NA","NA",NA,NA,NA,NA,FEELING,NA,NA,Shijing,REDUPLICATION
da2~da2,dá~dá,da~da,怛怛,怛怛,tat~tat,*tˤat~*tˤat,NA,NA,NA,NA,FEELING,NA,NA,Shijing,REDUPLICATION
bi4~bi4,bì~bì,bi~bi,怭怭,怭怭,"NA","NA",NA,NA,NA,NA,EVALUATION,NA,NA,Shijing,REDUPLICATION
bing3~bing3,bǐng~bǐng,bing~bing,怲怲,怲怲,"NA","NA",NA,NA,NA,NA,FEELING,NA,NA,Shijing,REDUPLICATION
hui1~hui1,hūi~hūi,hui~hui,恢恢,恢恢,"NA","NA",NA,NA,NA,NA,VISUAL,NA,NA,Tang,RED
yuan1~yuan1,yuān~yuān,yuan~yuan,悁悁,悁悁,'jwien~'jwien,*qʷen~*qʷen,NA,NA,NA,NA,FEELING,NA,NA,Shijing,REDUPLICATION
qiao3~qiao3,qiǎo~qiǎo,qiao~qiao,悄悄,悄悄,"NA","NA",NA,NA,NA,NA,FEELING,NA,NA,Shijing,REDUPLICATION
you1~you1,yōu~yōu,you~you,悠悠,悠悠,yuw~yuw,*liw~*liw,NA,NA,NA,NA,FEELING,NA,NA,Shijing,REDUPLICATION
you1~you1,yōu~yōu,you~you,悠悠,悠悠,yuw~yuw,*liw~*liw,NA,NA,NA,NA,TIME+FEELING,NA,NA,Shijing,REDUPLICATION
you1~you1,yōu~yōu,you~you,悠悠,悠悠,yuw~yuw,*liw~*liw,NA,NA,NA,NA,TIME,NA,NA,Shijing,REDUPLICATION
you1~you1,yōu~yōu,you~you,悠悠,悠悠,yuw~yuw,*liw~*liw,NA,NA,NA,NA,VISUAL,NA,NA,Shijing,REDUPLICATION
ti4~ti4,tì~tì,ti~ti,惕惕,惕惕,thek~thek,*l̥ˤek~*l̥ˤek,NA,NA,NA,NA,FEELING,NA,NA,Shijing,REDUPLICATION
chuo4~chuo4,chuò~chuò,chuo~chuo,惙惙,惙惙,"NA","NA",NA,NA,NA,NA,FEELING,NA,NA,Shijing,REDUPLICATION
zhui4~zhui4,zhùi~zhùi,zhui~zhui,惴惴,惴惴,"NA","NA",NA,NA,NA,NA,FEELING,NA,NA,Shijing,REDUPLICATION
zhui4~zhui4,zhùi~zhùi,zhui~zhui,惴惴,惴惴,"NA","NA",NA,NA,NA,NA,VISUAL+FEELING,NA,NA,Shijing,REDUPLICATION
qiong2~qiong2,qióng~qióng,qiong~qiong,惸惸,茕茕,"NA","NA",NA,NA,NA,NA,FEELING,NA,NA,Shijing,REDUPLICATION
yu4~yu4,yù~yù,yu~yu,愈愈,愈愈,yuX~yuX,*loʔ~*loʔ,NA,NA,NA,NA,FEELING,NA,NA,Shijing,REDUPLICATION
tao1~tao1,tāo~tāo,tao~tao,慆慆,慆慆,"NA","NA",NA,NA,NA,NA,TIME,NA,NA,Shijing,REDUPLICATION
yin1~yin1,yīn~yīn,yin~yin,慇慇,殷殷,'j+n~'j+n,*ʔə[r]~*ʔə[r],NA,NA,NA,NA,FEELING,NA,NA,Shijing,REDUPLICATION
can3~can3,cǎn~cǎn,can~can,慘慘,惨惨,"NA","NA",NA,NA,NA,NA,FEELING,NA,NA,Shijing,REDUPLICATION
tuan2~tuan2,tuán~tuán,tuan~tuan,慱慱,慱慱,"NA","NA",NA,NA,NA,NA,FEELING,NA,NA,Shijing,REDUPLICATION
can3~can3,cǎn~cǎn,can~can,憯憯,憯憯,"NA","NA",NA,NA,NA,NA,FEELING,NA,NA,Shijing,REDUPLICATION
xian4~xian4,xiàn~xiàn,xian~xian,憲憲,宪宪,xjonH~xjonH,*qʰar (~ *qʰar-s)~*qʰar (~ *qʰar-s),NA,NA,NA,NA,EVALUATION,NA,NA,Shijing,REDUPLICATION
cao3~cao3,cǎo~cǎo,cao~cao,懆懆,懆懆,"NA","NA",NA,NA,NA,NA,FEELING,NA,NA,Shijing,REDUPLICATION
qi1~qi1,qī~qī,qi~qi,戚戚,戚戚,tshek~tshek,*s.tʰˤiwk~*s.tʰˤiwk,NA,NA,NA,NA,EVALUATION,NA,NA,Shijing,REDUPLICATION
zhan4~zhan4,zhàn~zhàn,zhan~zhan,戰戰,战战,tsyenH~tsyenH,*tar-s~*tar-s,NA,NA,NA,NA,MOVEMENT+FEELING,NA,NA,Shijing,REDUPLICATION
zhao1~zhao1,zhāo~zhāo,zhao~zhao,招招,招招,"NA","NA",NA,NA,NA,NA,MOVEMENT,NA,NA,Shijing,REDUPLICATION
jie2~ju4,jié~jù,jie~ju,拮据,拮据,ket~NA,*kˤi[t]~NA,NA,NA,NA,NA,VISUAL,NA,NA,Shijing,ALLITERATION
zhi4~zhi4,zhì~zhì,zhi~zhi,挃挃,挃挃,"NA","NA",NA,NA,NA,NA,SOUND,NA,NA,Shijing,REDUPLICATION
zhen4~zhen4,zhèn~zhèn,zhen~zhen,振振,振振,tsyin~tsyin,*tər~*tər,NA,NA,NA,NA,EVALUATION,NA,NA,Shijing,REDUPLICATION
zhen4~zhen4,zhèn~zhèn,zhen~zhen,振振,振振,tsyin~tsyin,*tər~*tər,NA,NA,NA,NA,MOVEMENT,NA,NA,Shijing,REDUPLICATION
zhen4~zhen4,zhèn~zhèn,zhen~zhen,振振,振振,tsyin~tsyin,*tər~*tər,NA,NA,NA,NA,VISUAL,NA,NA,Shijing,REDUPLICATION
jie2~jie2,jié~jié,jie~jie,捷捷,捷捷,dzjep~dzjep,*[dz][a]p~*[dz][a]p,NA,NA,NA,NA,FEELING,NA,NA,Shijing,REDUPLICATION
ti2~ti2,tí~tí,ti~ti,提提,提提,dej~dej,*[d]ˤe~*[d]ˤe,NA,NA,NA,NA,MOVEMENT,NA,NA,Shijing,REDUPLICATION
yi1~yi1,yī~yī,yi~yi,揖揖,揖揖,tsip~tsip,*s.qrip (dialect: MC tsr- > ts-)~*s.qrip (dialect: MC tsr- > ts-),NA,NA,NA,NA,VISUAL,NA,NA,Shijing,REDUPLICATION
jie1~jie1,jiē~jiē,jie~jie,揭揭,揭揭,gjet~gjet,*m-[k]<r>at~*m-[k]<r>at,NA,NA,NA,NA,VISUAL,NA,NA,Shijing,REDUPLICATION
yao2~yao2,yáo~yáo,yao~yao,搖搖,摇摇,yew~yew,*law~*law,NA,NA,NA,NA,FEELING,NA,NA,Shijing,REDUPLICATION
shan3~shan3,shǎn~shǎn,shan~shan,摻摻,掺掺,"NA","NA",NA,NA,NA,NA,VISUAL+EVALUATION,NA,NA,Shijing,REDUPLICATION
ao2~ao2,áo~áo,ao~ao,敖敖,敖敖,ngaw~ngaw,*[ŋ]ˤaw~*[ŋ]ˤaw,NA,NA,NA,NA,VISUAL,NA,NA,Shijing,REDUPLICATION
yu2~hu1,yú~hū,yu~hu,於乎,于乎,'u~hu,*[ʔ]ˤa~*ɢˤa,NA,NA,NA,NA,SOUND+EVALUATION,NA,NA,Shijing,RHYME
yu2~hu1,yú~hū,yu~hu,於乎,于乎,'u~hu,*[ʔ]ˤa~*ɢˤa,NA,NA,NA,NA,SOUND+FEELING,NA,NA,Shijing,RHYME
shi1~shi1,shī~shī,shi~shi,施施,施施,sye~sye,*l̥aj~*l̥aj,NA,NA,NA,NA,MOVEMENT,NA,NA,Shijing,REDUPLICATION
pei4~pei4,pèi~pèi~,pei~pei,斾斾,斾斾,"NA","NA",NA,NA,NA,NA,MOVEMENT,NA,NA,Shijing,REDUPLICATION
pei4~pei4,pèi~pèi~,pei~pei,旆旆,旆旆,"NA","NA",NA,NA,NA,NA,VISUAL,NA,NA,Shijing,REDUPLICATION
pang2~pang2,páng~páng,pang~pang,旁旁,旁旁,bang~bang,*[b]ˤaŋ~*[b]ˤaŋ,NA,NA,NA,NA,MOVEMENT,NA,NA,Shijing,REDUPLICATION
dan4~dan4,dàn~dàn,dan~dan,旦旦,旦旦,tanH~tanH,*tˤan-s~*tˤan-s,NA,NA,NA,NA,EVALUATION,NA,NA,Shijing,REDUPLICATION
yan4~yan4,yàn~yàn,yan~yan,晏晏,晏晏,'aenH~'aenH,*ʔˤ<r>a[n]-s~*ʔˤ<r>a[n]-s,NA,NA,NA,NA,VISUAL+EVALUATION,NA,NA,Shijing,REDUPLICATION
zhe2~zhe2,zhé~zhé,zhe~zhe,晣晣,晣晣,"NA","NA",NA,NA,NA,NA,VISUAL,NA,NA,Shijing,REDUPLICATION
zhe2~zhe2,zhé~zhé,zhe~zhe,晢晢,晢晢,tsyejH~tsyejH,*t[a]t-s~*t[a]t-s,NA,NA,NA,NA,VISUAL,NA,NA,Shijing,REDUPLICATION
hui4~mei4,hùi~mèi,hui~mei,晦昧,晦昧,xwojH~mwojH,*m̥ˤək-s~*mˤ[u][t]-s,NA,NA,NA,NA,VISUAL,NA,NA,Tang,RHYME
gao3~gao3,gǎo~gǎo,gao~gao,杲杲,杲杲,"NA","NA",NA,NA,NA,NA,VISUAL,NA,NA,Shijing,REDUPLICATION
ban3~ban3,bǎn~bǎn,ban~ban,板板,板板,paenX~paenX,*C.pˤranʔ~*C.pˤranʔ,NA,NA,NA,NA,EVALUATION,NA,NA,Shijing,REDUPLICATION
mei2~mei2,méi~méi,mei~mei,枚枚,枚枚,mwoj~mwoj,*mˤəj~*mˤəj,NA,NA,NA,NA,VISUAL,NA,NA,Shijing,REDUPLICATION
li4~li4,lì~lì,li~li,栗栗,栗栗,lit~lit,*[r]i[t]~*[r]i[t],NA,NA,NA,NA,VISUAL,NA,NA,Shijing,REDUPLICATION
li4~lie4,lì~liè,li~lie,栗烈,栗烈,lit~ljet,*[r]i[t]~*[r]at,NA,NA,NA,NA,TEMPERATURE,NA,NA,Shijing,PARARHYME
jie2~jie2,jié~jié,jie~jie,桀桀,桀桀,gjet~gjet,*N-[k]<r>at~*N-[k]<r>at,NA,NA,NA,NA,VISUAL,NA,NA,Shijing,REDUPLICATION
huan2~huan2,huán~huán,huan~huan,桓桓,桓桓,hwan~hwan,*[ɢ]ʷˤar~*[ɢ]ʷˤar,NA,NA,NA,NA,EVALUATION,NA,NA,Shijing,REDUPLICATION
di4~di4,dì~dì,di~di,棣棣,棣棣,dejH~dejH,*[N].rˤəp-s~*[N].rˤəp-s,NA,NA,NA,NA,EVALUATION,NA,NA,Shijing,REDUPLICATION
qi1~qi1,qī~qī,qi~qi,棲棲,栖栖,sej~sej,*s-nˤər~*s-nˤər,NA,NA,NA,NA,MOVEMENT,NA,NA,Shijing,REDUPLICATION
ye4~ye4,yè~yè,ye~ye,業業,业业,ngjaep~ngjaep,*[m-qʰ](r)[a]p~*[m-qʰ](r)[a]p,NA,NA,NA,NA,FEELING,NA,NA,Shijing,REDUPLICATION
ye4~ye4,yè~yè,ye~ye,業業,业业,ngjaep~ngjaep,*[m-qʰ](r)[a]p~*[m-qʰ](r)[a]p,NA,NA,NA,NA,VISUAL+EVALUATION,NA,NA,Shijing,REDUPLICATION
tuo2~tuo2,tuó~tuó,tuo~tuo,橐橐,橐橐,thak~thak,*tʰˤak~*tʰˤak,NA,NA,NA,NA,SOUND,NA,NA,Shijing,REDUPLICATION
kan3~kan3,kǎn~kǎn,kan~kan,檻檻,槛槛,haemX~haemX,*[g]ˤramʔ~*[g]ˤramʔ,NA,NA,NA,NA,SOUND+MOVEMENT,NA,NA,Shijing,REDUPLICATION
luan2~luan2,luán~luán,luan~luan,欒欒,栾栾,lwan~lwan,*[m]ə.rˤon~*[m]ə.rˤon,NA,NA,NA,NA,VISUAL,NA,NA,Shijing,REDUPLICATION
qin1~qin1,qīn~qīn,qin~qin,欽欽,钦钦,"NA","NA",NA,NA,NA,NA,FEELING,NA,NA,Shijing,REDUPLICATION
qin1~qin1,qīn~qīn,qin~qin,欽欽,钦钦,"NA","NA",NA,NA,NA,NA,SOUND,NA,NA,Shijing,REDUPLICATION
zhi2~zhi2,zhí~zhí,zhi~zhi,殖殖,殖殖,dzyik~dzyik,*N-tək~*N-tək,NA,NA,NA,NA,VISUAL,NA,NA,Shijing,REDUPLICATION
shan4~shan4,shàn~shàn,shan~shan,汕汕,汕汕,"NA","NA",NA,NA,NA,NA,VISUAL,NA,NA,Shijing,REDUPLICATION
wo4~wo4,wò~wò,wo~wo,沃沃,沃沃,"NA","NA",NA,NA,NA,NA,VISUAL,NA,NA,Shijing,REDUPLICATION
chen2~chen2,chén~chén,chen~chen,沈沈,沉沉,drim~drim,*C.[d]r[ə]m (~ *m-lr[ə]m)~*C.[d]r[ə]m (~ *m-lr[ə]m),NA,NA,NA,NA,VISUAL,NA,NA,Tang,RED
ju1~ru4,jū~rù,ju~ru,沮洳,沮洳,dzjoX~nyo,*[dz]aʔ~*na,NA,NA,NA,NA,VISUAL,NA,NA,Shijing,REDUPLICATION
yi4~yi4,yì~yì,yi~yi,泄泄,泄泄,sjet~sjet,*s-lat~*s-lat,NA,NA,NA,NA,EVALUATION,NA,NA,Shijing,REDUPLICATION
yi4~yi4,yì~yì,yi~yi,泄泄,泄泄,sjet~sjet,*s-lat~*s-lat,NA,NA,NA,NA,VISUAL,NA,NA,Shijing,REDUPLICATION
yi4~yi4,yì~yì,yi~yi,泄泄,泄泄,sjet~sjet,*s-lat~*s-lat,NA,NA,NA,NA,VISUAL+EVALUATION,NA,NA,Shijing,REDUPLICATION
ni2~ni2,ní~ní,ni~ni,泥泥,泥泥,nej~nej,*C.nˤ[əj]~*C.nˤ[əj],NA,NA,NA,NA,VISUAL,NA,NA,Shijing,REDUPLICATION
yang1~yang1,yāng~yāng,yang~yang,泱泱,泱泱,"NA","NA",NA,NA,NA,NA,VISUAL,NA,NA,Shijing,REDUPLICATION
guang1~guang1,guāng~guāng,guang~guang,洸洸,洸洸,"NA","NA",NA,NA,NA,NA,EVALUATION,NA,NA,Shijing,REDUPLICATION
liu2~luo4,líu~luò,liu~luo,流落,流落,ljuw~lak,*ru~*kə.rˤak,NA,NA,NA,NA,MOVEMENT,NA,NA,Tang,ALLIT
liu2~li2,líu~lí,liu~li,流離,流离,ljuw~lje,*ru~*[r]aj,NA,NA,NA,NA,MOVEMENT,NA,NA,Shijing,ALLITERATION
hao4~hao4,hào~hào,hao~hao,浩浩,浩浩,hawX~hawX,*[g]ˤuʔ~*[g]ˤuʔ,NA,NA,NA,NA,VISUAL,NA,NA,Tang,RED
hao4~hao4,hào~hào,hao~hao,浩浩,浩浩,hawX~hawX,*[g]ˤuʔ~*[g]ˤuʔ,NA,NA,NA,NA,VISUAL,NA,NA,Shijing,REDUPLICATION
fu2~fu2,fú~fú,fu~fu,浮浮,浮浮,bjuw~bjuw,*m.b(r)u~*m.b(r)u,NA,NA,NA,NA,MOVEMENT+VISUAL,NA,NA,Shijing,REDUPLICATION
fu2~fu2,fú~fú,fu~fu,浮浮,浮浮,bjuw~bjuw,*m.b(r)u~*m.b(r)u,NA,NA,NA,NA,VISUAL,NA,NA,Shijing,REDUPLICATION
mei3~mei3,měi~měi,mei~mei,浼浼,浼浼,mwojX~mwojX,*mˤ[u]rʔ~*mˤ[u]rʔ,NA,NA,NA,NA,MOVEMENT,NA,NA,Shijing,REDUPLICATION
qi1~qi1,qī~qī,qi~qi,淒淒,凄凄,"NA","NA",NA,NA,NA,NA,TEMPERATURE,NA,NA,Shijing,REDUPLICATION
pi4~pi4,pì~pì,pi~pi,淠淠,淠淠,phejH~phejH,*pʰˤi[t]-s~*pʰˤi[t]-s,NA,NA,NA,NA,MOVEMENT,NA,NA,Shijing,REDUPLICATION
pi4~pi4,pì~pì,pi~pi,淠淠,淠淠,phejH~phejH,*pʰˤi[t]-s~*pʰˤi[t]-s,NA,NA,NA,NA,VISUAL,NA,NA,Shijing,REDUPLICATION
yuan1~yuan1,yuān~yuān,yuan~yuan,淵淵,渊渊,'wen~'wen,*[ʔ]ʷˤi[ŋ]~*[ʔ]ʷˤi[ŋ],NA,NA,NA,NA,SOUND,NA,NA,Shijing,REDUPLICATION
qing1~yang2,qīng~yáng,qing~yang,清揚,清扬,tshjeng~yang,*tsʰeŋ~*laŋ,NA,NA,NA,NA,VISUAL,NA,NA,Shijing,RHYME
qing1~yang2,qīng~yáng,qing~yang,清揚,清扬,tshjeng~yang,*tsʰeŋ~*laŋ,NA,NA,NA,NA,VISUAL+EVALUATION,NA,NA,Shijing,RHYME
huan4~huan4,huàn~huàn,huan~huan,渙渙,涣涣,xwanH~xwanH,*qʷʰˤa[n]-s~*qʷʰˤa[n]-s,NA,NA,NA,NA,VISUAL,NA,NA,Shijing,REDUPLICATION
qu2~qu2,qú~qú,qu~qu,渠渠,渠渠,gjo~gjo,*[g](r)a~*[g](r)a,NA,NA,NA,NA,VISUAL,NA,NA,Shijing,REDUPLICATION
you2~yan3,yóu~yǎn,you~yan,游衍,游衍,yuw~yenX,*[N-]ru~*N-q(r)anʔ,NA,NA,NA,NA,MOVEMENT,NA,NA,Shijing,ASSONANCE
xu3~xu3,xǔ~xǔ,xu~xu,湑湑,湑湑,sjoX~sjoX,*s-raʔ (dialect: *s-r- > MC s-)~*s-raʔ (dialect: *s-r- > MC s-),NA,NA,NA,NA,VISUAL,NA,NA,Shijing,REDUPLICATION
zhan4~zhan4,zhàn~zhàn,zhan~zhan,湛湛,湛湛,"NA","NA",NA,NA,NA,NA,VISUAL,NA,NA,Shijing,REDUPLICATION
shi2~shi2,shí~shí,shi~shi,湜湜,湜湜,"NA","NA",NA,NA,NA,NA,VISUAL,NA,NA,Shijing,REDUPLICATION
jie1~jie1,jiē~jiē,jie~jie,湝湝,湝湝,heaj~heaj,*[g]ˤrəj~*[g]ˤrəj,NA,NA,NA,NA,MOVEMENT,NA,NA,Shijing,REDUPLICATION
tang1~tang1,tāng~tāng,tang~tang,湯湯,汤汤,syang~syang,*l̥aŋ~*l̥aŋ,NA,NA,NA,NA,MOVEMENT,NA,NA,Shijing,REDUPLICATION
wen1~wen1,wēn~wēn,wen~wen,溫溫,温温,"NA","NA",NA,NA,NA,NA,EVALUATION,NA,NA,Shijing,REDUPLICATION
zhen1~zhen1,zhēn~zhēn,zhen~zhen,溱溱,溱溱,"NA","NA",NA,NA,NA,NA,VISUAL,NA,NA,Shijing,REDUPLICATION
di2~di2,dí~dí,di~di,滌滌,涤涤,dek~dek,*lˤiwk~*lˤiwk,NA,NA,NA,NA,VISUAL,NA,NA,Shijing,REDUPLICATION
you2~you2,yóu~yóu,you~you,滺滺,滺滺,"NA","NA",NA,NA,NA,NA,MOVEMENT,NA,NA,Shijing,REDUPLICATION
piao1~yao2,piāo~yáo,piao~yao,漂搖,漂摇,NA~yew,NA~*law,NA,NA,NA,NA,MOVEMENT,NA,NA,Shijing,RHYME
lian2~lian2,lián~lián,lian~lian,漣漣,涟涟,ljen~ljen,*[r]a[n]~*[r]a[n],NA,NA,NA,NA,VISUAL,NA,NA,Shijing,REDUPLICATION
xi1~xi1,xī~xī,xi~xi,潝潝,潝潝,"NA","NA",NA,NA,NA,NA,EVALUATION,NA,NA,Shijing,REDUPLICATION
kui4~kui4,kùi~kùi,kui~kui,潰潰,溃溃,hwojH~hwojH,*[gʷ]ˤ[ə]j-s~*[gʷ]ˤ[ə]j-s,NA,NA,NA,NA,EVALUATION,NA,NA,Shijing,REDUPLICATION
ze2~ze2,zé~zé,ze~ze,澤澤,泽泽,draek~draek,*lˤrak~*lˤrak,NA,NA,NA,NA,VISUAL,NA,NA,Shijing,REDUPLICATION
nong2~nong2,nóng~nóng,nong~nong,濃濃,浓浓,nrjowng~nrjowng,*n<r>oŋ~*n<r>oŋ,NA,NA,NA,NA,VISUAL,NA,NA,Shijing,REDUPLICATION
ji2~ji2,jí~jí,ji~ji,濈濈,濈濈,tsrip~tsrip,*s.q<r>[i]p~*s.q<r>[i]p,NA,NA,NA,NA,VISUAL,NA,NA,Shijing,REDUPLICATION
hui4~hui4,hùi~hùi,hui~hui,濊濊,濊濊,xwat~xwat,*qʷʰˤat~*qʷʰˤat,NA,NA,NA,NA,SOUND,NA,NA,Shijing,REDUPLICATION
mi3~mi3,mǐ~mǐ,mi~mi,濔濔,沵沵,"NA","NA",NA,NA,NA,NA,VISUAL,NA,NA,Shijing,REDUPLICATION
shi1~shi1,shī~shī,shi~shi,濕濕,湿湿,syip~syip,*[qʰ]ip~*[qʰ]ip,NA,NA,NA,NA,MOVEMENT,NA,NA,Shijing,REDUPLICATION
ji3~ji3,jǐ~jǐ,ji~ji,濟濟,济济,tsejX~tsejX,*[ts]ˤ[i]jʔ~*[ts]ˤ[i]jʔ,NA,NA,NA,NA,EVALUATION,NA,NA,Shijing,REDUPLICATION
ji3~ji3,jǐ~jǐ,ji~ji,濟濟,济济,tsejX~tsejX,*[ts]ˤ[i]jʔ~*[ts]ˤ[i]jʔ,NA,NA,NA,NA,VISUAL,NA,NA,Shijing,REDUPLICATION
ji3~ji3,jǐ~jǐ,ji~ji,濟濟,济济,tsejX~tsejX,*[ts]ˤ[i]jʔ~*[ts]ˤ[i]jʔ,NA,NA,NA,NA,VISUAL+EVALUATION,NA,NA,Shijing,REDUPLICATION
biao1~biao1,biāo~biāo,biao~biao,瀌瀌,瀌瀌,"NA","NA",NA,NA,NA,NA,VISUAL,NA,NA,Shijing,REDUPLICATION
mi2~mi2,mí~mí,mi~mi,瀰瀰,弥弥,mjie~mjie,*m.ner~*m.ner,NA,NA,NA,NA,VISUAL,NA,NA,Shijing,REDUPLICATION
rang2~rang2,ráng~ráng,rang~rang,瀼瀼,瀼瀼,"NA","NA",NA,NA,NA,NA,VISUAL,NA,NA,Shijing,REDUPLICATION
guan4~guan4,guàn~guàn,guan~guan,灌灌,灌灌,kwanH~kwanH,*[C.qʷ]ˤar-s~*[C.qʷ]ˤar-s,NA,NA,NA,NA,EVALUATION,NA,NA,Shijing,REDUPLICATION
pao2~xiao2,páo~xiáo,pao~xiao,炰烋,炰烋,"NA","NA",NA,NA,NA,NA,EVALUATION,NA,NA,Shijing,RHYME
lie4~lie4,liè~liè,lie~lie,炰烋,烈烈,"NA","NA",NA,NA,NA,NA,EVALUATION,NA,NA,Shijing,REDUPLICATION
lie4~lie4,liè~liè,lie~lie,烈烈,烈烈,ljet~ljet,*[r]at~*[r]at,NA,NA,NA,NA,FEELING,NA,NA,Shijing,REDUPLICATION
lie4~lie4,liè~liè,lie~lie,烈烈,烈烈,ljet~ljet,*[r]at~*[r]at,NA,NA,NA,NA,TEMPERATURE+EVALUATION,NA,NA,Shijing,REDUPLICATION
lie4~lie4,liè~liè,lie~lie,烈烈,烈烈,ljet~ljet,*[r]at~*[r]at,NA,NA,NA,NA,VISUAL,NA,NA,Shijing,REDUPLICATION
lie4~lie4,liè~liè,lie~lie,烈烈,烈烈,ljet~ljet,*[r]at~*[r]at,NA,NA,NA,NA,VISUAL+EVALUATION,NA,NA,Shijing,REDUPLICATION
