pinyinnum,traditional,simplified,morph,pinyinnum,H1,H2,H3,H4,H1.freq,H2.freq,H3.freq,H4.freq,H1.comb.freq,H2.comb.freq,H3.comb.freq,H4.comb.freq
can3~can3,慘慘,惨惨,,can3~can3,惨,惨,,,"113,8716","113,8716",,,22,22,,
zhui4~zhui4,惴惴,惴惴,,zhui4~zhui4,惴,惴,,,"0,3802","0,3802",,,1,1,,
yu4~yu4,愈愈,愈愈,,yu4~yu4,愈,愈,,,"30,9531","30,9531",,,11,11,,
tao1~tao1,慆慆,慆慆,,tao1~tao1,慆,慆,,,,,,,,,,
tuan2~tuan2,慱慱,慱慱,,tuan2~tuan2,慱,慱,,,,,,,,,,
can3~can3,憯憯,憯憯,,can3~can3,憯,憯,,,,,,,,,,
cao3~cao3,懆懆,懆懆,,cao3~cao3,懆,懆,,,,,,,,,,
zhan4~zhan4,戰戰,战战,,zhan4~zhan4,战,战,,,"721,5358","721,5358",,,145,145,,
qi1~qi1,戚戚,戚戚,,qi1~qi1,戚,戚,,,"41,6247","41,6247",,,3,3,,
qi1~qi1,慼慼,戚戚,,qi1~qi1,戚,戚,,,"41,6247","41,6247",,,3,3,,
jia2~jia2,戛戛,戛戛,,jia2~jia2,戛,戛,,,"0,9333","0,9333",,,2,2,,
jia2~ran2,戛然,戛然,,jia2~ran2,戛,然,,,"0,9333","1939,9062",,,2,139,,
zha1~zha1,扎扎,扎扎,,zha1~zha1,扎,扎,,,"58,6519","58,6519",,,18,18,,
pu1,扑,扑,,pu1,扑,,,,"126,7753",,,,21,,,
pu1~dong1,扑冬,扑冬,,pu1~dong1,扑,冬,,,"126,7753","220,0049",,,21,37,,
pu1~la4~la4,扑剌剌,扑剌剌,,pu1~la4~la4,扑,剌,剌,,"126,7753","0,7062","0,7062",,21,0,0,
pu1~la1~la1,扑剌剌,扑剌剌,,pu1~la1~la1,扑,剌,剌,,"126,7753","0,7062","0,7062",,21,0,0,
pu1~tong1,扑同,扑同,,pu1~tong1,扑,同,,,"126,7753","1060,7556",,,21,136,,
pu1~dong1,扑咚,扑咚,,pu1~dong1,扑,咚,,,"126,7753",4963,,,21,4,,
pu1~dong1~dong1,扑咚咚,扑咚咚,,pu1~dong1~dong1,扑,咚,咚,,"126,7753",4963,4963,,21,4,4,
pu1~chi1,扑哧,扑哧,,pu1~chi1,扑,哧,,,"126,7753","1,7086",,,21,3,,
pu1~chi1~pu1~chi1,扑哧扑哧,扑哧扑哧,,pu1~chi1~pu1~chi1,扑,哧,扑,哧,"126,7753","1,7086","126,7753","1,7086",21,3,21,3
pu1~li1~pu1~la5,扑哩扑啦,扑哩扑啦,,pu1~li1~pu1~la5,扑,哩,扑,啦,"126,7753","21,8074","126,7753","1029,3136",21,0,21,8
pu1~li1~pu1~tong1,扑哩扑通,扑哩扑通,,pu1~li1~pu1~tong1,扑,哩,扑,通,"126,7753","21,8074","126,7753","590,5877",21,0,21,143
pu1~ji1,扑唧,扑唧,,pu1~ji1,扑,唧,,,"126,7753","6,7901",,,21,5,,
pu1~la1~la1,扑啦啦,扑啦啦,,pu1~la1~la1,扑,啦,啦,,"126,7753","1029,3136","1029,3136",,21,8,8,
pu1~la5~la5,扑啦啦,扑啦啦,,pu1~la5~la5,扑,啦,啦,,"126,7753","1029,3136","1029,3136",,21,8,8,
pu1~la3~la3,扑喇喇,扑喇喇,,pu1~la3~la3,扑,喇,喇,,"126,7753","34,0198","34,0198",,21,7,7,
pu1~chi1,扑嗤,扑嗤,,pu1~chi1,扑,嗤,,,"126,7753","1,0321",,,21,2,,
pu1~chi1~pu1~chi1,扑嗤扑嗤,扑嗤扑嗤,,pu1~chi1~pu1~chi1,扑,嗤,扑,嗤,"126,7753","1,0321","126,7753","1,0321",21,2,21,2
pu1~tong1~pu1~tong1,扑嗵扑嗵,扑嗵扑嗵,,pu1~tong1~pu1~tong1,扑,嗵,扑,嗵,"126,7753",,"126,7753",,21,,21,
pu1~lu1,扑嚕,扑噜,,pu1~lu1,扑,噜,,,"126,7753","16,9086",,,21,6,,
pu1~lu1~lu1,扑嚕嚕,扑噜噜,,pu1~lu1~lu1,扑,噜,噜,,"126,7753","16,9086","16,9086",,21,6,6,
pu1~lu1~pu1~lu1,扑嚕扑嚕,扑噜扑噜,,pu1~lu1~pu1~lu1,扑,噜,扑,噜,"126,7753","16,9086","126,7753","16,9086",21,6,21,6
pu1~ca1~pu1~ca1,扑嚓扑嚓,扑嚓扑嚓,,pu1~ca1~pu1~ca1,扑,嚓,扑,嚓,"126,7753","3,5407","126,7753","3,5407",21,2,21,2
pu1~pu1,扑扑,扑扑,,pu1~pu1,扑,扑,,,"126,7753","126,7753",,,21,21,,
pu1~pu1~pu1,扑扑扑,扑扑扑,,pu1~pu1~pu1,扑,扑,扑,,"126,7753","126,7753","126,7753",,21,21,21,
pu1~pu1~la1~la1,扑扑拉拉,扑扑拉拉,,pu1~pu1~la1~la1,扑,扑,拉,拉,"126,7753","126,7753","451,9951","451,9951",21,21,78,78
pu1~pu1~tong1~tong1,扑扑通通,扑扑通通,,pu1~pu1~tong1~tong1,扑,扑,通,通,"126,7753","126,7753","590,5877","590,5877",21,21,143,143
pu1~da3,扑打,扑打,,pu1~da3,扑,打,,,"126,7753","1268,5037",,,21,191,,
pu1~da3~pu1~da3,扑打扑打,扑打扑打,,pu1~da3~pu1~da3,扑,打,扑,打,"126,7753","1268,5037","126,7753","1268,5037",21,191,21,191
pu1~la1~pu1~la1,扑拉扑拉,扑拉扑拉,,pu1~la1~pu1~la1,扑,拉,扑,拉,"126,7753","451,9951","126,7753","451,9951",21,78,21,78
pu1~tong1,扑桶,扑桶,,pu1~tong1,扑,桶,,,"126,7753","28,4889",,,21,14,,
pu1~leng1,扑棱,扑棱,,pu1~leng1,扑,棱,,,"126,7753","3,1556",,,21,4,,
pu1~leng2~leng2,扑棱棱,扑棱棱,,pu1~leng2~leng2,扑,棱,棱,,"126,7753","3,1556","3,1556",,21,4,4,
pu1~leng2,扑楞,扑楞,,pu1~leng2,扑,楞,,,"126,7753","2,9728",,,21,0,,
pu1~leng2~leng2,扑楞楞,扑楞楞,,pu1~leng2~leng2,扑,楞,楞,,"126,7753","2,9728","2,9728",,21,0,0,
pu1~leng1~leng1,扑楞楞,扑楞楞,,pu1~leng1~leng1,扑,楞,楞,,"126,7753","2,9728","2,9728",,21,0,0,
pu1~lu1,扑漉,扑漉,,pu1~lu1,扑,漉,,,"126,7753","1,7383",,,21,1,,
pu1~de5,扑的,扑的,,pu1~de5,扑,的,,,"126,7753",32392158,,,21,30,,
pu1~su4,扑簌,扑簌,,pu1~su4,扑,簌,,,"126,7753",,,,21,,,
pu1~su4~su4,扑簌簌,扑簌簌,,pu1~su4~su4,扑,簌,簌,,"126,7753",,,,21,,,
pu1~suo3~suo3,扑索索,扑索索,,pu1~suo3~suo3,扑,索,索,,"126,7753","114,5333","114,5333",,21,34,34,
pu1~teng1,扑騰,扑腾,,pu1~teng1,扑,腾,,,"126,7753","120,0049",,,21,23,,
pu1~teng2,扑騰,扑腾,,pu1~teng2,扑,腾,,,"126,7753","120,0049",,,21,23,,
pu1~tengr2,扑騰兒,扑腾儿,,pu1~tengr2,扑,腾,儿,,"126,7753","120,0049","1244,4889",,21,23,187,
pu1~teng2~pu1~teng2,扑騰扑騰,扑腾扑腾,,pu1~teng2~pu1~teng2,扑,腾,扑,腾,"126,7753","120,0049","126,7753","120,0049",21,23,21,23
pu1~teng1~pu1~teng1,扑騰扑騰,扑腾扑腾,,pu1~teng1~pu1~teng1,扑,腾,扑,腾,"126,7753","120,0049","126,7753","120,0049",21,23,21,23
pu1~luo4~pu1~luo4,扑落扑落,扑落扑落,,pu1~luo4~pu1~luo4,扑,落,扑,落,"126,7753","304,3951","126,7753","304,3951",21,111,21,111
pu1~luo4~luo4,扑落落,扑落落,,pu1~luo4~luo4,扑,落,落,,"126,7753","304,3951","304,3951",,21,111,111,
pu1~ta4~pu1~ta4,扑踏扑踏,扑踏扑踏,,pu1~ta4~pu1~ta4,扑,踏,扑,踏,"126,7753","54,4889","126,7753","54,4889",21,21,21,21
pu1~deng4,扑蹬,扑蹬,,pu1~deng4,扑,蹬,,,"126,7753","2,9185",,,21,2,,
pu1~deng4~pu1~deng4,扑蹬扑蹬,扑蹬扑蹬,,pu1~deng4~pu1~deng4,扑,蹬,扑,蹬,"126,7753","2,9185","126,7753","2,9185",21,2,21,2
pu1~tong1,扑通,扑通,,pu1~tong1,扑,通,,,"126,7753","590,5877",,,21,143,,
pu1~tong1~pu1~tong1,扑通扑通,扑通扑通,,pu1~tong1~pu1~tong1,扑,通,扑,通,"126,7753","590,5877","126,7753","590,5877",21,143,21,143
pu1~tong1~tong1,扑通通,扑通通,,pu1~tong1~tong1,扑,通,通,,"126,7753","590,5877","590,5877",,21,143,143,
pu1~lu1,扑鹿,扑鹿,,pu1~lu1,扑,鹿,,,"126,7753","27,7877",,,21,15,,
pu1~lu4,扑鹿,扑鹿,,pu1~lu4,扑,鹿,,,"126,7753","27,7877",,,21,15,,
tuo1,托,托,,tuo1,托,,,,"149,3383",,,,34,,,
ge4~la1~la1,扢剌剌,扢剌剌,,ge4~la1~la1,扢,剌,剌,,,"0,7062","0,7062",,,0,0,
ke1~ca1,扢插,扢插,,ke1~ca1,扢,插,,,,"59,9951",,,,27,,
yang2~yang2,揚揚,扬扬,,yang2~yang2,扬,扬,,,"50,8444","50,8444",,,40,40,,
niu3,扭,扭,,niu3,扭,,,,"32,5877",,,,12,,,
yi4~yi4,抑抑,抑抑,,yi4~yi4,抑,抑,,,"33,1309","33,1309",,,8,8,,
chou1~chou1~yan1~yan1,抽抽咽咽,抽抽咽咽,,chou1~chou1~yan1~yan1,抽,抽,咽,咽,"276,2716","276,2716","13,8321","13,8321",29,29,9,9
chou1~chou1~ye1~ye1,抽抽噎噎,抽抽噎噎,,chou1~chou1~ye1~ye1,抽,抽,噎,噎,"276,2716","276,2716","2,3654","2,3654",29,29,3,3
chou1~chou1~da1~da1,抽抽搭搭,抽抽搭搭,,chou1~chou1~da1~da1,抽,抽,搭,搭,"276,2716","276,2716",117921,117921,29,29,22,22
fu2~fu2,拂拂,拂拂,,fu2~fu2,拂,拂,,,"3,5062","3,5062",,,4,4,,
la1~se4,拉瑟,拉瑟,,la1~se4,拉,瑟,,,"451,9951","39,8025",,,78,2,,
pai1,拍,拍,,pai1,拍,,,,"286,2963",,,,40,,,
pai1~pai1,拍拍,拍拍,,pai1~pai1,拍,拍,,,"286,2963","286,2963",,,40,40,,
pai1~pai1~pai1,拍拍拍,拍拍拍,,pai1~pai1~pai1,拍,拍,拍,,"286,2963","286,2963","286,2963",,40,40,40,
pai1~ta4,拍撻,拍挞,,pai1~ta4,拍,挞,,,"286,2963","3,7086",,,40,1,,
pai1~ta4,拍蹋,拍蹋,,pai1~ta4,拍,蹋,,,"286,2963","2,5827",,,40,1,,
ba2~la5~la5,拔啦啦,拔啦啦,,ba2~la5~la5,拔,啦,啦,,"43,5111","1029,3136","1029,3136",,23,8,8,
ba2~ba2,拔拔,拔拔,,ba2~ba2,拔,拔,,,"43,5111","43,5111",,,23,23,,
zhao1~zhao1,招招,招招,,zhao1~zhao1,招,招,,,"127,6889","127,6889",,,51,51,,
bo1~la1,撥拉,拨拉,,bo1~la1,拨,拉,,,26158,"451,9951",,,19,78,,
jie2~ju4,拮据,拮据,,jie2~ju4,拮,据,,,637,"199,3531",,,1,32,,
zhi4~zhi4,挃挃,挃挃,,zhi4~zhi4,挃,挃,,,,,,,,,,
zhen4~zhen4,振振,振振,,zhen4~zhen4,振,振,,,"23,5259","23,5259",,,18,18,,
jie2~jie2,捷捷,捷捷,,jie2~jie2,捷,捷,,,"99,1062","99,1062",,,19,19,,
yan3~yi4,掩抑,掩抑,,yan3~yi4,掩,抑,,,"31,5309","33,1309",,,13,8,,
shan3~shan3,摻摻,掺掺,,shan3~shan3,掺,掺,,,"4,5432","4,5432",,,3,3,,
ti2~ti2,提提,提提,,ti2~ti2,提,提,,,"425,4074","425,4074",,,66,66,,
ti2~ti2~da1,提提嗒,提提嗒,,ti2~ti2~da1,提,提,嗒,,"425,4074","425,4074",10079,,66,66,3,
yi1~yi1,揖揖,揖揖,,yi1~yi1,揖,揖,,,,,,,,,,
jie1~jie1,揭揭,揭揭,,jie1~jie1,揭,揭,,,"31,7679","31,7679",,,14,14,,
yao2~yao2,搖搖,摇摇,,yao2~yao2,摇,摇,,,"68,9531","68,9531",,,32,32,,
sao1~sao1,𢱟𢱟,𢱟𢱟,,sao1~sao1,𢱟,𢱟,,,,,,,,,,
sa1~la1~la1,撒拉拉,撒拉拉,,sa1~la1~la1,撒,拉,拉,,"102,1333","451,9951","451,9951",,17,78,78,
si1~si1~ba1~ba1,撕撕巴巴,撕撕巴巴,,si1~si1~ba1~ba1,撕,撕,巴,巴,"23,5753","23,5753","266,1877","266,1877",6,6,47,47
ca1,擦,擦,,ca1,擦,,,,"121,3926",,,,17,,,
ca1~ya1~ca1,擦呀擦,擦呀擦,,ca1~ya1~ca1,擦,呀,擦,,"121,3926","403,9259","121,3926",,17,5,17,
ca1~ca1,擦擦,擦擦,,ca1~ca1,擦,擦,,,"121,3926","121,3926",,,17,17,,
ca1~da2,擦達,擦达,,ca1~da2,擦,达,,,"121,3926","526,2173",,,17,47,,
zhi1~zhi1,支支,支支,,zhi1~zhi1,支,支,,,"393,4667","393,4667",,,46,46,,
zhi1~leng1,支楞,支楞,,zhi1~leng1,支,楞,,,"393,4667","2,9728",,,46,0,,
zhi1~leng1~zhi1~leng1,支楞支楞,支楞支楞,,zhi1~leng1~zhi1~leng1,支,楞,支,楞,"393,4667","2,9728","393,4667","2,9728",46,0,46,0
zhi1~leng1~leng1,支楞楞,支楞楞,,zhi1~leng1~leng1,支,楞,楞,,"393,4667","2,9728","2,9728",,46,0,0,
zhi1~leng1~leng1~zheng1,支楞楞爭,支楞楞争,,zhi1~leng1~leng1~zheng1,支,楞,楞,争,"393,4667","2,9728","2,9728","183,7185",46,0,0,47
ao2~ao2,敖敖,敖敖,,ao2~ao2,敖,敖,,,"1,7383","1,7383",,,1,1,,
jin1~jin1,斤斤,斤斤,,jin1~jin1,斤,斤,,,"42,0988","42,0988",,,6,6,,
shi1~shi1,施施,施施,,shi1~shi1,施,施,,,"60,4938","60,4938",,,32,32,,
pei4~pei4,斾斾,斾斾,,pei4~pei4,斾,斾,,,,,,,,,,
pang2~pang2,旁旁,旁旁,,pang2~pang2,旁,旁,,,"102,7852","102,7852",,,24,24,,
pei4~pei4,旆旆,旆旆,,pei4~pei4,旆,旆,,,,,,,,,,
dan4~dan4,旦旦,旦旦,,dan4~dan4,旦,旦,,,"58,1827","58,1827",,,8,8,,
ming2~ming2,明明,明明,,ming2~ming2,明,明,,,"1497,1012","1497,1012",,,157,157,,
xi1~liu2~xi4~ling2,昔留係零,昔留係零,,xi1~liu2~xi4~ling2,昔,留,係,零,"12,8593","331,5605",,"96,6272",4,62,,39
xi1~ling2~ling2,昔零零,昔零零,,xi1~ling2~ling2,昔,零,零,,"12,8593","96,6272","96,6272",,4,39,39,
zhao1~zhao1,昭昭,昭昭,,zhao1~zhao1,昭,昭,,,"4,8049","4,8049",,,7,7,,
xian3~xian3,顯顯,显显,,xian3~xian3,显,显,,,"172,1481","172,1481",,,32,32,,
yan4~yan4,晏晏,晏晏,,yan4~yan4,晏,晏,,,"1,5506","1,5506",,,0,0,,
zhe2~zhe2,晢晢,晢晢,,zhe2~zhe2,晢,晢,,,,,,,,,,
zhe2~zhe2,晣晣,晣晣,,zhe2~zhe2,晣,晣,,,,,,,,,,
hui4~mei4,晦昧,晦昧,,hui4~mei4,晦,昧,,,3679,19042,,,5,10,,
pu3~dong1~dong1,普冬冬,普冬冬,,pu3~dong1~dong1,普,冬,冬,,"126,1383","220,0049","220,0049",,33,37,37,
yi4~yi4,曀曀,曀曀,,yi4~yi4,曀,曀,,,,,,,,,,
peng2~peng2,朋朋,朋朋,,peng2~peng2,朋,朋,,,"870,4198","870,4198",,,11,11,,
lang3~lang3,朗朗,朗朗,,lang3~lang3,朗,朗,,,"59,2988","59,2988",,,16,16,,
zhou1~zhou1,朱朱,朱朱,,zhou1~zhou1,朱,朱,,,"35,1605","35,1605",,,4,4,,
duo3~duo3,朵朵,朵朵,,duo3~duo3,朵,朵,,,66484,66484,,,8,8,,
hang2~yo1,杭唷,杭唷,,hang2~yo1,杭,唷,,,"31,5309",,,,2,,,
hang2~yo1,杭育,杭育,,hang2~yo1,杭,育,,,"31,5309",105758,,,2,42,,
hang2~yo1~hang2~yo1,杭育杭育,杭育杭育,,hang2~yo1~hang2~yo1,杭,育,杭,育,"31,5309",105758,"31,5309",105758,2,42,2,42
gao3~gao3,杲杲,杲杲,,gao3~gao3,杲,杲,,,,,,,,,,
yao3~yao3,杳杳,杳杳,,yao3~yao3,杳,杳,,,"0,6667","0,6667",,,2,2,,
ban3~ban3,板板,板板,,ban3~ban3,板,板,,,"194,2815","194,2815",,,102,102,,
mei2~mei2,枚枚,枚枚,,mei2~mei2,枚,枚,,,"42,0691","42,0691",,,1,1,,
tuo4~tuo4~tuo4,柝柝柝,柝柝柝,,tuo4~tuo4~tuo4,柝,柝,柝,,,,,,,,,
zha1~zha1,查查,查查,,zha1~zha1,查,查,,,"397,3531","397,3531",,,68,68,,
qi1~qi1,棲棲,栖栖,,qi1~qi1,栖,栖,,,"4,5877","4,5877",,,4,4,,
li4~li4,栗栗,栗栗,,li4~li4,栗,栗,,,"8,6963","8,6963",,,7,7,,
li4~lie4,栗烈,栗烈,,li4~lie4,栗,烈,,,"8,6963","102,8296",,,7,29,,
ge2~lin3~lin3,格凜凜,格凛凛,,ge2~lin3~lin3,格,凛,凛,,"346,7704","2,0691","2,0691",,46,4,4,
ge1~zhi1~zhi1,格吱吱,格吱吱,,ge1~zhi1~zhi1,格,吱,吱,,"346,7704","5,1951","5,1951",,46,5,5,
ge1~la1~la1,格啦啦,格啦啦,,ge1~la1~la1,格,啦,啦,,"346,7704","1029,3136","1029,3136",,46,8,8,
ge2~deng1,格噔,格噔,,ge2~deng1,格,噔,,,"346,7704","1,2494",,,46,0,,
ge2~deng1~ge2~deng1,格噔格噔,格噔格噔,,ge2~deng1~ge2~deng1,格,噔,格,噔,"346,7704","1,2494","346,7704","1,2494",46,0,46,0
ge1~la1~ge1~la1,格拉格拉,格拉格拉,,ge1~la1~ge1~la1,格,拉,格,拉,"346,7704","451,9951","346,7704","451,9951",46,78,46,78
ge4~zhi1~zhi1,格支支,格支支,,ge4~zhi1~zhi1,格,支,支,,"346,7704","393,4667","393,4667",,46,46,46,
ge2~zhi1~zhi1,格支支,格支支,,ge2~zhi1~zhi1,格,支,支,,"346,7704","393,4667","393,4667",,46,46,46,
ge1~ge1,格格,格格,,ge1~ge1,格,格,,,"346,7704","346,7704",,,46,46,,
ge2~ge2,格格,格格,,ge2~ge2,格,格,,,"346,7704","346,7704",,,46,46,,
ge2~ge2~ge2,格格格,格格格,,ge2~ge2~ge2,格,格,格,,"346,7704","346,7704","346,7704",,46,46,46,
ge2~deng1~deng1,格登登,格登登,,ge2~deng1~deng1,格,登,登,,"346,7704","263,3926","263,3926",,46,44,44,
ge2~zhe2,格磔,格磔,,ge2~zhe2,格,磔,,,"346,7704",,,,46,,,
luan2~luan2,欒欒,栾栾,,luan2~luan2,栾,栾,,,,,,,,,,
jie2~jie2,桀桀,桀桀,,jie2~jie2,桀,桀,,,"0,6025","0,6025",,,1,1,,
sang1~lang2~lang2,桑瑯瑯,桑瑯瑯,,sang1~lang2~lang2,桑,瑯,瑯,,"48,4198",,,,10,,,
huan2~huan2,桓桓,桓桓,,huan2~huan2,桓,桓,,,"1,0716","1,0716",,,1,1,,
bang1,梆,梆,,bang1,梆,,,,"0,5235",,,,1,,,
bang1~bang1,梆梆,梆梆,,bang1~bang1,梆,梆,,,"0,5235","0,5235",,,1,1,,
meng4~meng4,夢夢,梦梦,,meng4~meng4,梦,梦,,,"507,4716","507,4716",,,40,40,,
di4~di4,棣棣,棣棣,,di4~di4,棣,棣,,,,,,,,,,
sen1~sen1,森森,森森,,sen1~sen1,森,森,,,"87,1802","87,1802",,,5,5,,
chu3~chu3,楚楚,楚楚,,chu3~chu3,楚,楚,,,"115,9901","115,9901",,,13,13,,
leng2,楞,楞,,leng2,楞,,,,"2,9728",,,,0,,,
lang2~lang2,榔榔,榔榔,,lang2~lang2,榔,榔,,,"1,3136","1,3136",,,2,2,,
kan3~kan3,檻檻,槛槛,,kan3~kan3,槛,槛,,,"1,9605","1,9605",,,1,1,,
se4~se4,槭槭,槭槭,,se4~se4,槭,槭,,,,,,,,,,
cu4~cu4~zha1~zha1,槭槭楂楂,槭槭楂楂,,cu4~cu4~zha1~zha1,槭,槭,楂,楂,,,"7,1457","7,1457",,,2,2
di1~di1,樀樀,樀樀,,di1~di1,樀,樀,,,,,,,,,,
tuo2,橐,橐,,tuo2,橐,,,,,,,,,,,
tuo2~tuo2,橐橐,橐橐,,tuo2~tuo2,橐,橐,,,,,,,,,,
tuo2~tuo2~tuo2,橐橐橐,橐橐橐,,tuo2~tuo2~tuo2,橐,橐,橐,,,,,,,,,
xin1~xin1,欣欣,欣欣,,xin1~xin1,欣,欣,,,"71,4025","71,4025",,,13,13,,
xi1~xu1,欷歔,欷歔,,xi1~xu1,欷,歔,,,,,,,,,,
ai3~nai3,欸乃,欸乃,,ai3~nai3,欸,乃,,,"1,5111","24,5235",,,0,4,,
chua1~la1,欻拉,欻拉,,chua1~la1,欻,拉,,,,"451,9951",,,,78,,
chua1~chua1,欻欻,欻欻,,chua1~chua1,欻,欻,,,,,,,,,,
zhi2~zhi2,殖殖,殖殖,,zhi2~zhi2,殖,殖,,,6479,6479,,,12,12,,
yin1~yin1,慇慇,殷殷,,yin1~yin1,殷,殷,,,"4,4593","4,4593",,,5,5,,
yin1~yin1,殷殷,殷殷,,yin1~yin1,殷,殷,,,"4,4593","4,4593",,,5,5,,
bi4~bo1,畢剝,毕剥,,bi4~bo1,毕,剥,,,"90,0049","15,5111",,,7,7,,
bi4~bi4~bo1~bo1,畢畢剝剝,毕毕剥剥,,bi4~bi4~bo1~bo1,毕,毕,剥,剥,"90,0049","90,0049","15,5111","15,5111",7,7,7,7
bi4~bi4~pa1~pa1,畢畢啪啪,毕毕啪啪,,bi4~bi4~pa1~pa1,毕,毕,啪,啪,"90,0049","90,0049","9,7235","9,7235",7,7,4,4
bi4~li3~pai1~la1,畢裡拍拉,毕里拍拉,,bi4~li3~pai1~la1,毕,里,拍,拉,"90,0049",2571442,"286,2963","451,9951",7,135,40,78
fen1~fen1,雰雰,氛氛,,fen1~fen1,氛,氛,,,"43,6494","43,6494",,,2,2,,
shan4~shan4,汕汕,汕汕,,shan4~shan4,汕,汕,,,"13,6247","13,6247",,,0,0,,
tang1~tang1,湯湯,汤汤,,tang1~tang1,汤,汤,,,"115,1753","115,1753",,,36,36,,
gu3~gu3,汩汩,汩汩,,gu3~gu3,汩,汩,,,,,,,,,,
gu3~gu3~gu3,汩汩汩,汩汩汩,,gu3~gu3~gu3,汩,汩,汩,,,,,,,,,
gu3~gu3,汩沒,汩没,,gu3~gu3,汩,没,,,,"3800,0543",,,,45,,
gu3~guo1,汩活,汩活,,gu3~guo1,汩,活,,,,"1309,6741",,,,98,,
wang1,汪,汪,,wang1,汪,,,,"11,0864",,,,6,,,
wang1~wang1,汪汪,汪汪,,wang1~wang1,汪,汪,,,"11,0864","11,0864",,,6,6,,
wang1~wang1~wang1,汪汪汪,汪汪汪,,wang1~wang1~wang1,汪,汪,汪,,"11,0864","11,0864","11,0864",,6,6,6,
xiong1~xiong1,汹汹,汹汹,,xiong1~xiong1,汹,汹,,,"3,7679","3,7679",,,4,4,,
wo4~wo4,沃沃,沃沃,,wo4~wo4,沃,沃,,,"40,0395","40,0395",,,5,5,,
chen2~chen2,沈沈,沉沉,,chen2~chen2,沉,沉,,,"135,6049","135,6049",,,52,52,,
ta4~ta4,沓沓,沓沓,,ta4~ta4,沓,沓,,,"1,4568","1,4568",,,2,2,,
sha1,沙,沙,,sha1,沙,,,,134,,,,72,,,
sha1~da1,沙噠,沙哒,,sha1~da1,沙,哒,,,134,"13,6049",,,72,1,,
sha1~da1~sha1~da1,沙噠沙噠,沙哒沙哒,,sha1~da1~sha1~da1,沙,哒,沙,哒,134,"13,6049",134,"13,6049",72,1,72,1
sha1~la1~la1,沙啦啦,沙啦啦,,sha1~la1~la1,沙,啦,啦,,134,"1029,3136","1029,3136",,72,8,8,
sha1~la5~sha1~la5,沙啦沙啦,沙啦沙啦,,sha1~la5~sha1~la5,沙,啦,沙,啦,134,"1029,3136",134,"1029,3136",72,8,72,8
sha1~la1,沙拉,沙拉,,sha1~la1,沙,拉,,,134,"451,9951",,,72,78,,
sha1~la1~la1,沙拉拉,沙拉拉,,sha1~la1~la1,沙,拉,拉,,134,"451,9951","451,9951",,72,78,78,
sha1~leng2~sha1~leng2,沙棱沙棱,沙棱沙棱,,sha1~leng2~sha1~leng2,沙,棱,沙,棱,134,"3,1556",134,"3,1556",72,4,72,4
sha1~leng2,沙楞,沙楞,,sha1~leng2,沙,楞,,,134,"2,9728",,,72,0,,
sha1~sha1,沙沙,沙沙,,sha1~sha1,沙,沙,,,134,134,,,72,72,,
sha1~sha1~la1~la1,沙沙啦啦,沙沙啦啦,,sha1~sha1~la1~la1,沙,沙,啦,啦,134,134,"1029,3136","1029,3136",72,72,8,8
sha1~sha1~sha1,沙沙沙,沙沙沙,,sha1~sha1~sha1,沙,沙,沙,,134,134,134,,72,72,72,
li4~li4,瀝瀝,沥沥,,li4~li4,沥,沥,,,"7,6642","7,6642",,,3,3,,
li4~li4~la1~la1,瀝瀝拉拉,沥沥拉拉,,li4~li4~la1~la1,沥,沥,拉,拉,"7,6642","7,6642","451,9951","451,9951",3,3,78,78
li4~li4~xi1~xi1,瀝瀝淅淅,沥沥淅淅,,li4~li4~xi1~xi1,沥,沥,淅,淅,"7,6642","7,6642",,,3,3,,
ju1~ru4,沮洳,沮洳,,ju1~ru4,沮,洳,,,"8,7457",,,,1,,,
mi3~mi3,濔濔,沵沵,,mi3~mi3,沵,沵,,,,,,,,,,
fa1~la5~la5,沷啦啦,沷啦啦,,fa1~la5~la5,沷,啦,啦,,,"1029,3136","1029,3136",,,8,8,
fei4,沸,沸,,fei4,沸,,,,"17,6988",,,,6,,,
fei4~fei4,沸沸,沸沸,,fei4~fei4,沸,沸,,,"17,6988","17,6988",,,6,6,,
yi4~yi4,泄泄,泄泄,,yi4~yi4,泄,泄,,,"29,4519","29,4519",,,17,17,,
fan4~fan4,汎汎,泛泛,,fan4~fan4,泛,泛,,,"17,0864","17,0864",,,10,10,,
ling2~ling2,泠泠,泠泠,,ling2~ling2,泠,泠,,,"0,3704","0,3704",,,0,0,,
bo1~la1,波啦,波啦,,bo1~la1,波,啦,,,"179,3284","1029,3136",,,55,8,,
bo1~la1~la1,波拉拉,波拉拉,,bo1~la1~la1,波,拉,拉,,"179,3284","451,9951","451,9951",,55,78,78,
ni2~ni2,泥泥,泥泥,,ni2~ni2,泥,泥,,,"44,9679","44,9679",,,40,40,,
yang1~yang1,泱泱,泱泱,,yang1~yang1,泱,泱,,,"0,5778","0,5778",,,0,0,,
po1~la1,潑剌,泼剌,,po1~la1,泼,剌,,,"16,9877","0,7062",,,8,0,,
ze2~ze2,澤澤,泽泽,,ze2~ze2,泽,泽,,,"34,1333","34,1333",,,17,17,,
yang2~yang2,洋洋,洋洋,,yang2~yang2,洋,洋,,,"102,4642","102,4642",,,52,52,,
guang1~guang1,洸洸,洸洸,,guang1~guang1,洸,洸,,,,,,,,,,
