pinyinnum,pinyintone,pinyinnone,traditional,simplified,MC,OC,radsup,variant,Kroll,sensorymod,zdic,note,datasource,morphology,H1,H2,H3,H4,H1.freq,H2.freq,H3.freq,H4.freq,H1.comb.freq,H2.comb.freq,H3.comb.freq,H4.comb.freq,H1.sem,H1.semfreq,H1.semfam,H1.phon,H1.phonfreq,H1.phonfam,H2.sem,H2.semfreq,H2.semfam,H2.phon,H2.phonfreq,H2.phonfam,H3.sem,H3.semfreq,H3.semfam,H3.phon,H3.phonfreq,H3.phonfam,H4.sem,H4.semfreq,H4.semfam,H4.phon,H4.phonfreq,H4.phonfam
yi3~yi3,yǐ~yǐ,yi~yi,㠖㠖,㠖㠖,ngjeX~ngjeX,NA~NA,山,"嶬嶬, 㠖㠖","steeply spiring, tall and towering",NA,NA,NA,Kroll,BB,㠖,㠖,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chan2~chan2,chán~chán,chan~chan,巉巉,巉巉,dzraem~dzraem,NA~NA,山,嶄,cragged and jagged,NA,山勢高險。唐．張祜．遊天台山：「巉巉割秋碧，媧女徒巧補。」銳利、尖銳。聊齋志異．卷一．畫皮：「見一獰鬼，面翠色，齒巉巉如鋸。」,NA,Kroll,BB,巉,巉,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
wei2~e2,wéi~é,wei~e,巍峨,巍峨,ngjw+j~nga,*N-qʰuj~NA,山,"嵬嵬, 巍巍, 巍峨, 巍峩","toweringly tall, exaltedly elevated",NA,高大聳立的樣子。唐．孟郊．自歎詩：「太行聳巍峨，是天產不平。」初刻拍案驚奇．卷一：「舟中望去，人煙湊聚，城郭巍峨，曉得是到了甚麼國都了。」近高大、高峻、嵬峨亦作「嵬峨」。醉酒的樣子。宋．張君房．雲笈七籤．卷一一一．扈謙：「扈謙者，魏郡人也。性縱誕，不恥惡衣食，好飲酒，……日常作巍峨。」亦作「嵬峨」。,NA,Kroll,RED,巍,峨,NA,NA,"1,9802","2,5136",NA,NA,3,2,NA,NA,山,"1569,0568",42,魏,"1,9802",1,山,"1569,0568",42,我,"1208,1235",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
wei2~e2,wéi~é,wei~e,巍峩,巍峩,ngjw+j~nga,*N-qʰuj~NA,山,"嵬嵬, 巍巍, 巍峨, 巍峩","toweringly tall, exaltedly elevated",NA,NA,NA,Kroll,RED,巍,峩,NA,NA,"1,9802",NA,NA,NA,3,NA,NA,NA,山,"1569,0568",42,魏,"1,9802",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
wei2~wei2,wéi~wéi,wei~wei,巍巍,巍巍,ngjw+j~ngjw+j,*N-qʰuj~*N-qʰuj,山,"嵬嵬, 巍巍, 巍峨, 巍峩","toweringly tall, exaltedly elevated",NA,崇高雄偉的樣子。論語．泰伯：「巍巍乎，舜禹之有天下也，而不與焉。」何晏．集解：「巍巍，高大之稱。」三國演義．第五十六回：「時有王朗、鐘繇、王粲、陳琳一班文官，進獻詩章。詩中多有稱頌曹操功德巍巍，合當受命之意。」,NA,Kroll,BB,巍,巍,NA,NA,"1,9802","1,9802",NA,NA,3,3,NA,NA,山,"1569,0568",42,魏,"1,9802",1,山,"1569,0568",42,魏,"1,9802",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fan1~fan1,fān~fān,fan~fan,幡幡,幡幡,bjon~bjon,NA~NA,巾,NA,flap and flutter; light and frivolous,NA,往來的樣子。詩經．小雅．巷伯：「捷捷幡幡，謀欲譖言，豈不爾受，既其女遷。」亦作「翩翩」。失去威儀的樣子。詩經．小雅．賓之初筵：「其未醉止，威儀反反，曰既醉止，威儀幡幡。」樹葉翻動的樣子。詩經．小雅．瓠葉：「幡幡瓠葉，采之亨之，君子有酒，酌言嘗之。」,NA,Kroll,BB,幡,幡,NA,NA,"0,6123","0,6123",NA,NA,1,1,NA,NA,巾,"5269,7481",32,番,"452,8198",6,巾,"5269,7481",32,番,"452,8198",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
meng3~meng3,měng~měng,meng~meng,幪幪,幪幪,mwungH~mwungH,NA~NA,巾,NA,thick and thriving (vegetation),NA,茂盛的樣子。詩經．大雅．生民：「麻麥幪幪，瓜瓞唪唪。」,幪 meng3 also meng2 (MC mwung),Kroll,BB,幪,幪,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ping2~ping2,píng~píng,ping~ping,平平,平平,ben~ben,*[b]en~*[b]en,平,NA,differentiate(d) and rightly order(ed),NA,普通、沒有特別之處。後漢書．卷四十七．班超傳：「我以班君當有奇策，今所言平平耳。」近平淡均等、公平。元．楊文奎．兒女團圓．楔子：「韓二你要他怎麼？都與這兩個孩兒罷，分的平平兒的也。」近平等,pian2 is normally ping2,Kroll,BB,平,平,NA,NA,"585,0321","585,0321",NA,NA,159,159,NA,NA,干,"7369,1407",5,NA,NA,NA,干,"7369,1407",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
long2~long2,lóng~lóng,long~long,龐龐,庞庞,luwng~luwng,*[b]ˤroŋ~*[b]ˤroŋ,广,NA,"sturdy and strong, robust",NA,強盛充實的樣子。詩經．小雅．車攻：「四牡龐龐，駕言徂東。」太平御覽．卷九○九．獸部．狐：「於是塗山人歌曰：『綏綏白狐，九尾龐龐，成子家室，我都彼昌。』」,long2 also reads pang2,Kroll,BB,庞,庞,NA,NA,"13,2494","13,2494",NA,NA,5,5,NA,NA,广,"5275,8617",28,龙,"231,2296",13,广,"5275,8617",28,龙,"231,2296",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bi4~bi4,bì~bì,bi~bi,弊弊,弊弊,bjejH~bjejH,NA~NA,廾,NA,"exceedingly fastidious, painstakingly meticulous",NA,NA,NA,Kroll,BB,弊,弊,NA,NA,"9,3284","9,3284",NA,NA,5,5,NA,NA,廾,"3226,3358",8,敝,"52,8494",7,廾,"3226,3358",8,敝,"52,8494",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yu4~yu4,yù~yù,yu~yu,彧彧,彧彧,'juwk~'juwk,*qʷək~*qʷək,NA,NA,"flourishing fully, lush and thriving; unusually accomplished, exquisitely elegant",NA,富有文采的樣子。文選．何晏．景福殿賦：「姜瓌瑋以壯麗，紛彧彧其難分。」茂盛的樣子。詩經．小雅．信南山：「疆場翼翼，黍稷彧彧。」,radical support?,Kroll,BB,彧,彧,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bin1~bin1,bīn~bīn,bin~bin,彬彬,彬彬,pin~pin,NA~NA,彡,邠,"half-and-half, in equal parts; poised and in proportion",NA,各種不同事物配合適當的樣子。論語．雍也：「質勝文則野，文勝質則史，文質彬彬，然後君子。」南朝梁．劉勰．文心雕龍．史傳：「其十志該富，讚序弘麗，儒雅彬彬，信有遺味。」亦作「斌斌」。,NA,Kroll,BB,彬,彬,NA,NA,"8,2272","8,2272",NA,NA,2,2,NA,NA,彡,"1258,0444",9,NA,NA,NA,彡,"1258,0444",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bang1~bang1,bāng~bāng,bang~bang,彭彭,彭彭,pang~pang,*C.[b]ˤraŋ~*C.[b]ˤraŋ,彡,NA,"numerous and many; also, advancing steadily; also, robust and vigorous",NA,NA,NA,Kroll,BB,彭,彭,NA,NA,"14,8198","14,8198",NA,NA,0,0,NA,NA,彡,"1258,0444",9,NA,NA,NA,彡,"1258,0444",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
piao1~piao1,piāo~piāo,piao~piao,彯彯,彯彯,phjew~phjew,NA~NA,彡,NA,"float and flutter, rise and roll, toss and glide",NA,NA,NA,Kroll,BB,彯,彯,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
wang3~wang3,wǎng~wǎng,wang~wang,往往,往往,hjwangX~hjwangX,*ɢʷaŋʔ~*ɢʷaŋʔ,彳,NA,"ever and anon, now and again, from time to time",NA,每每、常常。唐．杜甫．飲中八僊歌：「蘇晉長齋繡佛前，醉中往往愛逃禪。」大宋宣和遺事．元集：「今之官府，督取甚急，往往鞭撻人民取足，至有伐葉為薪以易錢貨。」近每每、通常、經常、常常、時時反不常處處。管子．度地：「令下貧守之，往往而為界，可以毋敗。」魏書．卷四十二．堯暄傳：「初，暄使徐州，見州城樓觀，嫌其華盛，乃令往往毀撤，由是後更損落。」,is this an ideophone?,Kroll,BB,往,往,NA,NA,"279,6938","279,6938",NA,NA,41,41,NA,NA,彳,"11952,2173",29,NA,NA,NA,彳,"11952,2173",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
huang2~huang2,huáng~huáng,huang~huang,徨徨,徨徨,hwang~hwang,*[ɢ]ʷˤaŋ~*[ɢ]ʷˤaŋ,彳,NA,"unsettled, jumpy, fretful, concerned",NA,彷徨無主的樣子。文選．揚雄．甘泉賦：「徒徊徊以徨徨兮，魂眇眇而昏亂。」,NA,Kroll,BB,徨,徨,NA,NA,"3,7728","3,7728",NA,NA,1,1,NA,NA,彳,"11952,2173",29,皇,"47,1802",5,彳,"11952,2173",29,皇,"47,1802",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mei2~mei2,méi~méi,mei~mei,徾徾,徾徾,mij~mij,NA~NA,彳,NA,"fallowing in the footsteps of sb., one right after another",NA,NA,NA,Kroll,BB,徾,徾,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dao1~dao1,dāo~dāo,dao~dao,忉忉,忉忉,taw~taw,NA~NA,心,NA,emotionally wounded; grieved,NA,憂心的樣子。詩經．齊風．甫田：「無思遠人，勞心忉忉。」,NA,Kroll,BB,忉,忉,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chong1~chong1,chōng~chōng,chong~chong,忡忡,忡忡,trhuwng~trhuwng,*tʰruŋ~*tʰruŋ,心,NA,"downcast, saddened, uneasy",NA,心憂的樣子。詩經．召南．草蟲：「未見君子，憂心忡忡。」元．張可久．小桃紅．倚闌花影背東風曲：「恨忡忡，一春愁壓眉山重。」飾物下垂的樣子。詩經．小雅．蓼蕭：「既見君子，鞗革忡忡。和鸞雝雝，萬福攸同。」,NA,Kroll,BB,忡,忡,NA,NA,"0,6765","0,6765",NA,NA,1,1,NA,NA,忄,"9431,3086",100,中,"1878,0988",9,忄,"9431,3086",100,中,"1878,0988",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dun4~dun4,dùn~dùn,dun~dun,忳忳,忳忳,twonH~twonH,NA~NA,心,NA,"addled and senseless, blank and unthinking",NA,憂傷煩悶的樣子。楚辭．屈原．九章．惜誦：「申侘傺之煩惑兮，中悶瞀之忳忳。」,NA,Kroll,BB,忳,忳,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tun2~tun2,tún~tún,tun~tun,忳忳,忳忳,dwon~dwon,NA~NA,心,NA,"consumed with sorrow, broken and bowed-down",NA,憂傷煩悶的樣子。楚辭．屈原．九章．惜誦：「申侘傺之煩惑兮，中悶瞀之忳忳。」,NA,Kroll,BB,忳,忳,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
zhun1~zhun1,zhūn~zhūn,zhun~zhun,忳忳,忳忳,tsywin~tsywin,NA~NA,心,NA,"sincere and resolute, deeply devoted",NA,憂傷煩悶的樣子。楚辭．屈原．九章．惜誦：「申侘傺之煩惑兮，中悶瞀之忳忳。」,NA,Kroll,BB,忳,忳,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yang4~yang4,yàng~yàng,yang~yang,怏怏,怏怏,'jangX~'jangX,NA~NA,心,NA,"despondent, dissatisfied; heart-struck; crestfallen",NA,不滿意、不快樂的樣子。史記．卷五十七．絳侯周勃世家：「條侯免冠謝罪。上起，條侯因趨出。景帝以目送之，曰：『此怏佒者非少主臣也！』」三國演義．第二十六回：「操知來意，乃懸迴避牌於門。關公怏怏而回。」亦作「鞅鞅」。,NA,Kroll,BB,怏,怏,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
peng1~peng1,pēng~pēng,peng~peng,怦怦,怦怦,pheang~pheang,NA~NA,心,NA,"distressed and distraught, upset and uneasy",NA,心動的樣子。文明小史．第十九回：「賈葛民聽了怦怦心動。心想我們弟兄三人，雖然都已定親，幸虧都還沒有過門，不曉得長得面貌如何？」忠直的樣子。楚辭．宋玉．九辯：「私自憐兮何極，心怦怦兮諒直。」,NA,Kroll,BB,怦,怦,NA,NA,"1,5654","1,5654",NA,NA,2,2,NA,NA,忄,"9431,3086",100,平,"348,3951",7,忄,"9431,3086",100,平,"348,3951",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bi4~bi4,bì~bì,bi~bi,怭怭,怭怭,bjit~bjit,NA~NA,心,NA,"nonchalant and unconcerned, rude and blasé",NA,傲慢無禮，喪失威儀。詩經．小雅．賓之初筵：「曰既醉止，威儀怭怭。」毛亨．傳：「怭怭，媟嫚也。」,NA,Kroll,BB,怭,怭,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
xun2~xun2,xún~xún,xun~xun,恂恂,恂恂,swin~swin,NA~NA,心,NA,"guileless, unfeigning; simple and sincere; open-hearted and ingenuous; with respect and care; (med.) with shame and regret; (med.) in sequence, orderly, step-by-step",NA,溫和恭敬的樣子。論語．鄉黨：「孔子於鄉黨，恂恂如也，似不能言者。」漢書．卷九十二．游俠傳．郭解傳：「雖為俠而恂恂有退讓君子之風。」誨人不倦的樣子。後漢書．卷六十八．郭太傳．論曰：「然而遜言危行，終亨時晦，恂恂善導，使士慕成名，雖墨、孟之徒，不能絕也。」宋書．卷十四．禮志一：「孔子恂恂，道化洙泗；孟軻皇皇，誨誘無倦。」緊張恐懼的樣子。唐．柳宗元．捕蛇者說：「吾恂恂而起，視其缶，而吾蛇尚存。」,NA,Kroll,BB,恂,恂,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mou2~mou2,móu~móu,mou~mou,恈恈,恈恈,mjuw~mjuw,NA~NA,心,NA,"crave and covet, lust after, eye greedily",NA,NA,NA,Kroll,BB,恈,恈,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
xi1~xi1,xī~xī,xi~xi,恓恓,恓恓,sej~sej,NA~NA,心,"恓恓, 恓惶, 恓屑","perturbed, troubled; agitated, unquiet",NA,NA,NA,Kroll,BB,恓,恓,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hui2~hui2,huí~huí,hui~hui,恛恛,恛恛,hwoj~hwoj,NA~NA,心,NA,confused and confounded; turned back to front,NA,NA,NA,Kroll,BB,恛,恛,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
xiong1~xiong1,xiōng~xiōng,xiong~xiong,恟恟,恟恟,xjowng~xjowng,NA~NA,心,NA,"ill at ease and unquiet, fretful and flustered",NA,NA,NA,Kroll,BB,恟,恟,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
qiao3~qiao3,qiǎo~qiǎo,qiao~qiao,悄悄,悄悄,tshjewX~tshjewX,NA~NA,心,NA,"(med.) sinkingly soft; sadly silent, whisperingly still",NA,憂愁的樣子。詩經．邶風．柏舟：「憂心悄悄，慍于群小。」近悄然寂靜的樣子。唐．白居易．西樓夜詩：「悄悄復悄悄，城隅隱林杪。」近默默、寂靜、靜靜不聲不響。儒林外史．第三十五回：「莊徵君悄悄寫了十幾封書子，打發人進京去遍託朝裡大老。」,NA,Kroll,BB,悄,悄,NA,NA,"31,3383","31,3383",NA,NA,7,7,NA,NA,忄,"9431,3086",100,肖,"786,0395",16,忄,"9431,3086",100,肖,"786,0395",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yi4~yi4,yì~yì,yi~yi,悒悒,悒悒,'ip~'ip,NA~NA,心,NA,chagrin(ed); distontent(ed); doleful,NA,憂愁鬱悶的樣子。三國志．卷五十七．吳書．虞翻傳：「然時有所思，端坐悒悒。」警世通言．卷三十二．杜十娘怒沉百寶箱：「向承君家慷慨，以一百五十金相助，本意息肩之後，徐圖報答。不意事無終始；然每懷盛情，悒悒未忘。」,NA,Kroll,BB,悒,悒,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
you1~you1,yōu~yōu,you~you,悠悠,悠悠,yuw~yuw,*liw~*liw,心,NA,"carrying many different meanings, depending on context, most with some sense of distance, dimness, uncertainty, or mystery, either in space or time; e.g. far-fading, dim-dwindling, far-stretched and unreachable, remote and far-reaching; elusive and evanescent, unclear and uncertain; feeling ""strung-out"" > cares and confusions; helter-skelter, several and sundry, fluttering in confusion; in haste and hurry; loose and relaxed, placid and serene; deserted and interminate; (med.) ordinary and everyday, common",NA,安閒暇適的樣子。唐．王勃．滕王閣詩：「閒雲潭影日悠悠，物換星移幾度秋。」憂思的樣子。詩經．鄭風．子矜：「青青子矜，悠悠我心。」眇遠無盡的樣子。詩經．鄘風．載馳：「驅馬悠悠，言至于漕。」唐．陳子昂．登幽州臺歌：「念天地之悠悠，獨愴然而涕下。」眾多。後漢書．卷四十三．朱穆傳：「記短則兼折其長，貶惡則并伐其善。悠悠者皆是，其可稱乎！」行走的樣子。詩經．小雅．黍苗：「悠悠南行，召伯勞之。」荒謬不合事理。晉書．卷六十五．王導傳：「悠悠之談，宜絕智者之口。」聊齋志異．卷二．紅玉：「然官宰悠悠，豎人毛髮。」,NA,Kroll,BB,悠,悠,NA,NA,"37,1556","37,1556",NA,NA,13,13,NA,NA,心,"19695,9012",59,攸,"303,5753",3,心,"19695,9012",59,攸,"303,5753",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
liang4~liang4,liàng~liàng,liang~liang,悢悢,悢悢,ljangH~ljangH,NA~NA,心,NA,"pained and despondent, woeful and forlorn; preserve and hold dear",NA,惆悵。文選．李陵．與蘇武詩三首之三：「攜手上河梁，遊子暮何之？徘徊蹊路側，悢悢不得辭。」眷念。後漢書．卷六十六．陳蕃傳：「天之於漢，悢悢不已。」,NA,Kroll,BB,悢,悢,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
men4~men4,mèn~mèn,men~men,悶悶,闷闷,mwonH~mwonH,NA~NA,心,NA,"dull and dour, seeming stupid, despondent",NA,憂鬱。初刻拍案驚奇．卷二；「新來的媳婦，摸頭路不著，沒個是處，終日悶悶過了。」五代史平話．梁史．卷上：「黃巢見金榜無名，悶悶不已。」寬大。老子．第五十八章：「其政悶悶，其民淳淳。」渾噩。老子．第二十章：「俗人察察，我獨悶悶。」,NA,Kroll,BB,闷,闷,NA,NA,"109,2988","109,2988",NA,NA,15,15,NA,NA,门,"3881,6296",28,门,"7291,9901",4,门,"3881,6296",28,门,"7291,9901",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kong1~kong1,kōng~kōng,kong~kong,悾悾,悾悾,khuwng~khuwng,NA~NA,心,NA,innocent and simple-hearted,NA,無知的樣子。論語．泰伯：「狂而不直，侗而不愿，悾悾而不信，吾不知之矣。」誠懇的樣子。後漢書．卷五十七．劉瑜傳：「臣悾悾推情，言不足採。」,NA,Kroll,BB,悾,悾,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dun1~dun1,dūn~dūn,dun~dun,惇惇,惇惇,twon~twon,NA~NA,心,NA,dedicated; devoted to a worthy cause; honest,NA,仁厚的樣子。後漢書．卷四十一．第五倫傳．論：「第五倫峭覈為方，非夫愷悌之士，省其奏議，惇惇歸諸寬厚，將懲苛切之敝使其然乎？」,NA,Kroll,BB,惇,惇,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ti4~ti4,tì~tì,ti~ti,惕惕,惕惕,thek~thek,*l̥ˤek~*l̥ˤek,心,"惕惕,逖逖","dread the thought of, faltering with fear",NA,憂心、恐懼。詩經．陳風．防有鵲巢：「中唐有甓，邛有旨鷊，誰侜予美，心焉惕惕。」國語．楚語上：「不然，是三城也，豈不使諸侯之心惕惕焉。」悅愛。爾雅．釋訓：「忯忯、惕惕，愛也。」明．張爾岐．辨志：「今夫人生而呱呱以啼，啞啞以笑，蠕蠕以動，惕惕以息，無以異也。」,NA,Kroll,BB,惕,惕,NA,NA,"5,2346","5,2346",NA,NA,2,2,NA,NA,忄,"9431,3086",100,易,"93,0173",7,忄,"9431,3086",100,易,"93,0173",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
wang3~wang3,wǎng~wǎng,wang~wang,惘惘,惘惘,mjangX~mjangX,*maŋʔ~*maŋʔ,心,"瀇漾, 瀇瀁","disappointed, disillusioned, discouraged, dejected",NA,失意的樣子。唐．韓愈．送殷員外序：「出門惘惘，有離別可憐之色。」,NA,Kroll,BB,惘,惘,NA,NA,4563,4563,NA,NA,2,2,NA,NA,忄,"9431,3086",100,罔,"4,5877",2,忄,"9431,3086",100,罔,"4,5877",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
zhui4~zhui4,zhuì~zhuì,zhui~zhui,惴惴,惴惴,tsywijH~tsywijH,NA~NA,心,NA,"anxious, fearful, fretful, frightened",NA,憂懼戒慎的樣子。詩經．小雅．小宛：「惴惴小心，如臨于谷。」宋．蘇軾．秦始皇帝論：「與禽獸爭一旦之命，惴惴焉。朝不謀夕。」,NA,Kroll,BB,惴,惴,NA,NA,"0,3802","0,3802",NA,NA,1,1,NA,NA,忄,"9431,3086",100,耑,"510,8247",6,忄,"9431,3086",100,耑,"510,8247",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
huang2~huang2,huáng~huáng,huang~huang,惶惶,惶惶,hwang~hwang,NA~NA,心,NA,"fearful and fretful, anxious, unsettled",NA,心中惶恐不安的樣子。唐．柳宗元．與楊誨之疏解車義第二書：「到永州七年矣，蚤夜惶惶，追思咎過，往來甚熟。」亦作「皇皇」、「遑遑」。匆促急迫的樣子。宋．歐陽修．記舊本韓文後：「孔孟惶惶於一時，而師法於千萬世。」,cf.  徨徨 huang2huang2,Kroll,BB,惶,惶,NA,NA,"4,0741","4,0741",NA,NA,6,6,NA,NA,忄,"9431,3086",100,皇,"47,1802",5,忄,"9431,3086",100,皇,"47,1802",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
xing1~xing1,xīng~xīng,xing~xing,惺惺,惺惺,seng~seng,NA~NA,心,NA,"vigilant, astute, sharp-witted; quick-witted, intelligent",NA,聰明、伶俐。董西廂．卷一：「秦樓謝館鴛鴦幄，風流稍是有聲價，教惺惺浪兒每都伏咱。」西遊記．第二十七回：「今日昧著惺惺使糊塗，只教我回去。」清醒。宋．陸游．不寐詩：「困睫日中常欲閉，夜闌枕上卻惺惺。」形容聲音婉轉動聽。宋．陸游．初夏道中詩：「桑間葚熟麥齊腰，鶯語惺惺野雉驕。」董西廂．卷四：「何處調琴，惺惺地把醉魂呼醒？」虛情假意，扭捏做態。宋．劉克莊．臨江仙．玉笛鈿車當日事詞：「等閒曲子壓和凝。縱遊非草草，已醉強惺惺。」如：「假惺惺」。,NA,Kroll,BB,惺,惺,NA,NA,"3,9654","3,9654",NA,NA,2,2,NA,NA,忄,"9431,3086",100,星,"485,4617",4,忄,"9431,3086",100,星,"485,4617",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ce4~ce4,cè~cè,ce~ce,惻惻,恻恻,tsrik~tsrik,NA~NA,心,NA,ferverntly earnest; sincere,NA,悲傷。唐．杜甫．夢李白詩二首之一：「死別已吞聲，生別常惻惻。」清．吳翌鳳．玉樓春．空園數日無芳信詞：「空園數日無芳信，惻惻殘寒猶未定。」懇切。後漢書．卷四十五．張酺傳：「張酺前入侍講，屢有諫正，誾誾惻惻，出於誠心。」,NA,Kroll,BB,恻,恻,NA,NA,"0,9975","0,9975",NA,NA,1,1,NA,NA,忄,"9431,3086",100,则,"363,9654",5,忄,"9431,3086",100,则,"363,9654",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
