pinyinnum,traditional,simplified,morph,morphnew,pinyinnum_1,H1,H2,H3,H4,H1.freq,H2.freq,H3.freq,H4.freq,H1.comb.freq,H2.comb.freq,H3.comb.freq,H4.comb.freq,morphnew
chi4~li4~li4,吸淋淋,吸淋淋,,ARR,chi4~li4~li4,吸,淋,淋,,"163,3975","34,2074",,,31,15,,,ARR
wu1~ya1~ya1,嗚呀呀,呜呀呀,,ARR,wu1~ya1~ya1,呜,呀,呀,,"51,2543","403,9259",,,3,5,,,ARR
wu1~ha1~ha1,嗚哈哈,呜哈哈,,ARR,wu1~ha1~ha1,呜,哈,哈,,"51,2543","925,0864",,,3,28,,,ARR
wu1~ha1~ha1~ha1,嗚哈哈哈,呜哈哈哈,,ARR,wu1~ha1~ha1~ha1,呜,哈,哈,,"51,2543","925,0864",,,3,28,,,ARR
gua1~la1~la1,呱啦啦,呱啦啦,,ARR,gua1~la1~la1,呱,啦,啦,,"6,6469","1029,3136",,,5,8,,,ARR
hu1~da1~da1,呼噠噠,呼哒哒,,ARR,hu1~da1~da1,呼,哒,哒,,"194,2815","13,6049",,,46,1,TRUE,,ARR
hu1~la1~la1,呼啦啦,呼啦啦,,ARR,hu1~la1~la1,呼,啦,啦,,"194,2815","1029,3136",,,46,8,,,ARR
hu1~la5~la5,呼啦啦,呼啦啦,,ARR,hu1~la5~la5,呼,啦,啦,,"194,2815","1029,3136",,,46,8,,,ARR
hu1~la3~la3,呼喇喇,呼喇喇,,ARR,hu1~la3~la3,呼,喇,喇,,"194,2815","34,0198",,,46,7,,,ARR
hu1~la1~la1,呼喇喇,呼喇喇,,ARR,hu1~la1~la1,呼,喇,喇,,"194,2815","34,0198",,,46,7,,,ARR
hu1~lu1~lu1,呼嚕嚕,呼噜噜,,ARR,hu1~lu1~lu1,呼,噜,噜,,"194,2815","16,9086",,,46,6,,,ARR
ka1~ba1~ba1,咔叭叭,咔叭叭,,ARR,ka1~ba1~ba1,咔,叭,叭,,"29,9012","7,4321",,,1,6,,,ARR
ka1~la1~la1,咔啦啦,咔啦啦,,ARR,ka1~la1~la1,咔,啦,啦,,"29,9012","1029,3136",,,1,8,,,ARR
ka1~ca1~ca1,咔嚓嚓,咔嚓嚓,,ARR,ka1~ca1~ca1,咔,嚓,嚓,,"29,9012","3,5407",,,1,2,,,ARR
ka3~ca1~ca1,咔嚓嚓,咔嚓嚓,,ARR,ka3~ca1~ca1,咔,嚓,嚓,,"29,9012","3,5407",,,1,2,,,ARR
gu1~dong1~dong1,咕冬冬,咕冬冬,,ARR,gu1~dong1~dong1,咕,冬,冬,,"12,1284","220,0049",,,12,37,,,ARR
gu1~dong1~dong1,咕咚咚,咕咚咚,,ARR,gu1~dong1~dong1,咕,咚,咚,,"12,1284",4963,,,12,4,,,ARR
gu1~lang1~lang1,咕啷啷,咕啷啷,,ARR,gu1~lang1~lang1,咕,啷,啷,,"12,1284","1,2642",,,12,1,TRUE,,ARR
gu1~lu4~lu4,咕㖨㖨,咕㖨㖨,,ARR,gu1~lu4~lu4,咕,㖨,㖨,,"12,1284",,,,12,,,,ARR
gu1~du1~du1,咕嘟嘟,咕嘟嘟,,ARR,gu1~du1~du1,咕,嘟,嘟,,"12,1284","11,0222",,,12,5,,,ARR
gu1~lu1~lu1,咕嚕嚕,咕噜噜,,ARR,gu1~lu1~lu1,咕,噜,噜,,"12,1284","16,9086",,,12,6,,,ARR
gu1~lu1~lu1~lu1,咕嚕嚕嚕,咕噜噜噜,,ARR,gu1~lu1~lu1~lu1,咕,噜,噜,,"12,1284","16,9086",,,12,6,,,ARR
gu1~lu4~lu4,咕碌碌,咕碌碌,,ARR,gu1~lu4~lu4,咕,碌,碌,,"12,1284",43837,,,12,7,,,ARR
gu1~long2~long2,咕隆隆,咕隆隆,,ARR,gu1~long2~long2,咕,隆,隆,,"12,1284","42,0395",,,12,18,,,ARR
ge1~zhi1~zhi1,咯吱吱,咯吱吱,,ARR,ge1~zhi1~zhi1,咯,吱,吱,,"234,3358","5,1951",,,2,5,,,ARR
ge1~zha1~zha1,咯喳喳,咯喳喳,,ARR,ge1~zha1~zha1,咯,喳,喳,,"234,3358","2,5037",,,2,3,,,ARR
ge1~beng1~beng1,咯嘣嘣,咯嘣嘣,,ARR,ge1~beng1~beng1,咯,嘣,嘣,,"234,3358","1,7827",,,2,0,FALSE,,ARR
ge1~ta3~ta3,咯塔塔,咯塔塔,,ARR,ge1~ta3~ta3,咯,塔,塔,,"234,3358",107679,,,2,39,,,ARR
ge1~la1~la1,咯辣辣,咯辣辣,,ARR,ge1~la1~la1,咯,辣,辣,,"234,3358","83,7235",,,2,19,,,ARR
hui1~ou1~ou1,咴嘔嘔,咴呕呕,,ARR,hui1~ou1~ou1,咴,呕,呕,,,"16,7407",,,,5,,,ARR
wa1~ya1~ya1,哇呀呀,哇呀呀,,ARR,wa1~ya1~ya1,哇,呀,呀,,"204,4444","403,9259",,,5,5,,,ARR
wa1~ha1~ha1~ha1,哇哈哈哈,哇哈哈哈,,ARR,wa1~ha1~ha1~ha1,哇,哈,哈,,"204,4444","925,0864",,,5,28,,,ARR
kuang1~lang1~lang1,哐啷啷,哐啷啷,,ARR,kuang1~lang1~lang1,哐,啷,啷,,642,"1,2642",,,1,1,TRUE,,ARR
kuang1~dang1~dang1,哐當當,哐当当,,ARR,kuang1~dang1~dang1,哐,当,当,,642,"1142,9679",,,1,108,,,ARR
kuang1~dang1~dang1~dang1,哐當當當,哐当当当,,ARR,kuang1~dang1~dang1~dang1,哐,当,当,,642,"1142,9679",,,1,108,,,ARR
bi4~bo1~bo1,嗶剝剝,哔剥剥,,ARR,bi4~bo1~bo1,哔,剥,剥,,"2,0494","15,5111",,,0,7,,,ARR
hua1~la1~la1,嘩啦啦,哗啦啦,,ARR,hua1~la1~la1,哗,啦,啦,,"11,0617","1029,3136",,,8,8,,,ARR
hua1~la5~la5,嘩啦啦,哗啦啦,,ARR,hua1~la5~la5,哗,啦,啦,,"11,0617","1029,3136",,,8,8,,,ARR
hua1~la1~la1~la1,嘩啦啦啦,哗啦啦啦,,ARR,hua1~la1~la1~la1,哗,啦,啦,,"11,0617","1029,3136",,,8,8,,,ARR
hua1~lang1~lang1,嘩啷啷,哗啷啷,,ARR,hua1~lang1~lang1,哗,啷,啷,,"11,0617","1,2642",,,8,1,TRUE,,ARR
hua1~la3~la3,嘩喇喇,哗喇喇,,ARR,hua1~la3~la3,哗,喇,喇,,"11,0617","34,0198",,,8,7,,,ARR
hua1~la1~la1,嘩喇喇,哗喇喇,,ARR,hua1~la1~la1,哗,喇,喇,,"11,0617","34,0198",,,8,7,,,ARR
shua1~li1~li1,唰哩哩,唰哩哩,,ARR,shua1~li1~li1,唰,哩,哩,,"0,7951","21,8074",,,0,0,FALSE,,ARR
shua1~la1~la1,唰啦啦,唰啦啦,,ARR,shua1~la1~la1,唰,啦,啦,,"0,7951","1029,3136",,,0,8,,,ARR
hu1~la3~la3,唿喇喇,唿喇喇,,ARR,hu1~la3~la3,唿,喇,喇,,,"34,0198",,,,7,,,ARR
hu1~la1~la1,唿喇喇,唿喇喇,,ARR,hu1~la1~la1,唿,喇,喇,,,"34,0198",,,,7,,,ARR
hu1~lu1~lu1,唿嚕嚕,唿噜噜,,ARR,hu1~lu1~lu1,唿,噜,噜,,,"16,9086",,,,6,,,ARR
hu1~long2~long2,唿隆隆,唿隆隆,,ARR,hu1~long2~long2,唿,隆,隆,,,"42,0395",,,,18,,,ARR
hou1~lou2~lou2,喝嘍嘍,喝喽喽,,ARR,hou1~lou2~lou2,喝,喽,喽,,"508,8444","77,6494",,,12,1,TRUE,,ARR
zha1~la5~la5,喳啦啦,喳啦啦,,ARR,zha1~la5~la5,喳,啦,啦,,"2,5037","1029,3136",,,3,8,,,ARR
gu1~lu4~lu4,嗗㖨㖨,嗗㖨㖨,,ARR,gu1~lu4~lu4,嗗,㖨,㖨,,,,,,,,,,ARR
gu1~lu4~lu4,嗗碌碌,嗗碌碌,,ARR,gu1~lu4~lu4,嗗,碌,碌,,,43837,,,,7,,,ARR
chi1~liu1~liu1,嗤溜溜,嗤溜溜,,ARR,chi1~liu1~liu1,嗤,溜,溜,,"1,0321",34558,,,2,22,,,ARR
di2~li4~li4,嘀嚦嚦,嘀呖呖,,ARR,di2~li4~li4,嘀,呖,呖,,"11,1012",,,,3,,,,ARR
ga1~la1~la1,嘎啦啦,嘎啦啦,,ARR,ga1~la1~la1,嘎,啦,啦,,"41,6346","1029,3136",,,2,8,,,ARR
ga1~la5~la5,嘎啦啦,嘎啦啦,,ARR,ga1~la5~la5,嘎,啦,啦,,"41,6346","1029,3136",,,2,8,,,ARR
ga1~zha1~zha1,嘎喳喳,嘎喳喳,,ARR,ga1~zha1~zha1,嘎,喳,喳,,"41,6346","2,5037",,,2,3,,,ARR
ga1~beng1~beng1,嘎嘣嘣,嘎嘣嘣,,ARR,ga1~beng1~beng1,嘎,嘣,嘣,,"41,6346","1,7827",,,2,0,FALSE,,ARR
ga1~deng1~deng1,嘎噔噔,嘎噔噔,,ARR,ga1~deng1~deng1,嘎,噔,噔,,"41,6346","1,2494",,,2,0,FALSE,,ARR
guo1~du1~du1,嘓嘟嘟,嘓嘟嘟,,ARR,guo1~du1~du1,嘓,嘟,嘟,,,"11,0222",,,,5,,,ARR
guo1~du1~du1~du1,嘓嘟嘟嘟,嘓嘟嘟嘟,,ARR,guo1~du1~du1~du1,嘓,嘟,嘟,,,"11,0222",,,,5,,,ARR
du1~cheng1~cheng1,嘟噌噌,嘟噌噌,,ARR,du1~cheng1~cheng1,嘟,噌,噌,,"11,0222","0,6568",,,5,0,FALSE,,ARR
si1~la5~la5,嘶啦啦,嘶啦啦,,ARR,si1~la5~la5,嘶,啦,啦,,"3,5556","1029,3136",,,5,8,,,ARR
si1~la1~la1,嘶拉拉,嘶拉拉,,ARR,si1~la1~la1,嘶,拉,拉,,"3,5556","451,9951",,,5,78,,,ARR
si1~sha1~sha1,嘶沙沙,嘶沙沙,,ARR,si1~sha1~sha1,嘶,沙,沙,,"3,5556",134,,,5,72,,,ARR
deng1~leng2~leng2,噔棱棱,噔棱棱,,ARR,deng1~leng2~leng2,噔,棱,棱,,"1,2494","3,1556",,,0,4,,,ARR
pu1~dong1~dong1,噗咚咚,噗咚咚,,ARR,pu1~dong1~dong1,噗,咚,咚,,9521,4963,,,0,4,,,ARR
pu1~da1~da1,噗嗒嗒,噗嗒嗒,,ARR,pu1~da1~da1,噗,嗒,嗒,,9521,10079,,,0,3,,,ARR
pu1~lu1~lu1,噗嚕嚕,噗噜噜,,ARR,pu1~lu1~lu1,噗,噜,噜,,9521,"16,9086",,,0,6,,,ARR
pu1~la1~la1,噗拉拉,噗拉拉,,ARR,pu1~la1~la1,噗,拉,拉,,9521,"451,9951",,,0,78,,,ARR
pu1~lu4~lu4,噗碌碌,噗碌碌,,ARR,pu1~lu4~lu4,噗,碌,碌,,9521,43837,,,0,7,,,ARR
yi1~xi1~xi1~xi1,噫嘻嘻嘻,噫嘻嘻嘻,,ARR,yi1~xi1~xi1~xi1,噫,嘻,嘻,,"0,2222","65,7778",,,0,3,,,ARR
ge2~zhi1~zhi1,噶吱吱,噶吱吱,,ARR,ge2~zhi1~zhi1,噶,吱,吱,,,"5,1951",,,,5,,,ARR
pi1~pa1~pa1,噼啪啪,噼啪啪,,ARR,pi1~pa1~pa1,噼,啪,啪,,"4,2074","9,7235",,,2,4,,,ARR
gu3~lu1~lu1,土魯魯,土鲁鲁,,ARR,gu3~lu1~lu1,土,鲁,鲁,,106884,"56,7062",,,93,9,,,ARR
ge1~da1~da1,圪嗒嗒,圪嗒嗒,,ARR,ge1~da1~da1,圪,嗒,嗒,,"0,0691",10079,,,1,3,,,ARR
ge1~beng1~beng1,圪嘣嘣,圪嘣嘣,,ARR,ge1~beng1~beng1,圪,嘣,嘣,,"0,0691","1,7827",,,1,0,FALSE,,ARR
ge1~cha2~cha2,圪察察,圪察察,,ARR,ge1~cha2~cha2,圪,察,察,,"0,0691","137,3235",,,1,37,,,ARR
ge4~la1~la1,屹剌剌,屹剌剌,,ARR,ge4~la1~la1,屹,剌,剌,,"1,4321","0,7062",,,1,0,FALSE,,ARR
zu2~lü4~lü4,崒律律,崒律律,,ARR,zu2~lü4~lü4,崒,律,律,,,"126,7654",,,,26,,,ARR
si1~lang2~lang2,廝琅琅,廝琅琅,,ARR,si1~lang2~lang2,廝,琅,琅,,,"4,4099",,,,3,,,ARR
si1~lang2~lang2~tang1,廝琅琅湯,廝琅琅汤,,ARR,si1~lang2~lang2~tang1,廝,琅,琅,,,"4,4099",,,,3,,,ARR
dang1~lang1~lang1,當啷啷,当啷啷,,ARR,dang1~lang1~lang1,当,啷,啷,,"1142,9679","1,2642",,,108,1,TRUE,,ARR
de2~lang1~lang1,得啷啷,得啷啷,,ARR,de2~lang1~lang1,得,啷,啷,,4328884,"1,2642",,,141,1,TRUE,,ARR
zu2~lü4~lü4,𢔙律律,𢔙律律,,ARR,zu2~lü4~lü4,𢔙,律,律,,,"126,7654",,,,26,,,ARR
te4~leng2~leng2,忒楞楞,忒楞楞,,ARR,te4~leng2~leng2,忒,楞,楞,,"9,0519","2,9728",,,0,0,FALSE,,ARR
tei1~leng2~leng2,忒楞楞,忒楞楞,,ARR,tei1~leng2~leng2,忒,楞,楞,,"9,0519","2,9728",,,0,0,FALSE,,ARR
tei1~leng2~leng2~teng2,忒楞楞騰,忒楞楞腾,,ARR,tei1~leng2~leng2~teng2,忒,楞,楞,,"9,0519","2,9728",,,0,0,FALSE,,ARR
hu1~la1~la1,忽剌剌,忽剌剌,,ARR,hu1~la1~la1,忽,剌,剌,,"77,0321","0,7062",,,14,0,FALSE,,ARR
hu1~la4~la4,忽剌剌,忽剌剌,,ARR,hu1~la4~la4,忽,剌,剌,,"77,0321","0,7062",,,14,0,FALSE,,ARR
hu1~la1~la1,忽喇喇,忽喇喇,,ARR,hu1~la1~la1,忽,喇,喇,,"77,0321","34,0198",,,14,7,,,ARR
hu1~la3~la3,忽喇喇,忽喇喇,,ARR,hu1~la3~la3,忽,喇,喇,,"77,0321","34,0198",,,14,7,,,ARR
hu1~la1~la1,忽拉拉,忽拉拉,,ARR,hu1~la1~la1,忽,拉,拉,,"77,0321","451,9951",,,14,78,,,ARR
hu1~long2~long2,忽隆隆,忽隆隆,,ARR,hu1~long2~long2,忽,隆,隆,,"77,0321","42,0395",,,14,18,,,ARR
hu1~lu3~lu3,忽魯魯,忽鲁鲁,,ARR,hu1~lu3~lu3,忽,鲁,鲁,,"77,0321","56,7062",,,14,9,,,ARR
pu1~la4~la4,扑剌剌,扑剌剌,,ARR,pu1~la4~la4,扑,剌,剌,,"126,7753","0,7062",,,21,0,FALSE,,ARR
pu1~la1~la1,扑剌剌,扑剌剌,,ARR,pu1~la1~la1,扑,剌,剌,,"126,7753","0,7062",,,21,0,FALSE,,ARR
pu1~dong1~dong1,扑咚咚,扑咚咚,,ARR,pu1~dong1~dong1,扑,咚,咚,,"126,7753",4963,,,21,4,,,ARR
pu1~la1~la1,扑啦啦,扑啦啦,,ARR,pu1~la1~la1,扑,啦,啦,,"126,7753","1029,3136",,,21,8,,,ARR
pu1~la5~la5,扑啦啦,扑啦啦,,ARR,pu1~la5~la5,扑,啦,啦,,"126,7753","1029,3136",,,21,8,,,ARR
pu1~la3~la3,扑喇喇,扑喇喇,,ARR,pu1~la3~la3,扑,喇,喇,,"126,7753","34,0198",,,21,7,,,ARR
pu1~lu1~lu1,扑嚕嚕,扑噜噜,,ARR,pu1~lu1~lu1,扑,噜,噜,,"126,7753","16,9086",,,21,6,,,ARR
pu1~leng2~leng2,扑棱棱,扑棱棱,,ARR,pu1~leng2~leng2,扑,棱,棱,,"126,7753","3,1556",,,21,4,,,ARR
pu1~leng2~leng2,扑楞楞,扑楞楞,,ARR,pu1~leng2~leng2,扑,楞,楞,,"126,7753","2,9728",,,21,0,FALSE,,ARR
pu1~leng1~leng1,扑楞楞,扑楞楞,,ARR,pu1~leng1~leng1,扑,楞,楞,,"126,7753","2,9728",,,21,0,FALSE,,ARR
pu1~su4~su4,扑簌簌,扑簌簌,,ARR,pu1~su4~su4,扑,簌,簌,,"126,7753",,,,21,,,,ARR
pu1~suo3~suo3,扑索索,扑索索,,ARR,pu1~suo3~suo3,扑,索,索,,"126,7753","114,5333",,,21,34,,,ARR
pu1~luo4~luo4,扑落落,扑落落,,ARR,pu1~luo4~luo4,扑,落,落,,"126,7753","304,3951",,,21,111,,,ARR
pu1~tong1~tong1,扑通通,扑通通,,ARR,pu1~tong1~tong1,扑,通,通,,"126,7753","590,5877",,,21,143,,,ARR
ge4~la1~la1,扢剌剌,扢剌剌,,ARR,ge4~la1~la1,扢,剌,剌,,,"0,7062",,,,0,FALSE,,ARR
ba2~la5~la5,拔啦啦,拔啦啦,,ARR,ba2~la5~la5,拔,啦,啦,,"43,5111","1029,3136",,,23,8,,,ARR
sa1~la1~la1,撒拉拉,撒拉拉,,ARR,sa1~la1~la1,撒,拉,拉,,"102,1333","451,9951",,,17,78,,,ARR
zhi1~leng1~leng1,支楞楞,支楞楞,,ARR,zhi1~leng1~leng1,支,楞,楞,,"393,4667","2,9728",,,46,0,FALSE,,ARR
zhi1~leng1~leng1~zheng1,支楞楞爭,支楞楞争,,ARR,zhi1~leng1~leng1~zheng1,支,楞,楞,,"393,4667","2,9728",,,46,0,FALSE,,ARR
xi1~ling2~ling2,昔零零,昔零零,,ARR,xi1~ling2~ling2,昔,零,零,,"12,8593","96,6272",,,4,39,,,ARR
pu3~dong1~dong1,普冬冬,普冬冬,,ARR,pu3~dong1~dong1,普,冬,冬,,"126,1383","220,0049",,,33,37,,,ARR
ge2~lin3~lin3,格凜凜,格凛凛,,ARR,ge2~lin3~lin3,格,凛,凛,,"346,7704","2,0691",,,46,4,,,ARR
ge1~zhi1~zhi1,格吱吱,格吱吱,,ARR,ge1~zhi1~zhi1,格,吱,吱,,"346,7704","5,1951",,,46,5,,,ARR
ge1~la1~la1,格啦啦,格啦啦,,ARR,ge1~la1~la1,格,啦,啦,,"346,7704","1029,3136",,,46,8,,,ARR
ge4~zhi1~zhi1,格支支,格支支,,ARR,ge4~zhi1~zhi1,格,支,支,,"346,7704","393,4667",,,46,46,,,ARR
ge2~zhi1~zhi1,格支支,格支支,,ARR,ge2~zhi1~zhi1,格,支,支,,"346,7704","393,4667",,,46,46,,,ARR
ge2~deng1~deng1,格登登,格登登,,ARR,ge2~deng1~deng1,格,登,登,,"346,7704","263,3926",,,46,44,,,ARR
sang1~lang2~lang2,桑瑯瑯,桑瑯瑯,,ARR,sang1~lang2~lang2,桑,瑯,瑯,,"48,4198",,,,10,,,,ARR
sha1~la1~la1,沙啦啦,沙啦啦,,ARR,sha1~la1~la1,沙,啦,啦,,134,"1029,3136",,,72,8,,,ARR
sha1~la1~la1,沙拉拉,沙拉拉,,ARR,sha1~la1~la1,沙,拉,拉,,134,"451,9951",,,72,78,,,ARR
fa1~la5~la5,沷啦啦,沷啦啦,,ARR,fa1~la5~la5,沷,啦,啦,,,"1029,3136",,,,8,,,ARR
bo1~la1~la1,波拉拉,波拉拉,,ARR,bo1~la1~la1,波,拉,拉,,"179,3284","451,9951",,,55,78,,,ARR
xi1~ling2~ling2,淅冽冽,淅冽冽,,ARR,xi1~ling2~ling2,淅,冽,冽,,,"1,5852",,,,1,TRUE,,ARR
xi1~li4~li4,淅瀝瀝,淅沥沥,,ARR,xi1~li4~li4,淅,沥,沥,,,"7,6642",,,,3,,,ARR
xi1~ling2~ling2,淅零零,淅零零,,ARR,xi1~ling2~ling2,淅,零,零,,,"96,6272",,,,39,,,ARR
di1~liu1~liu1,滴溜溜,滴溜溜,,ARR,di1~liu1~liu1,滴,溜,溜,,"219,4667",34558,,,14,22,,,ARR
di1~ling2~ling2~ling2,滴鈴鈴鈴,滴铃铃铃,,ARR,di1~ling2~ling2~ling2,滴,铃,铃,,"219,4667","26,4198",,,14,16,,,ARR
shu1~la1~la1,率剌剌,率剌剌,,ARR,shu1~la1~la1,率,剌,剌,,"90,0988","0,7062",,,69,0,FALSE,,ARR
shu1~la1~la1,疏剌剌,疏剌剌,,ARR,shu1~la1~la1,疏,剌,剌,,"16,8691","0,7062",,,17,0,FALSE,,ARR
shu1~la1~la1,疏喇喇,疏喇喇,,ARR,shu1~la1~la1,疏,喇,喇,,"16,8691","34,0198",,,17,7,,,ARR
ge1~cha3~cha3,疙蹅蹅,疙蹅蹅,,ARR,ge1~cha3~cha3,疙,蹅,蹅,,"4,4691",,,,2,,,,ARR
ke1~ca1~ca1,磕叉叉,磕叉叉,,ARR,ke1~ca1~ca1,磕,叉,叉,,"8,0741","19,1901",,,4,15,,,ARR
ke1~ca1~ca1,磕擦擦,磕擦擦,,ARR,ke1~ca1~ca1,磕,擦,擦,,"8,0741","121,3926",,,4,17,,,ARR
ga1~cha2~cha2,胳查查,胳查查,,ARR,ga1~cha2~cha2,胳,查,查,,"10,1975","397,3531",,,5,68,,,ARR
peng2~ca1~ca1,蓬嚓嚓,蓬嚓嚓,,ARR,peng2~ca1~ca1,蓬,嚓,嚓,,"8,1136","3,5407",,,13,2,,,ARR
xi1~li4~li4,西嚦嚦,西呖呖,,ARR,xi1~li4~li4,西,呖,呖,,944563,,,,116,,,,ARR
huo1~lang1~lang1,豁啷啷,豁啷啷,,ARR,huo1~lang1~lang1,豁,啷,啷,,"19,9654","1,2642",,,8,1,TRUE,,ARR
huo1~la3~la3,豁喇喇,豁喇喇,,ARR,huo1~la3~la3,豁,喇,喇,,"19,9654","34,0198",,,8,7,,,ARR
gua1~la1~la1,豁辣辣,豁辣辣,,ARR,gua1~la1~la1,豁,辣,辣,,"19,9654","83,7235",,,8,19,,,ARR
chi4~li4~li4,赤力力,赤力力,,ARR,chi4~li4~li4,赤,力,力,,"56,0889",1358479,,,22,268,,,ARR
chi4~li4~li4,赤律律,赤律律,,ARR,chi4~li4~li4,赤,律,律,,"56,0889","126,7654",,,22,26,,,ARR
sa4~la1~la1,趿拉拉,趿拉拉,,ARR,sa4~la1~la1,趿,拉,拉,,,"451,9951",,,,78,,,ARR
ti1~ta4~ta4,踢嗒嗒,踢嗒嗒,,ARR,ti1~ta4~ta4,踢,嗒,嗒,,"34,4889",10079,,,5,3,,,ARR
ti1~da3~da3,踢打打,踢打打,,ARR,ti1~da3~da3,踢,打,打,,"34,4889","1268,5037",,,5,191,,,ARR
hong1~long2~long2,轟隆隆,轰隆隆,,ARR,hong1~long2~long2,轰,隆,隆,,"22,1531","42,0395",,,14,18,,,ARR
tang1~lang1~lang1,鏜啷啷,镗啷啷,,ARR,tang1~lang1~lang1,镗,啷,啷,,"0,0444","1,2642",,,0,1,TRUE,,ARR
tang1~lang1~lang1~lang1,鏜啷啷啷,镗啷啷啷,,ARR,tang1~lang1~lang1~lang1,镗,啷,啷,,"0,0444","1,2642",,,0,1,TRUE,TRUE,ARR
ge4~zhi1~zhi1,革支支,革支支,,ARR,ge4~zhi1~zhi1,革,支,支,,"55,9901","393,4667",,,20,46,,,ARR
ju1~lü4~lü4,鞠律律,鞠律律,,ARR,ju1~lü4~lü4,鞠,律,律,,"4,6667","126,7654",,,2,26,,,ARR
se4~ling2~ling2,飋玲玲,飋玲玲,,ARR,se4~ling2~ling2,飋,玲,玲,,,"21,1605",,,,3,,,ARR
sa4~la1~la1,颯剌剌,飒剌剌,,ARR,sa4~la1~la1,飒,剌,剌,,"0,6963","0,7062",,,2,0,FALSE,,ARR
sa4~la4~la4,颯剌剌,飒剌剌,,ARR,sa4~la4~la4,飒,剌,剌,,"0,6963","0,7062",,,2,0,FALSE,,ARR
gu3~la1~la1,骨剌剌,骨剌剌,,ARR,gu3~la1~la1,骨,剌,剌,,"97,7185","0,7062",,,105,0,FALSE,,ARR
gu3~liu1~liu1,骨溜溜,骨溜溜,,ARR,gu3~liu1~liu1,骨,溜,溜,,"97,7185",34558,,,105,22,,,ARR
gu2~lu4~lu4,骨碌碌,骨碌碌,,ARR,gu2~lu4~lu4,骨,碌,碌,,"97,7185",43837,,,105,7,,,ARR
gu1~lu1~lu1,骨碌碌,骨碌碌,,ARR,gu1~lu1~lu1,骨,碌,碌,,"97,7185",43837,,,105,7,,,ARR
gu3~la1~la1,骨轆轆,骨辘辘,,ARR,gu3~la1~la1,骨,辘,辘,,"97,7185","1,0321",,,105,5,,,ARR
gu3~du1~du1,骨都都,骨都都,,ARR,gu3~du1~du1,骨,都,都,,"97,7185","4032,2716",,,105,27,,,ARR
hei1~lou2~lou2,黑嘍嘍,黑喽喽,,ARR,hei1~lou2~lou2,黑,喽,喽,,"515,4074","77,6494",,,103,1,TRUE,,ARR
hei1~lou2~lou2,黑婁婁,黑娄娄,,ARR,hei1~lou2~lou2,黑,娄,娄,,"515,4074","1,8519",,,103,2,,,ARR
hou1~lou2~lou2,齁嘍嘍,齁喽喽,,ARR,hou1~lou2~lou2,齁,喽,喽,,,"77,6494",,,,1,TRUE,,ARR
zheng1~zheng1,丁丁,丁丁,RED,BB,zheng1~zheng1,丁,丁,,,"65,2543","65,2543",,,34,34,,,BB
ye4~ye4,業業,业业,RED,BB,ye4~ye4,业,业,,,"474,0938","474,0938",,,148,148,,,BB
xi2~xi2,習習,习习,RED,BB,xi2~xi2,习,习,,,"288,8148","288,8148",,,42,42,,,BB
liao3~liao3,了了,了了,RED,BB,liao3~liao3,了,了,,,"18808,9136","18808,9136",,,34,34,,,BB
yi4~yi4,亦亦,亦亦,RED,BB,yi4~yi4,亦,亦,,,"38,5926","38,5926",,,5,5,,,BB
ting2~ting2,亭亭,亭亭,RED,BB,ting2~ting2,亭,亭,,,"8,5185","8,5185",,,5,5,,,BB
wei3~wei3,亹亹,亹亹,RED,BB,wei3~wei3,亹,亹,,,,,,,,,,,BB
jin3~jin3,僅僅,仅仅,RED,BB,jin3~jin3,仅,仅,,,"128,2963","128,2963",,,5,5,,,BB
yi4~yi4,仡仡,仡仡,RED,BB,yi4~yi4,仡,仡,,,,,,,,,,,BB
chang1~chang1,倀倀,伥伥,RED,BB,chang1~chang1,伥,伥,,,"0,0691","0,0691",,,1,1,,,BB
pi1~pi1,伾伾,伾伾,RED,BB,pi1~pi1,伾,伾,,,,,,,,,,,BB
bi4~bi4,佖佖,佖佖,RED,BB,bi4~bi4,佖,佖,,,,,,,,,,,BB
yang2~yang2,佯佯,佯佯,RED,BB,yang2~yang2,佯,佯,,,"0,8296","0,8296",,,3,3,,,BB
tiao1~tiao1,佻佻,佻佻,RED,BB,tiao1~tiao1,佻,佻,,,"0,3062","0,3062",,,1,1,,,BB
shen1~shen1,侁侁,侁侁,RED,BB,shen1~shen1,侁,侁,,,,,,,,,,,BB
kan3~kan3,侃侃,侃侃,RED,BB,kan3~kan3,侃,侃,,,"6,2568","6,2568",,,2,2,,,BB
yi1~yi1,依依,依依,RED,BB,yi1~yi1,依,依,,,"200,6617","200,6617",,,29,29,,,BB
pian2~pian2,便便,便便,RED,BB,pian2~pian2,便,便,,,"333,1753","333,1753",,,47,47,,,BB
qiu2~qiu2,俅俅,俅俅,RED,BB,qiu2~qiu2,俅,俅,,,,,,,,,,,BB
guang4~guang4,俇俇,俇俇,RED,BB,guang4~guang4,俇,俇,,,,,,,,,,,BB
yu2~yu2,俞俞,俞俞,RED,BB,yu2~yu2,俞,俞,,,"2,6667","2,6667",,,0,0,,,BB
suo1~suo1,傞傞,傞傞,RED,BB,suo1~suo1,傞,傞,,,,,,,,,,,BB
lei3~lei3,傫傫,傫傫,RED,BB,lei3~lei3,傫,傫,,,,,,,,,,,BB
pu2~pu2,僕僕,僕僕,RED,BB,pu2~pu2,僕,僕,,,,,,,,,,,BB
