traditional,simplified,pinyinnum,morph,morphnew,morphnewer,H1,H2,H3,H4,H1.freq,H2.freq,H3.freq,H4.freq,H1.comb.freq,H2.comb.freq,H3.comb.freq,H4.comb.freq
嬋媛,婵媛,chan2~yuan2,RR,RR,RR,婵,媛,,,,"5,3877",,,,1,,
㛹娟,㛹娟,pian2~juan1,RR,RR,RR,㛹,娟,,,,4884,,,,1,,
媻姍,媻姗,pan2~shan1,RR,RR,RR,媻,姗,,,,"2,3407",,,,1,,
媻珊,媻珊,pan2~shan1,RR,RR,RR,媻,珊,,,,"13,9654",,,,4,,
嫥捖,嫥捖,zhuan1~huan2,RR,RR,RR,嫥,捖,,,,,,,,,,
孅趨,孅趋,qian1~qu1,RR,RR,RR,孅,趋,,,,"15,7284",,,,9,,
孟浪,孟浪,meng4~lang2,RR,RR,RR,孟,浪,,,"9,9753","583,6741",,,2,31,,
密勿,密勿,mi4~wu4,RR,RR,RR,密,勿,,,"244,2469","31,7086",,,57,2,,
寥亮,寥亮,liao2~liang4,RR,RR,RR,寥,亮,,,3363,"441,8864",,,2,38,,
寥唳,寥唳,liao2~li4,RR,RR,RR,寥,唳,,,3363,"0,2123",,,2,1,,
寥廓,寥廓,liao2~kuo4,RR,RR,RR,寥,廓,,,3363,"3,5062",,,2,1,,
尨茸,尨茸,meng2~rong2,RR,RR,RR,尨,茸,,,,"3,4963",,,,3,,
屈強,屈强,jue2~qiang2,RR,RR,RR,屈,强,,,"45,9753","480,9877",,,20,85,,
屈橋,屈桥,jue2~qiao2,RR,RR,RR,屈,桥,,,"45,9753","62,0148",,,20,37,,
屏營,屏营,bing2~ying2,RR,RR,RR,屏,营,,,"154,9877","151,3877",,,17,59,,
屓奰,屓奰,xi4~bi4,RR,RR,RR,屓,奰,,,,,,,,,,
屭奰,屭奰,xi4~bi4,RR,RR,RR,屭,奰,,,,,,,,,,
屹崒,屹崒,yi4~zu2,RR,RR,RR,屹,崒,,,"1,4321",,,,1,,,
屹崪,屹崪,yi4~zu2,RR,RR,RR,屹,崪,,,"1,4321",,,,1,,,
岑崟,岑崟,cen2~yin2,RR,RR,RR,岑,崟,,,"0,8988",,,,0,,,
岝崿,岝崿,zuo2~e4,RR,RR,RR,岝,崿,,,,,,,,,,
岞崿,岞崿,zuo2~e4,RR,RR,RR,岞,崿,,,,,,,,,,
岪鬱,岪鬱,fu2~yu4,RR,RR,RR,岪,鬱,,,,,,,,,,
岺嶙,岺嶙,ling2~lin2,RR,RR,RR,岺,嶙,,,,"0,2716",,,,2,,
崒兀,崒兀,zu2~wu4,RR,RR,RR,崒,兀,,,,"1,1802",,,,3,,
崚嶒,崚嶒,ling2~ceng2,RR,RR,RR,崚,嶒,,,,,,,,,,
崩騰,崩腾,beng1~teng2,RR,RR,RR,崩,腾,,,"40,4444","120,0049",,,7,23,,
崩騰,崩腾,beng1~teng2,,,RR,崩,腾,,,"40,4444","120,0049",,,7,23,,
嶄巗,崭巗,chan2~yan2,RR,RR,RR,崭,巗,,,"7,8667",,,,2,,,
嶄巖,崭巖,chan2~yan2,RR,RR,RR,崭,巖,,,"7,8667",,,,2,,,
崴嵬,崴嵬,wei1~wei2,RR,RR,RR,崴,嵬,,,"1,4716",,,,0,,,
嵫釐,嵫釐,zi1~li2,RR,RR,RR,嵫,釐,,,,,,,,,,
嵽嵲,嵽嵲,die2~nie4,RR,RR,RR,嵽,嵲,,,,,,,,,,
嶙峋,嶙峋,lin2~xun2,RR,RR,RR,嶙,峋,,,"0,2716","0,2617",,,2,2,,
嶪峨,嶪峨,ye4~e2,RR,RR,RR,嶪,峨,,,,"2,5136",,,,2,,
嶪峩,嶪峩,ye4~e2,RR,RR,RR,嶪,峩,,,,,,,,,,
嶫峨,嶫峨,ye4~e2,RR,RR,RR,嶫,峨,,,,"2,5136",,,,2,,
嶱嵑,嶱嵑,ke3~ke3,RR,RR,RR,嶱,嵑,,,,,,,,,,
巑岏,巑岏,cuan2~wan2,RR,RR,RR,巑,岏,,,,,,,,,,
巧老,巧老,qiao3~lao3,RR,RR,RR,巧,老,,,107516,"1653,3827",,,39,207,,
差池,差池,ci1~chi2,RR,RR,RR,差,池,,,"273,0617","38,0889",,,53,24,,
差池,差池,cha4~chi2,,,RR,差,池,,,"273,0617","38,0889",,,53,24,,
幼妙,幼妙,yao4~miao4,RR,RR,RR,幼,妙,,,"51,0667","99,4272",,,26,29,,
幼眇,幼眇,yao4~miao4,RR,RR,RR,幼,眇,,,"51,0667",,,,26,,,
庨窌,庨窌,xiao2~liao2,RR,RR,RR,庨,窌,,,,,,,,,,
彌漫,弥漫,mi2~man4,RR,RR,RR,弥,漫,,,"30,5975","205,5358",,,13,20,,
彳亍,彳亍,chi4~chu4,RR,RR,RR,彳,亍,,,,,,,,,,
彷徉,彷徉,pang2~yang2,RR,RR,RR,彷,徉,,,4484,"0,9333",,,1,1,,
征營,征营,zheng1~ying2,RR,RR,RR,征,营,,,"62,6765","151,3877",,,32,59,,
徜徉,徜徉,chang2~yang2,RR,RR,RR,徜,徉,,,"0,9136","0,9333",,,1,1,,
忉怛,忉怛,dao1~da2,RR,RR,RR,忉,怛,,,,,,,,,,
忪懞,忪懞,zhong1~meng2,RR,RR,RR,忪,懞,,,"0,8099",,,,1,,,
悵望,怅望,chang4~wang4,RR,RR,RR,怅,望,,,"6,6272","901,2988",,,4,63,,
悵望,怅望,chang4~wang4,,,RR,怅,望,,,"6,6272","901,2988",,,4,63,,
怐愗,怐愗,kou4~mao4,RR,RR,RR,怐,愗,,,,,,,,,,
怫鬱,怫鬱,fu2~yu4,RR,RR,RR,怫,鬱,,,,,,,,,,
戀眷,恋眷,lian4~juan4,RR,RR,RR,恋,眷,,,"473,4074",10721,,,21,6,,
恍忽,恍忽,huang3~hu1,RR,RR,RR,恍,忽,,,"9,4272","77,0321",,,6,14,,
恍惚,恍惚,huang3~hu1,RR,RR,RR,恍,惚,,,"9,4272","4,3457",,,6,1,,
恓惶,恓惶,xi1~huang2,RR,RR,RR,恓,惶,,,,"4,0741",,,,6,,
恣睢,恣睢,zi4~sui1,RR,RR,RR,恣,睢,,,"0,8741",,,,1,,,
惻愴,恻怆,ce4~chuang4,RR,RR,RR,恻,怆,,,"0,9975","0,7951",,,1,1,,
悁急,悁急,juan4~ji2,RR,RR,RR,悁,急,,,,"137,8222",,,,62,,
悇憛,悇憛,tu2~tan2,RR,RR,RR,悇,憛,,,,,,,,,,
悾款,悾款,kong1~kuan3,RR,RR,RR,悾,款,,,,"217,1062",,,,54,,
惚恍,惚恍,hu1~huang3,RR,RR,RR,惚,恍,,,"4,3457","9,4272",,,1,6,,
惝怳,惝怳,chang3~huang3,RR,RR,RR,惝,怳,,,,,,,,,,
惴耎,惴耎,chuan3~ruan3,RR,RR,RR,惴,耎,,,"0,3802",,,,1,,,
愀愴,愀怆,qiao3~chuang4,RR,RR,RR,愀,怆,,,,"0,7951",,,,1,,
愁疾,愁疾,chou2~ji2,RR,RR,RR,愁,疾,,,"39,7432","26,7012",,,14,24,,
愔翳,愔翳,yin1~yi4,RR,RR,RR,愔,翳,,,,"0,1432",,,,1,,
慇勤,慇勤,yin1~qin2,RR,RR,RR,慇,勤,,,,"41,2543",,,,31,,
慇懃,慇懃,yin1~qin2,RR,RR,RR,慇,懃,,,,,,,,,,
慌惚,慌惚,huang3~hu1,RR,RR,RR,慌,惚,,,"37,9753","4,3457",,,12,1,,
慷慨,慷慨,kang1~kai3,RR,RR,RR,慷,慨,,,"5,9259","30,9827",,,4,9,,
憔悴,憔悴,qiao2~cui4,RR,RR,RR,憔,悴,,,"5,8222","5,8222",,,1,1,,
憔顇,憔顇,qiao2~cui4,RR,RR,RR,憔,顇,,,"5,8222",,,,1,,,
憛悇,憛悇,tan2~tu2,RR,RR,RR,憛,悇,,,,,,,,,,
憞溷,憞溷,dun1~hun2,RR,RR,RR,憞,溷,,,,,,,,,,
懊憦,懊憦,ao4~lao4,RR,RR,RR,懊,憦,,,"3,4321",,,,3,,,
懭悢,懭悢,kuang4~lang3,RR,RR,RR,懭,悢,,,,,,,,,,
戃慌,戃慌,tang3~huang1,RR,RR,RR,戃,慌,,,,"37,9753",,,,12,,
戌削,戌削,xu1~xue1,RR,RR,RR,戌,削,,,,"12,4099",,,,11,,
擾弱,扰弱,rao3~ru4,RR,RR,RR,扰,弱,,,"81,6642","108,2568",,,15,33,,
扶搖,扶摇,fu2~yao2,RR,RR,RR,扶,摇,,,"17,6247","68,9531",,,12,32,,
扶疏,扶疏,fu2~shu1,RR,RR,RR,扶,疏,,,"17,6247","16,8691",,,12,17,,
抑鬱,抑鬱,yi4~yu4,RR,RR,RR,抑,鬱,,,"33,1309",,,,8,,,
搶攘,抢攘,cheng2~rang3,RR,RR,RR,抢,攘,,,"241,4173","1,7531",,,29,2,,
招搖,招摇,zhao1~yao2,RR,RR,RR,招,摇,,,"127,6889","68,9531",,,51,32,,
招搖,招摇,shao2~yao2,RR,RR,RR,招,摇,,,"127,6889","68,9531",,,51,32,,
撥剌,拨剌,bo1~la4,RR,RR,RR,拨,剌,,,26158,"0,7062",,,19,0,,
握齱,握齱,wo4~chuo4,RR,RR,RR,握,齱,,,"67,9309",,,,13,,,
揶揄,揶揄,ye2~yu2,RR,RR,RR,揶,揄,,,"0,2123","0,2173",,,1,1,,
搜牢,搜牢,sou1~lao4,RR,RR,RR,搜,牢,,,69358,34558,,,8,19,,
摩何,摩何,mo2~he2,RR,RR,RR,摩,何,,,"168,5728","596,7111",,,18,45,,
放浪,放浪,fang4~lang4,RR,RR,RR,放,浪,,,"1139,7531","583,6741",,,109,31,,
敞怳,敞怳,chang3~huang3,RR,RR,RR,敞,怳,,,"9,1259",,,,3,,,
斒斕,斒斓,ban1~lan2,RR,RR,RR,斒,斓,,,,"1,7136",,,,3,,
斟酌,斟酌,zhen1~zhuo2,RR,RR,RR,斟,酌,,,"1,9852","2,7901",,,3,3,,
斯須,斯须,si1~xu1,RR,RR,RR,斯,须,,,"541,3728","225,6988",,,10,17,,
旁魄,旁魄,pang2~bo2,RR,RR,RR,旁,魄,,,"102,7852","9,8716",,,24,7,,
旖旎,旖旎,yi3~ni3,RR,RR,RR,旖,旎,,,"0,6222","0,6321",,,1,1,,
曠蕩,旷荡,kuang4~dang4,RR,RR,RR,旷,荡,,,"6,3704","44,4938",,,7,35,,
晃朗,晃朗,huang3~lang3,RR,RR,RR,晃,朗,,,"25,7827","59,2988",,,9,16,,
曼衍,曼衍,man4~yuan3,RR,RR,RR,曼,衍,,,"69,2296","6,5284",,,12,6,,
望洋,望洋,wang4~yang2,RR,RR,RR,望,洋,,,"901,2988","102,4642",,,63,52,,
雜襲,杂袭,za2~xi2,RR,RR,RR,杂,袭,,,"109,4173","55,7284",,,53,13,,
雜遝,杂遝,za2~ta4,RR,RR,RR,杂,遝,,,"109,4173",,,,53,,,
雜錯,杂错,za2~cuo4,RR,RR,RR,杂,错,,,"109,4173","798,3111",,,53,35,,
杈枒,杈枒,cha1~ya2,RR,RR,RR,杈,枒,,,"0,4494",,,,1,,,
杭壯,杭壮,hang2~zhuang1,RR,RR,RR,杭,壮,,,"31,5309","38,2173",,,2,36,,
枒杈,枒杈,ya1~cha1,RR,RR,RR,枒,杈,,,,"0,4494",,,,1,,
槍欀,枪欀,qiang1~xiang1,RR,RR,RR,枪,欀,,,"154,7062",,,,60,,,
查牙,查牙,cha2~ya2,RR,RR,RR,查,牙,,,"397,3531","140,8642",,,68,58,,
梁昌,梁昌,liang2~chang1,RR,RR,RR,梁,昌,,,"31,1111","25,9802",,,23,7,,
楞層,楞层,leng2~ceng2,RR,RR,RR,楞,层,,,"2,9728","86,7062",,,0,45,,
樘突,樘突,tang2~tu1,RR,RR,RR,樘,突,,,"0,0148","308,9185",,,0,24,,
模糊,模糊,mo2~hu2,RR,RR,RR,模,糊,,,"263,2691","66,1235",,,32,28,,
檟楚,檟楚,jia3~chu3,RR,RR,RR,檟,楚,,,,"115,9901",,,,13,,
欸乃,欸乃,ai3~nai3,RR,RR,RR,欸,乃,,,"1,5111","24,5235",,,0,4,,
欸乃,欸乃,ai3~nai3,,,RR,欸,乃,,,"1,5111","24,5235",,,0,4,,
正營,正营,zheng4~ying2,RR,RR,RR,正,营,,,"1244,7901","151,3877",,,141,59,,
殑㱥,殑㱥,qing2~ling2,RR,RR,RR,殑,㱥,,,,,,,,,,
㱥殑,㱥殑,ling2~qing2,RR,RR,RR,㱥,殑,,,,,,,,,,
殷勤,殷勤,yin1~qin2,RR,RR,RR,殷,勤,,,"4,4593","41,2543",,,5,31,,
毷氉,毷氉,mao4~sao4,RR,RR,RR,毷,氉,,,,,,,,,,
氃氋,氃氋,tong2~meng2,RR,RR,RR,氃,氋,,,,,,,,,,
氤氳,氤氲,yin1~yun1,RR,RR,RR,氤,氲,,,"0,6568","0,6568",,,1,1,,
氾瀾,氾澜,fan4~lan2,RR,RR,RR,氾,澜,,,,"7,7086",,,,6,,
汀濘,汀泞,ding4~ning2,RR,RR,RR,汀,泞,,,"7,2346","1,2494",,,0,1,,
汀濴,汀濴,ting4~ying4,RR,RR,RR,汀,濴,,,"7,2346",,,,0,,,
汋約,汋约,chuo4~yue1,RR,RR,RR,汋,约,,,,"266,6716",,,,56,,
沆漭,沆漭,hang4~mang3,RR,RR,RR,沆,漭,,,"0,2519",,,,1,,,
沕潏,沕潏,wu4~jue2,RR,RR,RR,沕,潏,,,,,,,,,,
滄浪,沧浪,cang1~lang2,RR,RR,RR,沧,浪,,,"19,9852","583,6741",,,3,31,,
沸濆,沸濆,fei1~pen1,RR,RR,RR,沸,濆,,,"17,6988",,,,6,,,
泓宏,泓宏,hong2~hong2,RR,RR,RR,泓,宏,,,"0,6173","31,8568",,,0,9,,
泓汯,泓汯,hong2~hong2,RR,RR,RR,泓,汯,,,"0,6173",,,,0,,,
泱漭,泱漭,yang3~mang3,RR,RR,RR,泱,漭,,,"0,5778",,,,0,,,
泱灢,泱灢,yang3~nang3,RR,RR,RR,泱,灢,,,"0,5778",,,,0,,,
澩灂,泶灂,xiao4~zhuo2,RR,RR,RR,泶,灂,,,,,,,,,,
澩㺒,泶㺒,xiao1~qiao1,RR,RR,RR,泶,㺒,,,,,,,,,,
流連,流连,liu2~lian2,RR,RR,RR,流,连,,,"454,5778",472637,,,171,81,,
瀏亮,浏亮,liu2~liang4,RR,RR,RR,浏,亮,,,"9,0914","441,8864",,,2,38,,
渾沌,浑沌,hun4~dun4,RR,RR,RR,浑,沌,,,"22,5778","2,7556",,,9,1,,
浸潯,浸浔,qin1~yin2,RR,RR,RR,浸,浔,,,"19,9407",,,,11,,,
消息,消息,xiao1~xi1,RR,RR,RR,消,息,,,"373,8469","446,6963",,,64,64,,
漣洏,涟洏,lian2~er2,RR,RR,RR,涟,洏,,,"6,4198",,,,1,,,
漣漪,涟漪,lian2~yi1,RR,RR,RR,涟,漪,,,"6,4198","5,9753",,,1,1,,
涬溟,涬溟,xing4~ming2,RR,RR,RR,涬,溟,,,,,,,,,,
淜滂,淜滂,ping2~pang1,RR,RR,RR,淜,滂,,,,"0,4",,,,1,,
淴泱,淴泱,hu1~yang3,RR,RR,RR,淴,泱,,,,"0,5778",,,,0,,
港洞,港洞,hong4~dong4,RR,RR,RR,港,洞,,,101363,"52,9284",,,18,34,,
渺漫,渺漫,miao3~man4,RR,RR,RR,渺,漫,,,10,"205,5358",,,6,20,,
渺瀰,渺瀰,miao3~mi2,RR,RR,RR,渺,瀰,,,10,,,,6,,,
渺茫,渺茫,miao3~mang2,RR,RR,RR,渺,茫,,,10,"41,7531",,,6,7,,
溟沐,溟沐,ming2~mu4,RR,RR,RR,溟,沐,,,,"10,1926",,,,1,,
溟涬,溟涬,ming3~xing4,RR,RR,RR,溟,涬,,,,,,,,,,
溟漭,溟漭,ming2~mang3,RR,RR,RR,溟,漭,,,,,,,,,,
溪刻,溪刻,xi1~ke4,RR,RR,RR,溪,刻,,,"16,0346",308716,,,9,34,,
滉漾,滉漾,huang4~yang4,RR,RR,RR,滉,漾,,,,"5,1852",,,,2,,
漭漾,漭漾,mang3~yang4,RR,RR,RR,漭,漾,,,,"5,1852",,,,2,,
漻浰,漻浰,liao2~li4,RR,RR,RR,漻,浰,,,,,,,,,,
瀲灧,潋灧,lian4~yan4,RR,RR,RR,潋,灧,,,,,,,,,,
澒濛,澒濛,hong4~meng2,RR,RR,RR,澒,濛,,,,,,,,,,
澶湉,澶湉,chan2~tian2,RR,RR,RR,澶,湉,,,,,,,,,,
澹泊,澹泊,dan4~bo2,RR,RR,RR,澹,泊,,,,"14,0691",,,,7,,
瀰漫,瀰漫,mi2~man4,RR,RR,RR,瀰,漫,,,,"205,5358",,,,20,,
炊累,炊累,chui4~lei4,RR,RR,RR,炊,累,,,"1,7432","313,4765",,,6,21,,
爛漫,烂漫,lan4~man4,RR,RR,RR,烂,漫,,,"111,6741","205,5358",,,19,20,,
烟熅,烟熅,yin1~yun1,RR,RR,RR,烟,熅,,,"216,8938",,,,75,,,
燾奡,焘奡,dao4~ao4,RR,RR,RR,焘,奡,,,,,,,,,,
熀爛,熀烂,huang3~lan4,RR,RR,RR,熀,烂,,,,"111,6741",,,,19,,
熠燿,熠燿,yi4~yao4,RR,RR,RR,熠,燿,,,"1,2691",,,,1,,,
熠燿,熠耀,yi4~yao4,,,RR,熠,耀,,,"1,2691","60,3753",,,1,13,,
燠煜,燠煜,yu4~yu4,RR,RR,RR,燠,煜,,,,,,,,,,
爌熀,爌熀,kuang4~huang3,RR,RR,RR,爌,熀,,,,,,,,,,
牢落,牢落,lao2~luo4,RR,RR,RR,牢,落,,,34558,"304,3951",,,19,111,,
猶豫,犹豫,you2~yu4,RR,RR,RR,犹,豫,,,"47,9951","21,4963",,,12,3,,
猖狂,猖狂,chang1~kuang2,RR,RR,RR,猖,狂,,,"1,9654","208,0049",,,2,46,,
猖獗,猖獗,chang1~jue2,RR,RR,RR,猖,獗,,,"1,9654","0,6864",,,2,1,,
猗儺,猗傩,e3~nuo2,RR,RR,RR,猗,傩,,,,,,,,,,
猗儺,猗傩,e1~nuo2,,,RR,猗,傩,,,,,,,,,,
猗歟,猗欤,yi1~yu3,RR,RR,RR,猗,欤,,,,,,,,,,
猗歟,猗欤,yi1~yu3,,,RR,猗,欤,,,,,,,,,,
猗狔,猗狔,yi3~ni3,RR,RR,RR,猗,狔,,,,,,,,,,
率爾,率尔,shuai4~er3,RR,RR,RR,率,尔,,,"90,0988","398,1877",,,69,18,,
玓瓑,玓瓑,di4~li4,RR,RR,RR,玓,瓑,,,,,,,,,,
玢豳,玢豳,bin1~bin1,RR,RR,RR,玢,豳,,,,,,,,,,
玲瓏,玲珑,ling2~long2,RR,RR,RR,玲,珑,,,"21,1605","3,2988",,,3,3,,
玲瓏,玲珑,ling2~long2,,,RR,玲,珑,,,"21,1605","3,2988",,,3,3,,
瓏璁,珑璁,long2~cong1,RR,RR,RR,珑,璁,,,"3,2988",,,,3,,,
琅當,琅当,lang2~dang1,RR,RR,RR,琅,当,,,"4,4099","1142,9679",,,3,108,,
琬琰,琬琰,wan3~yan3,RR,RR,RR,琬,琰,,,,,,,,,,
琳瑯,琳瑯,lin2~lang2,RR,RR,RR,琳,瑯,,,"29,0074",,,,1,,,
瑲玲,瑲玲,qiang1~ling2,RR,RR,RR,瑲,玲,,,,"21,1605",,,,3,,
璀璨,璀璨,cui3~can4,RR,RR,RR,璀,璨,,,"25,3679","25,4667",,,1,1,,
的皪,的皪,di4~li4,RR,RR,RR,的,皪,,,32392158,,,,30,,,
睥睨,睥睨,pi4~ni4,RR,RR,RR,睥,睨,,,,,,,,,,
睽睢,睽睢,kui2~hui1,RR,RR,RR,睽,睢,,,"0,5877",,,,1,,,
瞑眩,瞑眩,mian4~xian4,RR,RR,RR,瞑,眩,,,"4,9531","4,2914",,,1,3,,
瞢騰,瞢腾,meng2~teng2,RR,RR,RR,瞢,腾,,,,"120,0049",,,,23,,
砟硌,砟硌,zha4~luo4,RR,RR,RR,砟,硌,,,,"0,2469",,,,0,,
硡隱,硡隐,hong1~yin3,RR,RR,RR,硡,隐,,,,"79,5358",,,,39,,
碌硞,碌硞,lu4~que4,RR,RR,RR,碌,硞,,,43837,,,,7,,,
碐磳,碐磳,ling2~zeng1,RR,RR,RR,碐,磳,,,,,,,,,,
碣磍,碣磍,jie2~jia2,RR,RR,RR,碣,磍,,,,,,,,,,
礐硞,礐硞,que4~ke4,RR,RR,RR,礐,硞,,,,,,,,,,
票姚,票姚,piao4~yao2,RR,RR,RR,票,姚,,,"811,5753","13,0963",,,73,0,,
離靡,离靡,li2~mi3,RR,RR,RR,离,靡,,,"498,3852","6,6123",,,73,6,,
稠嶅,稠嶅,diao4~ao2,RR,RR,RR,稠,嶅,,,"4,0099",,,,2,,,
窈窕,窈窕,yao3~tiao3,RR,RR,RR,窈,窕,,,"6,1827","1,7728",,,1,1,,
窈窕,窈窕,yao3~tiao3,,,RR,窈,窕,,,"6,1827","1,7728",,,1,1,,
䆗窱,䆗窱,yao3~tiao3,RR,RR,RR,䆗,窱,,,,,,,,,,
窐寥,窐寥,yao1~liao2,RR,RR,RR,窐,寥,,,,3363,,,,2,,
篳篥,筚篥,bi4~li4,RR,RR,RR,筚,篥,,,,,,,,,,
絪縕,絪縕,yin1~yun1,RR,RR,RR,絪,縕,,,,,,,,,,
綝纚,綝纚,lin2~li2,RR,RR,RR,綝,纚,,,,,,,,,,
綝纚,綝纚,shen1~xi3,RR,RR,RR,綝,纚,,,,,,,,,,
綷粲,綷粲,cui4~can4,RR,RR,RR,綷,粲,,,,,,,,,,
綷粲,綷粲,cui4~cai4,,,RR,綷,粲,,,,,,,,,,
綷縩,綷縩,cui4~cai4,RR,RR,RR,綷,縩,,,,,,,,,,
紆餘,纡馀,yu1~yu2,RR,RR,RR,纡,馀,,,,,,,,,,
紛綸,纷纶,fen1~lun2,RR,RR,RR,纷,纶,,,"51,4963","5,9259",,,17,1,,
紛綸,纷纶,fen1~lun2,,,RR,纷,纶,,,"51,4963","5,9259",,,17,1,,
紛葩,纷葩,fen1~pa1,RR,RR,RR,纷,葩,,,"51,4963","5,9457",,,17,1,,
絡繹,络绎,luo4~yi4,RR,RR,RR,络,绎,,,"70,0049","10,3556",,,15,2,,
綽約,绰约,chuo4~yue1,RR,RR,RR,绰,约,,,"2,8346","266,6716",,,6,56,,
綢繆,绸缪,chou2~mou2,RR,RR,RR,绸,缪,,,"3,1605","2,5235",,,9,2,,
綢繆,绸缪,chou2~mou2,,,RR,绸,缪,,,"3,1605","2,5235",,,9,2,,
繽紛,缤纷,bin1~fen1,RR,RR,RR,缤,纷,,,"29,7481","51,4963",,,2,17,,
繚繞,缭绕,liao2~rao4,RR,RR,RR,缭,绕,,,"3,7827","38,2815",,,2,15,,
繾綣,缱绻,qian3~quan3,RR,RR,RR,缱,绻,,,"0,8395","0,7556",,,1,1,,
繾綣,缱绻,qian3~quan3,,,RR,缱,绻,,,"0,8395","0,7556",,,1,1,,
翕赫,翕赫,xi4~he4,RR,RR,RR,翕,赫,,,,"21,5457",,,,8,,
翩飄,翩飘,pian1~piao1,RR,RR,RR,翩,飘,,,"3,4765","63,8173",,,3,26,,
聯卷,联卷,lian2~quan2,RR,RR,RR,联,卷,,,"293,8765","83,8173",,,64,37,,
聯娟,联娟,lian2~juan1,RR,RR,RR,联,娟,,,"293,8765",4884,,,64,1,,
骯髒,肮髒,kang3~zang3,RR,RR,RR,肮,髒,,,"6,3012",,,,1,,,
芳菲,芳菲,fang1~fei1,RR,RR,RR,芳,菲,,,"36,5037","73,4321",,,14,2,,
蒼莽,苍莽,cang1~mang3,RR,RR,RR,苍,莽,,,"37,4519",3916,,,13,4,,
蒼黃,苍黄,cang1~huang2,RR,RR,RR,苍,黄,,,"37,4519","244,7062",,,13,81,,
苒弱,苒弱,ran3~ruo4,RR,RR,RR,苒,弱,,,,"108,2568",,,,33,,
苒荏,苒荏,ran3~ren3,RR,RR,RR,苒,荏,,,,,,,,,,
苯䔿,苯䔿,ben3~zun3,RR,RR,RR,苯,䔿,,,"1,7975",,,,7,,,
苹縈,苹萦,ping2~ying2,RR,RR,RR,苹,萦,,,"75,6444","2,6074",,,4,2,,
茈虒,茈虒,ci3~zhi4,RR,RR,RR,茈,虒,,,,,,,,,,
蘢茸,茏茸,long3~rong2,RR,RR,RR,茏,茸,,,"0,2173","3,4963",,,1,3,,
蘢蔥,茏葱,long3~cong1,RR,RR,RR,茏,葱,,,"0,2173","40,7309",,,1,8,,
茫昧,茫昧,mang2~mei4,RR,RR,RR,茫,昧,,,"41,7531",19042,,,7,10,,
茫洋,茫洋,mang2~yang2,RR,RR,RR,茫,洋,,,"41,7531","102,4642",,,7,52,,
茵蒀,茵蒀,yin1~yun1,RR,RR,RR,茵,蒀,,,"3,1457",,,,3,,,
荏苒,荏苒,ren3~ran3,RR,RR,RR,荏,苒,,,,,,,,,,
薈蔚,荟蔚,hui4~wei4,RR,RR,RR,荟,蔚,,,3437,"4,1679",,,1,3,,
莽蒼,莽苍,mang3~cang3,RR,RR,RR,莽,苍,,,3916,"37,4519",,,4,13,,
菈擸,菈擸,la1~la4,RR,RR,RR,菈,擸,,,,,,,,,,
萋斐,萋斐,qi1~fei3,RR,RR,RR,萋,斐,,,,2884,,,,2,,
萎蕤,萎蕤,wei3~rui2,RR,RR,RR,萎,蕤,,,"5,7185",,,,4,,,
蕭肅,萧肃,xiao1~su4,RR,RR,RR,萧,肃,,,"14,1877","15,0173",,,3,8,,
蕭蔘,萧蔘,xiao1~shen1,RR,RR,RR,萧,蔘,,,"14,1877",,,,3,,,
蕭閒,萧閒,xiao1~xian2,RR,RR,RR,萧,閒,,,"14,1877",,,,3,,,
葡伏,葡伏,pu2~fu2,RR,RR,RR,葡,伏,,,"30,8741","49,6296",,,8,22,,
葡服,葡服,pu2~fu2,RR,RR,RR,葡,服,,,"30,8741","546,3556",,,8,87,,
葩華,葩华,pa1~hua2,RR,RR,RR,葩,华,,,"5,9457","262,1531",,,1,54,,
葳蕤,葳蕤,wei1~rui2,RR,RR,RR,葳,蕤,,,,,,,,,,
蔑蒙,蔑蒙,mie4~meng2,RR,RR,RR,蔑,蒙,,,"4,5679","65,7185",,,5,25,,
蔽芾,蔽芾,bi4~fei4,RR,RR,RR,蔽,芾,,,8484,,,,8,,,
蕞爾,蕞尔,zui4~er3,RR,RR,RR,蕞,尔,,,,"398,1877",,,,18,,
薆薱,薆薱,ai4~dui4,RR,RR,RR,薆,薱,,,,,,,,,,
藏催,藏催,cang2~cui1,RR,RR,RR,藏,催,,,"162,1531","63,6988",,,53,19,,
蚴虯,蚴虬,you3~qiu2,RR,RR,RR,蚴,虬,,,,,,,,,,
蟾蜍,蟾蜍,chan2~chu2,RR,RR,RR,蟾,蜍,,,"0,9926","0,4691",,,1,1,,
裊娜,袅娜,niao3~nuo2,RR,RR,RR,袅,娜,,,"2,2123","114,0642",,,0,3,,
褵褷,褵褷,li2~shi1,RR,RR,RR,褵,褷,,,,,,,,,,
褷褵,褷褵,shi1~li2,RR,RR,RR,褷,褵,,,,,,,,,,
襞襀,襞襀,bi4~ji1,RR,RR,RR,襞,襀,,,,,,,,,,
觱發,觱发,bi4~bo1,RR,RR,RR,觱,发,,,,"2698,6321",,,,309,,
觱發,觱发,bi4~fa1,,,RR,觱,发,,,,"2698,6321",,,,309,,
䚧觩,䚧觩,liu2~qiu2,RR,RR,RR,䚧,觩,,,,,,,,,,
謰謱,謰謱,lian2~lou2,RR,RR,RR,謰,謱,,,,,,,,,,
譸張,譸张,zhou1~zhang1,RR,RR,RR,譸,张,,,,"605,4963",,,,38,,
詭譎,诡谲,gui3~jue2,RR,RR,RR,诡,谲,,,12563,,,,6,,,
