traditional,simplified,pinyinnum,morph,morphnew,morphnewer,H1,H2,H3,H4,H1.freq,H2.freq,H3.freq,H4.freq,H1.comb.freq,H2.comb.freq,H3.comb.freq,H4.comb.freq
嗑然,嗑然,xia1~ran2,RAN,RAN,RAN,嗑,然,,,"5,8173","1939,9062",,,0,139,,
嗒然,嗒然,ta4~ran2,RAN,RAN,RAN,嗒,然,,,10079,"1939,9062",,,3,139,,
塊然,块然,kuai4~ran2,RAN,RAN,RAN,块,然,,,"188,5926","1939,9062",,,33,139,,
奭然,奭然,shi4~ran2,RAN,RAN,RAN,奭,然,,,,"1939,9062",,,,139,,
嬪然,嫔然,pin2~ran2,RAN,RAN,RAN,嫔,然,,,"0,9926","1939,9062",,,1,139,,
嫣然,嫣然,yan1~ran2,RAN,RAN,RAN,嫣,然,,,,"1939,9062",,,,139,,
峨然,峨然,e2~ran2,RAN,RAN,RAN,峨,然,,,"2,5136","1939,9062",,,2,139,,
嶄然,崭然,zhan3~ran2,RAN,RAN,RAN,崭,然,,,"7,8667","1939,9062",,,2,139,,
幡然,幡然,fan1~ran2,RAN,RAN,RAN,幡,然,,,"0,6123","1939,9062",,,1,139,,
怫然,怫然,fu2~ran2,RAN,RAN,RAN,怫,然,,,,"1939,9062",,,,139,,
戄然,戄然,jue2~ran2,RAN,RAN,RAN,戄,然,,,,"1939,9062",,,,139,,
柔然,柔然,rou2~ran2,RAN,RAN,RAN,柔,然,,,"77,9358","1939,9062",,,20,139,,
油然,油然,you2~ran2,RAN,RAN,RAN,油,然,,,"393,3531","1939,9062",,,153,139,,
洗然,洗然,xian3~ran2,RAN,RAN,RAN,洗,然,,,"292,9926","1939,9062",,,49,139,,
涓然,涓然,xuan2~ran2,RAN,RAN,RAN,涓,然,,,"0,9086","1939,9062",,,0,139,,
漂然,漂然,piao1~ran2,RAN,RAN,RAN,漂,然,,,"218,0741","1939,9062",,,15,139,,
潢然,潢然,huang4~ran2,RAN,RAN,RAN,潢,然,,,"1,3284","1939,9062",,,1,139,,
灼然,灼然,zhuo2~ran2,RAN,RAN,RAN,灼,然,,,"10,7457","1939,9062",,,5,139,,
率然,率然,shuai4~ran2,RAN,RAN,RAN,率,然,,,"90,0988","1939,9062",,,69,139,,
祺然,祺然,qi2~ran2,RAN,RAN,RAN,祺,然,,,"1,5753","1939,9062",,,0,139,,
窅然,窅然,yao3~ran2,RAN,RAN,RAN,窅,然,,,,"1939,9062",,,,139,,
索然,索然,suo3~ran2,RAN,RAN,RAN,索,然,,,"114,5333","1939,9062",,,34,139,,
翕然,翕然,xi1~ran2,RAN,RAN,RAN,翕,然,,,,"1939,9062",,,,139,,
翛然,翛然,xiao1~ran2,RAN,RAN,RAN,翛,然,,,,"1939,9062",,,,139,,
脫然,脱然,tuo1~ran2,RAN,RAN,RAN,脱,然,,,"121,9062","1939,9062",,,47,139,,
茫然,茫然,mang2~ran2,RAN,RAN,RAN,茫,然,,,"41,7531","1939,9062",,,7,139,,
荅然,荅然,ta1~ran2,RAN,RAN,RAN,荅,然,,,,"1939,9062",,,,139,,
蘧然,蘧然,qu2~ran2,RAN,RAN,RAN,蘧,然,,,,"1939,9062",,,,139,,
褏然,褏然,you4~ran2,RAN,RAN,RAN,褏,然,,,,"1939,9062",,,,139,,
贄然,贽然,zhi4~ran2,RAN,RAN,RAN,贽,然,,,,"1939,9062",,,,139,,
蹍然,蹍然,zhan3~ran2,RAN,RAN,RAN,蹍,然,,,,"1939,9062",,,,139,,
蹙然,蹙然,cu4~ran2,RAN,RAN,RAN,蹙,然,,,"0,2667","1939,9062",,,1,139,,
蹴然,蹴然,cu4~ran2,RAN,RAN,RAN,蹴,然,,,237,"1939,9062",,,1,139,,
酌然,酌然,zhuo2~ran2,RAN,RAN,RAN,酌,然,,,"2,7901","1939,9062",,,3,139,,
閹然,阉然,yan1~ran2,RAN,RAN,RAN,阉,然,,,"1,6691","1939,9062",,,2,139,,
闞然,阚然,han3~ran2,RAN,RAN,RAN,阚,然,,,,"1939,9062",,,,139,,
顒然,顒然,yong2~ran2,RAN,RAN,RAN,顒,然,,,,"1939,9062",,,,139,,
伊鬱,伊鬱,yi1~yu4,RB,RB,RB,伊,鬱,,,"101,7926",,,,6,,,
佶屈,佶屈,ji2~qu1,RB,RB,RB,佶,屈,,,,"45,9753",,,,20,,
依稀,依稀,yi1~xi1,RB,RB,RB,依,稀,,,"200,6617","39,1309",,,29,24,,
倥侗,倥侗,kong1~tong2,RB,RB,RB,倥,侗,,,,,,,,,,
倭遲,倭迟,wei1~chi2,RB,RB,RB,倭,迟,,,"0,3753",87442,,,1,11,,
傍偟,傍偟,pang2~huang2,RB,RB,RB,傍,偟,,,"7,0519",,,,3,,,
蘭單,兰单,lan2~dan1,RB,RB,RB,兰,单,,,"153,0963","559,6691",,,23,117,,
區霿,区霿,kou4~mao4,RB,RB,RB,区,霿,,,"319,8667",,,,110,,,
㕉匝,㕉匝,ke1~za1,RB,RB,RB,㕉,匝,,,,"0,5383",,,,0,,
叫條,叫条,jiao4~tiao2,RB,RB,RB,叫,条,,,"610,9037","359,4123",,,45,72,,
嘹亮,嘹亮,liao2~liang4,RB,RB,RB,嘹,亮,,,"0,5827","441,8864",,,1,38,,
嘹唳,嘹唳,liao2~li4,RB,RB,RB,嘹,唳,,,"0,5827","0,2123",,,1,1,,
嚬呻,嚬呻,pin2~shen1,RB,RB,RB,嚬,呻,,,,"2,5432",,,,1,,
壘塊,垒块,lei3~kuai4,RB,RB,RB,垒,块,,,"7,3827","188,5926",,,6,33,,
姽嫿,姽嫿,gui3~hua4,RB,RB,RB,姽,嫿,,,,,,,,,,
娉婷,娉婷,ping1~ting2,RB,RB,RB,娉,婷,,,,,,,,,,
婀娜,婀娜,e1~nuo3,RB,RB,RB,婀,娜,,,"0,4346","114,0642",,,2,3,,
婉轉,婉转,wan3~zhuan3,RB,RB,RB,婉,转,,,"8,3556","591,0963",,,5,116,,
孊密,孊密,mi3~mi4,RB,RB,RB,孊,密,,,,"244,2469",,,,57,,
宕冥,宕冥,dang4~ming2,RB,RB,RB,宕,冥,,,"1,6889","9,6346",,,0,5,,
展轉,展转,zhan3~zhuan3,RB,RB,RB,展,转,,,"184,6815","591,0963",,,64,116,,
嵁巖,嵁巖,kan1~yan2,RB,RB,RB,嵁,巖,,,,,,,,,,
嵯峨,嵯峨,cuo2~e2,RB,RB,RB,嵯,峨,,,,"2,5136",,,,2,,
嶕嶢,嶕嶢,jiao1~yao2,RB,RB,RB,嶕,嶢,,,,,,,,,,
巉巖,巉巖,chan2~yan2,RB,RB,RB,巉,巖,,,,,,,,,,
巊冥,巊冥,ying3~ming2,RB,RB,RB,巊,冥,,,,"9,6346",,,,5,,
徘徊,徘徊,pai2~huai2,RB,RB,RB,徘,徊,,,"7,8272",7916,,,1,1,,
徬徨,徬徨,pang2~huang2,RB,RB,RB,徬,徨,,,,"3,7728",,,,1,,
忸怩,忸怩,niu3~ni2,RB,RB,RB,忸,怩,,,"0,0889","0,0988",,,1,1,,
怊悵,怊怅,chao1~chang4,RB,RB,RB,怊,怅,,,,"6,6272",,,,4,,
悃款,悃款,kun3~kuan3,RB,RB,RB,悃,款,,,"0,1333","217,1062",,,0,54,,
悠揚,悠扬,you1~yang2,RB,RB,RB,悠,扬,,,"37,1556","50,8444",,,13,40,,
惆悵,惆怅,chou2~chang4,RB,RB,RB,惆,怅,,,"5,8272","6,6272",,,1,4,,
憧憬,憧憬,chong1~jing3,RB,RB,RB,憧,憬,,,"5,1062","5,0815",,,1,1,,
憭慄,憭慄,liao3~li4,RB,RB,RB,憭,慄,,,,,,,,,,
懰慄,懰慄,liu2~li4,RB,RB,RB,懰,慄,,,,,,,,,,
挑達,挑达,tao1~da2,RB,RB,RB,挑,达,,,"268,5531","526,2173",,,27,47,,
揮霍,挥霍,hui1~huo4,RB,RB,RB,挥,霍,,,"63,4025","39,7333",,,29,3,,
掠削,掠削,lüe4~xue1,RB,RB,RB,掠,削,,,"6,2469","12,4099",,,6,11,,
斑剝,斑剥,ban1~bo1,RB,RB,RB,斑,剥,,,"26,3753","15,5111",,,34,7,,
梗概,梗概,geng3~gai4,RB,RB,RB,梗,概,,,5679,"74,9827",,,7,18,,
汗漫,汗漫,han4~man4,RB,RB,RB,汗,漫,,,"54,6321","205,5358",,,27,20,,
溝瞀,沟瞀,kou4~mao4,RB,RB,RB,沟,瞀,,,"39,9753",,,,18,,,
洸洋,洸洋,huang4~yang2,RB,RB,RB,洸,洋,,,,"102,4642",,,,52,,
浹渫,浃渫,xia2~die2,RB,RB,RB,浃,渫,,,"0,3951",,,,1,,,
浶浪,浶浪,lao2~lang4,RB,RB,RB,浶,浪,,,,"583,6741",,,,31,,
渟瀯,渟瀯,ting2~ying2,RB,RB,RB,渟,瀯,,,,,,,,,,
漫漶,漫漶,man4~huan4,RB,RB,RB,漫,漶,,,"205,5358",,,,20,,,
潦倒,潦倒,liao3~dao3,RB,RB,RB,潦,倒,,,"1,5111","328,1827",,,2,77,,
澶漫,澶漫,dan2~man4,RB,RB,RB,澶,漫,,,,"205,5358",,,,20,,
爁焱,爁焱,lan4~yan4,RB,RB,RB,爁,焱,,,,,,,,,,
瑟索,瑟索,se4~suo3,RB,RB,RB,瑟,索,,,"39,8025","114,5333",,,2,34,,
瑟縮,瑟缩,se4~suo1,RB,RB,RB,瑟,缩,,,"39,8025","35,7383",,,2,29,,
痀僂,痀偻,ju3~lü3,RB,RB,RB,痀,偻,,,,"0,5235",,,,2,,
眴煥,眴焕,xuan4~huan4,RB,RB,RB,眴,焕,,,,"5,7877",,,,5,,
瞟眇,瞟眇,piao3~miao3,RB,RB,RB,瞟,眇,,,721,,,,0,,,
矊眇,矊眇,mian2~miao3,RB,RB,RB,矊,眇,,,,,,,,,,
矍鑠,矍铄,jue2~shuo4,RB,RB,RB,矍,铄,,,"0,1235","0,1926",,,1,1,,
碭突,砀突,dang4~tu2,RB,RB,RB,砀,突,,,,"308,9185",,,,24,,
硼磕,硼磕,peng1~ke1,RB,RB,RB,硼,磕,,,"0,3309","8,0741",,,2,4,,
硼隱,硼隐,peng1~yin3,RB,RB,RB,硼,隐,,,"0,3309","79,5358",,,2,39,,
磅唐,磅唐,pang2~tang2,RB,RB,RB,磅,唐,,,"11,7778","65,1506",,,3,5,,
磅礴,磅礴,pang2~bo2,RB,RB,RB,磅,礴,,,"11,7778","1,4272",,,3,1,,
磈硊,磈硊,wei3~wei3,RB,RB,RB,磈,硊,,,,,,,,,,
磈磊,磈磊,kui3~lei3,RB,RB,RB,磈,磊,,,,"8,4049",,,,1,,
綝縿,綝縿,shen1~shan1,RB,RB,RB,綝,縿,,,,,,,,,,
縹緲,缥缈,piao3~miao3,RB,RB,RB,缥,缈,,,"0,9778",1037,,,1,1,,
翡翠,翡翠,fei3~cui4,RB,RB,RB,翡,翠,,,"7,5654","17,0667",,,1,10,,
聊浪,聊浪,liao2~lang2,RB,RB,RB,聊,浪,,,"398,1827","583,6741",,,7,31,,
茗邈,茗邈,ming2~miao3,RB,RB,RB,茗,邈,,,"1,9901",,,,1,,,
菴藹,菴蔼,yan3~ai3,RB,RB,RB,菴,蔼,,,,"2,1383",,,,2,,
菶茸,菶茸,beng3~rong2,RB,RB,RB,菶,茸,,,,"3,4963",,,,3,,
蓄縮,蓄缩,xu4~suo1,RB,RB,RB,蓄,缩,,,"12,5086","35,7383",,,15,29,,
蘖卼,蘖卼,nie4~wu4,RB,RB,RB,蘖,卼,,,,,,,,,,
虺隤,虺隤,hui1~tui2,RB,RB,RB,虺,隤,,,,,,,,,,
蚡緼,蚡緼,fen2~yun1,RB,RB,RB,蚡,緼,,,,,,,,,,
蟬聯,蝉联,chan2~lian2,RB,RB,RB,蝉,联,,,"55,6691","293,8765",,,5,64,,
螮蝀,螮蝀,di4~dong1,RB,RB,RB,螮,蝀,,,,,,,,,,
裴徊,裴徊,pei2~huai2,RB,RB,RB,裴,徊,,,"1,4519",7916,,,0,1,,
襤褸,褴褛,lan2~lü3,RB,RB,RB,褴,褛,,,"0,1926","0,2272",,,1,1,,
覶縷,覶缕,luo2~lü2,RB,RB,RB,覶,缕,,,,"6,7012",,,,2,,
觱沸,觱沸,bi4~fei4,RB,RB,RB,觱,沸,,,,"17,6988",,,,6,,
誂越,誂越,tiao3~yue4,RB,RB,RB,誂,越,,,,"533,1753",,,,40,,
詰誳,诘誳,jie2~qu1,RB,RB,RB,诘,誳,,,"0,2321",,,,2,,,
跌宕,跌宕,die1~dang4,RB,RB,RB,跌,宕,,,"40,3951","1,6889",,,15,0,,
跼躅,跼躅,ju2~zhu2,RB,RB,RB,跼,躅,,,,"0,1136",,,,1,,
踽僂,踽偻,ju3~lü3,RB,RB,RB,踽,偻,,,,"0,5235",,,,2,,
蹣跚,蹒跚,pan2~shan1,RB,RB,RB,蹒,跚,,,"1,1506","1,2444",,,1,1,,
輣闐,輣阗,pian2~tian2,RB,RB,RB,輣,阗,,,,,,,,,,
輾轉,辗转,zhan3~zhuan3,RB,RB,RB,辗,转,,,"6,9383","591,0963",,,1,116,,
邐迤,逦迤,li3~yi3,RB,RB,RB,逦,迤,,,,,,,,,,
逼迸,逼迸,bi1~beng4,RB,RB,RB,逼,迸,,,"164,1333","1,1457",,,14,2,,
酕醄,酕醄,mao2~tao2,RB,RB,RB,酕,醄,,,,,,,,,,
險巇,险巇,xian3~xi1,RB,RB,RB,险,巇,,,"138,8691",,,,55,,,
顄淡,顄淡,han4~dan4,RB,RB,RB,顄,淡,,,,"160,9926",,,,31,,
顑頷,顑颔,kan3~han4,RB,RB,RB,顑,颔,,,,,,,,,,
驞駍,驞駍,bin1~peng1,RB,RB,RB,驞,駍,,,,,,,,,,
髑髏,髑髅,du2~lou2,RB,RB,RB,髑,髅,,,"0,1284","3,0519",,,1,2,,
黯黮,黯黮,an4~tan3,RB,RB,RB,黯,黮,,,"4,0346",,,,3,,,
巍峨,巍峨,wei2~e2,RED,RED,RED,巍,峨,,,"1,9802","2,5136",,,3,2,,
巍峩,巍峩,wei2~e2,RED,RED,RED,巍,峩,,,"1,9802",,,,3,,,
曵曳,曵曳,ye4~ye4,RED,RED,RED,曵,曳,,,,"4,4691",,,,2,,
青熒,青荧,qing1~ying2,RED,RED,RED,青,荧,,,297684,"5,3926",,,74,6,,
颻颺,颻颺,yao2~yang2,RED,RED,RED,颻,颺,,,,,,,,,,
騷搔,骚搔,sao1~sao1,RED,RED,RED,骚,搔,,,39442,"0,9086",,,11,2,,
委蛇,委蛇,wei3~yi2,,,RR,委,蛇,,,"86,3111","35,1753",,,29,17,,
寥落,寥落,liao2~luo4,,,RR,寥,落,,,3363,"304,3951",,,2,111,,
岧嶤,岧嶤,tiao2~yao2,,,RR,岧,嶤,,,,,,,,,,
崢嶸,峥嵘,zheng1~rong2,,,RR,峥,嵘,,,,,,,,,,
拮据,拮据,jie2~ju4,,,RR,拮,据,,,637,"199,3531",,,1,32,,
栗烈,栗烈,li4~lie4,,,RR,栗,烈,,,"8,6963","102,8296",,,7,29,,
淅瀝,淅沥,xi1~li4,,,RR,淅,沥,,,,"7,6642",,,,3,,
滴瀝,滴沥,di1~li4,,,RR,滴,沥,,,"219,4667","7,6642",,,14,3,,
瀺灂,瀺灂,chan2~chan2,,,RR,瀺,灂,,,,,,,,,,
炰烋,炰烋,pao2~xiao2,,,RR,炰,烋,,,,,,,,,,
町畽,町畽,tian3~tuan3,,,RR,町,畽,,,"1,6049",,,,0,,,
睍睆,睍睆,xian4~huan3,,,RR,睍,睆,,,,,,,,,,
突兀,突兀,tu1~wu4,,,RR,突,兀,,,"308,9185","1,1802",,,24,3,,
翠微,翠微,cui4~wei1,,,RR,翠,微,,,"17,0667",2807684,,,10,60,,
翱翔,翱翔,ao2~xiang2,,,RR,翱,翔,,,"1,0667","46,9432",,,1,6,,
蒼茫,苍茫,cang1~mang2,,,RR,苍,茫,,,"37,4519","41,7531",,,13,7,,
蕭條,萧条,xiao1~tiao2,,,RR,萧,条,,,"14,1877","359,4123",,,3,72,,
蕭瑟,萧瑟,xiao1~se4,,,RR,萧,瑟,,,"14,1877","39,8025",,,3,2,,
蹉跎,蹉跎,cuo1~tuo2,,,RR,蹉,跎,,,"2,0938",2,,,1,1,,
轔轢,辚轹,lin4~li4,RR,RR,RR,辚,轹,,,,,,,,,,
迢遞,迢递,tiao2~di4,,,RR,迢,递,,,"1,7383",52158,,,1,17,,
零落,零落,ling2~luo4,,,RR,零,落,,,"96,6272","304,3951",,,39,111,,
霢霂,霡霂,mai4~mu4,,,RR,霡,霂,,,,,,,,,,
凜然,凛然,lin3~ran2,,,RR,凛,然,,,"2,0691","1939,9062",,,4,139,,
茫然,茫然,mang2~ran2,,,RR,茫,然,,,"41,7531","1939,9062",,,7,139,,
嵯峨,嵯峨,cuo2~e2,,,RR,嵯,峨,,,,"2,5136",,,,2,,
徘徊,徘徊,pai2~huai2,,,RR,徘,徊,,,"7,8272",7916,,,1,1,,
惆悵,惆怅,chou2~chang4,,,RR,惆,怅,,,"5,8272","6,6272",,,1,4,,
縹緲,缥缈,piao3~miao3,,,RR,缥,缈,,,"0,9778",1037,,,1,1,,
翡翠,翡翠,fei3~cui4,,,RR,翡,翠,,,"7,5654","17,0667",,,1,10,,
觱沸,觱沸,bi4~fei4,,,RR,觱,沸,,,,"17,6988",,,,6,,
輾轉,辗转,zhan3~zhuan3,,,RR,辗,转,,,"6,9383","591,0963",,,1,116,,
邐迤,逦迤,li3~yi3,,,RR,逦,迤,,,,,,,,,,
險巇,险巇,xian3~xi1,RR,RR,RR,险,巇,,,"138,8691",,,,55,,,
黯黮,黯黮,an4~tan3,RR,RR,RR,黯,黮,,,"4,0346",,,,3,,,
丘虛,丘虚,qiu1~xu1,RR,RR,RR,丘,虚,,,"9,2938","91,9259",,,9,40,,
么麼,么麽,yao1~mo2,RR,RR,RR,么,麽,,,"5856,5728",,,,19,,,
烏乎,乌乎,wu1~hu1,RR,RR,RR,乌,乎,,,52642,"244,9383",,,28,36,,
烏呼,乌呼,wu1~hu1,RR,RR,RR,乌,呼,,,52642,"194,2815",,,28,46,,
烏虖,乌虖,wu1~hu1,RR,RR,RR,乌,虖,,,52642,,,,28,,,
樂託,乐託,luo4~tuo1,RR,RR,RR,乐,託,,,"1581,5407",,,,144,,,
倉猝,仓猝,cang1~cu4,RR,RR,RR,仓,猝,,,"30,6765","1,1753",,,17,3,,
倉皇,仓皇,cang1~huang2,RR,RR,RR,仓,皇,,,"30,6765",103842,,,17,35,,
伊邑,伊邑,yi1~yi4,RR,RR,RR,伊,邑,,,"101,7926","1,1259",,,6,1,,
優柔,优柔,you1~rou2,RR,RR,RR,优,柔,,,"172,9531","77,9358",,,34,20,,
優游,优游,you1~you2,RR,RR,RR,优,游,,,"172,9531","645,4123",,,34,87,,
優游,优游,you1~you2,,RR,RR,优,游,,,"172,9531","645,4123",,,34,87,,
優遊,优遊,you1~you2,RR,RR,RR,优,遊,,,"172,9531",,,,34,,,
傖獰,伧狞,cang1~ning2,RR,RR,RR,伧,狞,,,,"0,9531",,,,2,,
伶俜,伶俜,ling2~ping1,RR,RR,RR,伶,俜,,,"3,7333",,,,5,,,
佁儗,佁儗,chi4~yi4,RR,RR,RR,佁,儗,,,,,,,,,,
佚豫,佚豫,yi4~yu4,RR,RR,RR,佚,豫,,,"0,2667","21,4963",,,1,3,,
侏儒,侏儒,zhu1~ru2,RR,RR,RR,侏,儒,,,"1,8667","8,6864",,,1,3,,
侘傺,侘傺,cha4~chi4,RR,RR,RR,侘,傺,,,,,,,,,,
侜張,侜张,zhou1~zhang1,RR,RR,RR,侜,张,,,,"605,4963",,,,38,,
依約,依约,yi1~yue1,RR,RR,RR,依,约,,,"200,6617","266,6716",,,29,56,,
俇攘,俇攘,kuang2~rang2,RR,RR,RR,俇,攘,,,,"1,7531",,,,2,,
俍倡,俍倡,lang3~chang1,RR,RR,RR,俍,倡,,,,"5,7679",,,,6,,
俍傍,俍傍,lang3~pang2,RR,RR,RR,俍,傍,,,,"7,0519",,,,3,,
俜伶,俜伶,ping1~ling2,RR,RR,RR,俜,伶,,,,"3,7333",,,,5,,
俶儻,俶傥,ti4~tang3,RR,RR,RR,俶,傥,,,,,,,,,,
俾倪,俾倪,pi3~ni2,RR,RR,RR,俾,倪,,,"23,2049","3,4765",,,0,1,,
倏忽,倏忽,shu1~hu1,RR,RR,RR,倏,忽,,,242,"77,0321",,,2,14,,
倏眒,倏眒,shu1~shen1,RR,RR,RR,倏,眒,,,242,,,,2,,,
倘佯,倘佯,chang2~yang2,RR,RR,RR,倘,佯,,,"3,2938","0,8296",,,4,3,,
倜儻,倜傥,ti4~tang3,RR,RR,RR,倜,傥,,,,,,,,,,
倥傯,倥偬,kong3~zong3,RR,RR,RR,倥,偬,,,,,,,,,,
倭墮,倭堕,wo3~duo4,RR,RR,RR,倭,堕,,,"0,3753","11,9704",,,1,3,,
偃蹇,偃蹇,yan3~jian3,RR,RR,RR,偃,蹇,,,"3,0667",,,,1,,,
偓促,偓促,wo4~cu4,RR,RR,RR,偓,促,,,,"77,8815",,,,16,,
儲與,储与,chu2~yu3,RR,RR,RR,储,与,,,"49,1309","962,0346",,,22,18,,
僛丑,僛丑,qi1~chou3,RR,RR,RR,僛,丑,,,,"75,2",,,,18,,
儵忽,儵忽,shu1~hu1,RR,RR,RR,儵,忽,,,,"77,0321",,,,14,,
充斥,充斥,chong1~chi4,RR,RR,RR,充,斥,,,222,"11,3037",,,28,13,,
凌厲,凌厉,ling2~li4,RR,RR,RR,凌,厉,,,"103,3827","58,4988",,,14,9,,
劻勷,劻勷,kuang1~rang2,RR,RR,RR,劻,勷,,,,,,,,,,
匍匐,匍匐,pu2~fu2,RR,RR,RR,匍,匐,,,558,"0,5185",,,1,1,,
匍匐,匍匐,pu2~fu2,,,RR,匍,匐,,,558,"0,5185",,,1,1,,
卓犖,卓荦,zhuo1~luo4,RR,RR,RR,卓,荦,,,"27,5605",,,,6,,,
占斷,占断,zhan1~duan4,RR,RR,RR,占,断,,,"54,3901","276,8049",,,22,71,,
參差,参差,cen1~ci1,RR,RR,RR,参,差,,,"586,9383","273,0617",,,52,53,,
參差,参差,cen1~ci1,,,RR,参,差,,,"586,9383","273,0617",,,52,53,,
叛換,叛换,pan4~huan4,RR,RR,RR,叛,换,,,"31,0963",348558,,,15,55,,
叛衍,叛衍,pan4~yan3,RR,RR,RR,叛,衍,,,"31,0963","6,5284",,,15,6,,
號咷,号咷,hao2~tao2,RR,RR,RR,号,咷,,,"436,8296",,,,106,,,
嘔啞,呕哑,ou1~ya3,RR,RR,RR,呕,哑,,,"16,7407","13,4716",,,5,13,,
嘔啞,呕哑,ou1~ya3,,,RR,呕,哑,,,"16,7407","13,4716",,,5,13,,
嘔軋,呕轧,ou1~ya4,RR,RR,RR,呕,轧,,,"16,7407","1,3383",,,5,1,,
嗚乎,呜乎,wu1~hu1,RR,RR,RR,呜,乎,,,"51,2543","244,9383",,,3,36,,
嗚呼,呜呼,wu1~hu1,RR,RR,RR,呜,呼,,,"51,2543","194,2815",,,3,46,,
嗚呼,呜呼,wu1~hu1,,,RR,呜,呼,,,"51,2543","194,2815",,,3,46,,
嗚咽,呜咽,wu1~ye1,RR,RR,RR,呜,咽,,,"51,2543","13,8321",,,3,9,,
嗚咽,呜咽,wu1~ye4,,,RR,呜,咽,,,"51,2543","13,8321",,,3,9,,
嗚虖,呜虖,wu1~hu1,RR,RR,RR,呜,虖,,,"51,2543",,,,3,,,
呻吟,呻吟,shen1~yin2,RR,RR,RR,呻,吟,,,"2,5432",8,,,1,9,,
咀嚼,咀嚼,ju3~ju2,RR,RR,RR,咀,嚼,,,"3,8864",10321,,,1,4,,
咍台,咍台,hai2~tai2,RR,RR,RR,咍,台,,,,412316,,,,107,,
咤沙,咤沙,zha4~sha1,RR,RR,RR,咤,沙,,,"0,6519",134,,,1,72,,
咨嗟,咨嗟,zi1~jie1,RR,RR,RR,咨,嗟,,,"10,7951","0,9679",,,3,2,,
咫尺,咫尺,zhi3~chi3,RR,RR,RR,咫,尺,,,7116,45758,,,1,22,,
唐突,唐突,tang2~tu1,RR,RR,RR,唐,突,,,"65,1506","308,9185",,,5,24,,
唲嘔,唲呕,wa1~ou1,RR,RR,RR,唲,呕,,,,"16,7407",,,,5,,
啁哳,啁哳,zhao1~zha1,RR,RR,RR,啁,哳,,,,,,,,,,
啁啾,啁啾,zhou1~jiao1,RR,RR,RR,啁,啾,,,,,,,,,,
啁啾,啁啾,zhou1~jiu1,,,RR,啁,啾,,,,,,,,,,
啁噍,啁噍,zhou1~jiao1,RR,RR,RR,啁,噍,,,,,,,,,,
啽哢,啽哢,an2~long4,RR,RR,RR,啽,哢,,,,,,,,,,
啽默,啽默,an2~mo4,RR,RR,RR,啽,默,,,,"134,6667",,,,19,,
啾唧,啾唧,jiu1~ji1,RR,RR,RR,啾,唧,,,,"6,7901",,,,5,,
啾唧,啾唧,jiu1~ji1,,,RR,啾,唧,,,,"6,7901",,,,5,,
啾嘈,啾嘈,jiu1~cao2,RR,RR,RR,啾,嘈,,,,"5,8765",,,,1,,
喑嗚,喑呜,yin4~wu1,RR,RR,RR,喑,呜,,,"0,1235","51,2543",,,1,3,,
喑噁,喑噁,yin1~wu4,RR,RR,RR,喑,噁,,,"0,1235",,,,1,,,
嚶喔,嘤喔,ying1~wo1,RR,RR,RR,嘤,喔,,,"5,2494","101,0765",,,1,0,,
噌吰,噌吰,cheng1~hong2,RR,RR,RR,噌,吰,,,"0,6568",,,,0,,,
噌吰,噌吰,cheng1~hong2,,,RR,噌,吰,,,"0,6568",,,,0,,,
噭咷,噭咷,jiao4~tiao4,RR,RR,RR,噭,咷,,,,,,,,,,
嚅唲,嚅唲,ru2~er2,RR,RR,RR,嚅,唲,,,,,,,,,,
因循,因循,yin1~xun2,RR,RR,RR,因,循,,,1034884,"24,1975",,,36,7,,
因巡,因巡,yin1~xun2,RR,RR,RR,因,巡,,,1034884,"19,8815",,,36,22,,
坱圠,坱圠,yang3~ya4,RR,RR,RR,坱,圠,,,,,,,,,,
坱軋,坱轧,yang3~ya4,RR,RR,RR,坱,轧,,,,"1,3383",,,,1,,
埤坭,埤坭,pi4~ni4,RR,RR,RR,埤,坭,,,,,,,,,,
埤堄,埤堄,pi4~ni4,RR,RR,RR,埤,堄,,,,,,,,,,
夤緣,夤缘,yin2~yuan2,RR,RR,RR,夤,缘,,,,117042,,,,31,,
夭矯,夭矫,yao1~qiao3,RR,RR,RR,夭,矫,,,2242,"7,3827",,,2,7,,
夷猶,夷犹,yi2~you2,RR,RR,RR,夷,犹,,,"11,2444","47,9951",,,3,12,,
奐衍,奂衍,huan4~yan3,RR,RR,RR,奂,衍,,,"1,0815","6,5284",,,2,6,,
契闊,契阔,qi4~kuo4,RR,RR,RR,契,阔,,,"23,9259","21,5753",,,7,17,,
契闊,契阔,qi4~kuo4,,,RR,契,阔,,,"23,9259","21,5753",,,7,17,,
妥帖,妥帖,tuo3~tie1,RR,RR,RR,妥,帖,,,"17,7481","25,2444",,,7,7,,
嫵媚,妩媚,wu3~mei4,RR,RR,RR,妩,媚,,,"3,2395","23,3432",,,1,9,,
姁媮,姁媮,xu3~yu2,RR,RR,RR,姁,媮,,,,,,,,,,
姌嫋,姌嫋,ran3~niao3,RR,RR,RR,姌,嫋,,,,,,,,,,
姚冶,姚冶,yao2~ye3,RR,RR,RR,姚,冶,,,"13,0963","1,6296",,,0,5,,
婐㛂,婐㛂,wo3~nuo3,RR,RR,RR,婐,㛂,,,,,,,,,,
嬋娟,婵娟,chan2~juan1,RR,RR,RR,婵,娟,,,,4884,,,,1,,
嬋娟,婵娟,chan2~juan1,,,RR,婵,娟,,,,4884,,,,1,,
