arthur,thomas,traditional,simplified,MC,OC,morphology,radsup,variant,Kroll,zdic,note
jiu1~ge1,jiū~gē,轇轕,轇轕,kaew-kat,NA,RR,車,NA,"spacious and capacious, far and full; twisting and turning; scrambled and tangled",雜亂的樣子。文選．張衡．東京賦：「雲罕九斿，闟戟轇轕。」唐．柳宗元．袁家渴記：「又有異卉，類合歡而蔓生，轇轕水石。」近膠葛、糾紛、糾葛牽扯不清的關係。如：「自此你我各奔前程，不再有任何轇轕。」廣闊深邃的樣子。文選．王延壽．魯靈光殿賦：「迢嶢倜儻，豐麗博敞，洞轇轕乎其無垠也。」,NA
jiu1~ji1,jiū~jī,啾唧,啾唧,tsjuw-tsik,NA,RR,口,NA,onom. Dry leaves rustling,狀聲詞。形容細碎煩雜的聲音。北史．卷二十四．王憲傳：「大鵬始欲舉，燕雀何啾唧！」嘀嘀咕咕，多指煩躁不安。聊齋志異．卷五．陽武侯：「大哥啾唧，得無以遣戍無人耶？」小疾、微恙。英烈傳．第五回：「倘或道念不堅，聖躬有些啾唧，也是我們保護不周。」,NA
jiu1~jiu1,jiū~jiū,啾啾,啾啾,NA,NA,NA,NA,NA,NA,狀聲詞：(1)​ 形容蟲鳴聲。楚辭．淮南小山．招隱士：「蟪蛄吟兮啾啾。」(2)​ 形容鳥鳴聲。唐．杜甫．枯椶詩：「啾啾黃雀啄，側見塞蓬走。」(3)​ 形容馬鳴聲。南朝梁．無名氏．木蘭詩二首之一：「不聞爺孃喚女聲，但聞燕山胡騎聲啾啾。」(4)​ 形容鈴聲。楚辭．屈原．離騷：「揚雲霓之晻藹兮，鳴玉鸞之啾啾。」(5)​ 形容各種尖細淒切的聲音。唐．杜甫．兵車行：「新鬼煩冤舊鬼哭，天陰雨溼聲啾啾。」,NA
jiu1~jiu1,jiū~jiū,究究,究究,NA,NA,NA,NA,NA,NA,憎惡而不相親近的樣子。詩經．唐風．羔裘：「羔裘豹褎，自我人究究。」不停的樣子。楚辭．劉向．九歎．遠逝：「遭傾遇禍不可救兮，長吟永欷涕究究兮。」,NA
jiu1~jiu1,jiū~jiū,糾糾,纠纠,NA,NA,NA,NA,NA,NA,纏繞的樣子。詩經．魏風．葛屨：「糾糾葛屨，可以履霜。」雄壯勇武的樣子。後漢書．卷三十七．桓榮傳．章懷太子．注引謝承書曰：「上嘗歎曰：『糾糾武夫，公侯干城，何湯之謂也。』」亦作「赳赳」。,NA
jiu1~jiu1,jiū~jiū,赳赳,赳赳,NA,NA,NA,NA,NA,NA,雄壯勇武的樣子。詩經．周南．兔罝：「赳赳武夫，公侯干城。」亦作「糾糾」。,NA
jiu1~liu3,jiū~liǔ,糾蓼,纠蓼,kjuw-ljuw,NA,BR,NA,摎蓼,"induce, lead on, drag out, draw forth",NA,NA
jiu1~mou2,jiū~móu,蝤蛑,蝤蛑,dzjuw-mjuw,NA,NOTIDEOPHONE,蟲,NA,giant sea-crab,梭子蟹的別名。見「梭子蟹」條。,"animal, 蝤 jiu1 also you1"
jong3~jiong3,jǒng~jiǒng,扃扃,扃扃,kwengX kwengX,NA,RED,戶,NA,"piercingly perceptive, sharp and shrewd",明察。左傳．襄公五年：「周道挺挺，我心扃扃，講事不全，集人來定。」,jiong3 also jiong1 (MC kweng)
ju1~gong1,jū~gōng,鞠躬,鞠躬,kjuwk-kjuwng,NA,RR,NA,NA,bow respectfully,彎腰行禮。五代史平話．唐史．卷上：「赤心到殿下，金甲人喝令拜。赤心鞠躬跪拜。」初刻拍案驚奇．卷七：「張果道：『不可！不可！弟子當侍立。』小道士遵師言，鞠躬傍站。」反立正,NA
ju1~jiu1,jū~jiū,雎鳩,雎鸠,tshjo-kjuw,NA,NOTIDEOPHONE,NA,NA,"osprey, fish-hawk (Pandion haliaetus)",一種水鳥。生有定偶，故詩經關雎篇以喻君子的配偶。詩經．周南．關雎：「關關雎鳩，在河之洲。」,bird
ju1~ju1,jū~jū,居居,居居,NA,NA,NA,NA,NA,NA,懷惡不相親附的樣子。詩經．唐風．羔裘：「羔裘豹袪，自我人居居。」安靜的樣子。莊子．盜跖：「神農之世，臥則居居，起則于于。」漢．王充．論衡．自然：「三皇之時，坐者于于，行者居居。」,NA
ju1~po4,jū~pò,苴蒪,苴蒪,tsjo-phak,NA,NOTIDEOPHONE,草,NA,myoga ginger (Zingiber mioga),NA,"plant, synonymous with 蘘荷"
ju1~qu2,jū~qú,車渠,车渠,kjo-gjo,NA,NOTIDEOPHONE,NA,硨磲,mother-of-pearl; giant clam (Tridacna gigas),NA,animal
ju2~cu4,jú~cù,局促,局促,gjowk-dzjuwk,NA,BR,NA,跼蹙、侷促,restrained and restricted; cramped and close,器量狹小。文選．古詩十九首．東城高且長：「晨風懷苦心，蟋蟀傷局促。」亦作「侷促」、「跼促」。空間狹小。三國．魏．阮籍．元父賦：「故其城郭，卑小局促。」亦作「侷促」、「跼促」。不安適的樣子。喻世明言．卷二．陳御史巧勘金釵鈿：「那假公子在席上自覺局促，本是能飲的，只推量窄，夫人也不強他。」反從容亦作「侷促」、「跼促」。短促。北史．卷四十五．夏侯道遷傳：「人生局促，何殊朝露，坐上相看，先後間耳。」器量狹小。如：「你這樣心胸侷促的人，是無法成大器的。」反大方亦作「局促」、「跼促」。空間狹小。如：「這房間太侷促，能不能換一間大一點的？」亦作「局促」、「跼促」。不安適的樣子。唐．杜甫．夢李白詩二首之二：「告歸常侷促，苦道來不易」。亦作「局促」、「跼促」。器量狹小。近狹小亦作「局促」、「侷促」。空間狹小。反寬敞亦作「局促」、「侷促」。不安適的樣子。近忐忑反從容亦作「局促」、「侷促」。,NA
ju2~zhu2,jú~zhú,跼躅,跼躅,gjowk-drjowk,NA,RB,足,NA,"shuffly and shy, stuck in one's tracks",徘徊不前。史記．卷九十二．淮陰侯傳：「騏驥之跼躅，不如駑馬之安步。」,NA
ju3~ju2,jǔ~jú,咀嚼,咀嚼,dzojX-dzjak,NA,RR,口,NA,"munch and chew, nibble and gnaw; ruminate over",用牙齒咬碎與磨細食物。文選．司馬相如．上林賦：「唼喋青藻，咀嚼菱藕。」抱朴子．外篇．博喻：「故鋸齒不能咀嚼，箕舌不能別味。」反覆體會、玩味。南朝梁．劉勰．文心雕龍．序志：「傲岸泉石，咀嚼文義。」老殘遊記．第九回：「仔細看去，原來是六首七絕詩，非佛非仙，咀嚼起來，到也有些意味。」近品味咬字吐音。三國．魏．曹植．正會詩：「笙磬既設，箏瑟俱張。悲歌厲聲，咀嚼清商。」詛咒。後漢書．卷六十一．左雄傳：「生為天下所咀嚼，死為海內所歡快。」,NA
ju3~ju3,jǔ~jǔ,踽踽,踽踽,dzjuX dzjuX,NA,RED,足,NA,"advance alone, proceeding by oneself; self-sufficient, relying on oneself",孤單行走的樣子。詩經．唐風．杕杜：「獨行踽踽，豈無他人，不如我同父？」,NA
ju3~lü3,jǔ~lǚ,踽僂,踽偻,dzjuX-ljuX,NA,RB,NA,NA,hunchbacked,彎曲、駝背。文選．宋玉．登徒子好色賦：「旁行踽僂，又疥且痔。」,NA
ju3~lü3,jǔ~lǚ,痀僂,痀偻,kju-ljuX,NA,RB,NA,NA,hunchbacked,駝背。莊子．達生：「仲尼適楚，出於林中，見痀僂者承蜩，猶掇之也。」亦作「痀瘻」。,cf. 踽僂 (MC dzjuX-ljuX)
ju3~yu3,jǔ~yǔ,鉏鋙,鉏鋙,dzrjoX-ngjoX,NA,RR,金,齟齬,unfitted to the form,NA,NA
ju3~yu3,jǔ~yǔ,齟齬,龃龉,dzrjoX-ngjoX,NA,RR,齒,NA,"irregularly fitting teeth, unmatched and uneven, jutting and jagged; discordant, inapt",牙齒上下不整齊。比喻彼此不合。唐．白居易．達理詩二首之一：「誰能坐自苦？齟齬在其中。」宋史．卷三九五．方信孺傳：「既齟齬歸，營居室巖竇，自放於詩酒。」近爭執,cf. 岨峿 ju3yu3
ju3~yu3,jǔ~yǔ,岨峿,岨峿,tshjoX-ngjoX,NA,BR,山,NA,"umatched and uneven, jutting and jagged, rough and unruly",NA,cf. 齟齬 ju3yu3
ju4~ju4,jù~jù,瞿瞿,瞿瞿,kjuH kjuH,NA,RED,隹,NA,"look to either side, frightened glance, panic-stricken, with extreme care",NA,NA
ju4~nü4,jù~nǜ,粔籹,粔籹,gjoX-njoX,NA,NOTIDEOPHONE,米,NA,"ring-cake, dough-twist dipped in honey-water mixture and fried",用蜜和米麵煎製而成的環形糕餅。為古代冬寒時的一種食品。楚辭．宋玉．招魂：「粔籹蜜餌，有餦餭些。」宋．陸游．九里詩：「陌上鞦韆喧笑語，擔頭粔籹簇青紅。」,food
ju4~ran2,jù~rán,具然,具然,gjuH nyen,NA,RAN,NA,NA,"contentedly, pleased, satisfiedly",自我滿足的樣子。荀子．宥坐：「今學曾未如肬贅，則具然欲為人師。」,NA
ju4~ru4,jù~rù,沮洳,沮洳,NA,NA,NA,NA,NA,NA,低溼的地方。詩經．魏風．汾沮洳：「彼汾沮洳，言采其莫。」元．王惲．輓漕篇：「發源本清淺，才夏即沮洳。」,NA
ju4~shu4,jù~shù,寠數,寠数,kjuX-srjuH,NA,NOTIDEOPHONE,婁,NA,straw pad placed underneath an item carried on top of one's head,NA,tool
juan1~juan1,juān~juān,涓涓,涓涓,kjwen kjwen,NA,RED,氵,NA,"burbling and bubbling, lapping lazily",細水慢流的樣子。荀子．法行：「涓涓源水，不雝不塞。」初刻拍案驚奇．卷二十八：「千峰花木，靜中有韻，細流石眼，水涓涓。」反浩浩形容眼淚、血液等不斷流出。唐．劉言史．苦婦詞：「氣噦不發聲，背頭血涓涓。」封神演義．第三十五回：「兵過五關人寂寂，將來幾次血涓涓。」小水流。孔子家語．卷三．觀周：「涓涓不壅，終為江河。」後漢書．卷三十七．丁鴻傳：「夫壞崖破巖之水，源自涓涓。」形容清白、清新。漢．王充．論衡．累害：「清吏增郁郁之白，舉涓涓之言。」唐．王初．銀河詩：「歷歷素榆飄玉葉，涓涓清月溼冰輪。」,涓 juan1 also xuan2 (MC henH)
juan1~juan1,juān~juān,娟娟,娟娟,NA,NA,NA,NA,NA,NA,美好、柔美。唐．杜甫．船下夔州郭宿雨溼不得上岸別王十二判官：「依沙宿舸船，石瀨月娟娟。」聊齋志異．卷七．阿英：「遇一二八女郎，姿致娟娟，顧之微笑，似將有言。」細長而彎曲。文選．鮑照．翫月城西門解中詩：「始見西南樓，纖纖如玉鉤。末映東北墀，娟娟似蛾眉。」唐．沈佺期．自昌樂郡泝流至白石嶺下行入郴州詩：「娟娟潭裡虹，渺渺灘邊鶴。」潺潺。細水流動緩慢的樣子。唐．韋莊．夜景詩：「欲把傷心問明月，素娥無語淚娟娟。」,NA
juan4~ji2,juàn~jí,悁急,悁急,kjwenH-kip,NA,RR,NA,NA,"irritably impatient, peevish and perverse",著急煩躁。南史．卷二十四．王准之傳：「然寡風素，情悁急，不為時流所重。」宋史．卷三一一．晏殊傳：「殊性剛簡，奉養清儉。累典州，吏民頗畏其悁急。」,cf. modern 狷 (MC kwenH) 急
juan4~juan4,juàn~juàn,眷眷,眷眷,kjwenH kjwenH,NA,RED,目,NA,"loving and longing, fond affection",顧念、依戀不捨。文選．王粲．登樓賦：「情眷眷而懷歸兮，孰憂思之可任。」宋．蘇軾．屈原塔詩：「世俗安得知，眷眷不忍決。」,NA
juan4~juan4,juàn~juàn,睊睊,睊睊,kwenH kwenH,NA,RED,目,NA,squint sideways in anger,側目怒視。孟子．梁惠王下：「飢者弗食，勞者弗息，睊睊胥讒，民乃作慝。」,NA
juan4~juan4,juàn~juàn,睠睠,睠睠,NA,NA,NA,NA,NA,NA,NA,NA
jue2~jue2,jué~jué,矍矍,矍矍,kjak kjak,NA,RED,隻,NA,"scared and scittish with eyes jumping everywhere; pressing, imperatively needed",倉皇不專心的樣子。易經．震卦．上六：「索索視矍矍，征凶。」孔穎達．正義：「矍矍，視不專之容。」疾走的樣子。唐．柳宗元．故祕書郎姜君墓誌：「不矍矍於進取，不施施於驕伉。」,NA
jue2~jue2,jué~jué,蹶蹶,蹶蹶,NA,NA,NA,NA,NA,NA,動作敏捷的樣子。詩經．唐風．蟋蟀：「好樂無荒，良士蹶蹶。」孔穎達．正義：「釋詁云：『蹶，動也。』釋訓云：『蹶蹶，敏也。』」驚動的樣子。莊子．至樂：「俄而柳生其左肘，其意蹶蹶然惡之。」成玄英．疏：「蹶蹶，驚動貌。」,NA
jue2~qiang2,jué~qiáng,屈強,屈强,gjut-gjang,NA,RR,NA,NA,"intractable, intransigent; obstinate and unyielding",NA,NA
jue2~qiao2,jué~qiáo,屈橋,屈桥,gjut-gjuw,NA,RR,NA,NA,"strong and sturdy, stout and stalwart",NA,NA
jue2~ran2,jué~rán,戄然,戄然,gjak nyen,NA,RAN,NA,NA,"shocked, dumbfounded; unsettled, paralyzed with fear",驚惶的樣子。戰國策．魏策三：「秦王戄然曰：『國有事，未澹下兵也，今以兵從。』」史記．卷六十二．管晏傳：「入閨久之，越石父請絕。晏子戄然，攝衣冠謝曰：『嬰雖不仁，免子於厄，何子求絕之速也？』」,cf. 矍矍 jue2
jue2~shuo4,jué~shuò,矍鑠,矍铄,kjak-syak,NA,RB,NA,NA,hearty in one's old age,老而強健。後漢書．卷二十四．馬援傳：「援據鞍顧眄，以示可用。帝笑曰：『矍鑠哉！是翁也。』」宋．蘇軾．入峽詩：「矍鑠空相視，嘔啞莫與談。」反龍鍾、軟弱,"cf. 鑠 shuo4 polished, gleaming, shining"
jue2~ti2,jué~tí,駃騠,駃騠,kwet-dej,NA,NOTIDEOPHONE,馬,NA,"""blood-sweating"" horse from Ferghana; off-spring of a stallion and a female donkey",驢騾的別名。見「驢騾」條。古時駿馬名，相傳產於北狄。文選．李斯．上書秦始皇：「趙衛之女，不充後庭；駿良駃騠，不實外廄。」,animal
jun1~qian1,jūn~qiān,桾櫏,桾櫏,kjun-tshjen,NA,NOTIDEOPHONE,木,NA,date-plum (Diospyros lotus),NA,plant
jun4~lu4,jùn~lù,箘簬,箘簬,gin-luH,NA,NOTIDEOPHONE,竹,NA,species of bamboo used in the making of arrows,植物名。一種竹子，細長而無節，可以用來製作弓箭。,plant
jun4~yi2,jùn~yí,鵕鸃,鵕鸃,swinH-ngje,NA,NOTIDEOPHONE,鳥,NA,"the golden pheasant (Chrysolophus pictus); a kind of ""phoenix""",NA,"bird, mythology"
kai3~ti4,kǎi~tì,愷悌,恺悌,khojX-dejX,NA,BR,忄,NA,contented and carefree,和樂平易。左傳．僖公十二年：「愷悌君子，神所勞矣。」唐．李嶠．上雍州高長史書：「愷悌之慈允洽，敷腴之好不忘。」,NA
kai3~ti4,kǎi~tì,豈弟,岂弟,NA,NA,NA,NA,NA,NA,和樂的樣子。詩經．小雅．蓼蕭：「既見君子，孔燕豈弟。」,NA
kai4,kài,愾,忾,khojH,NA,SINGLE,NA,NA,"onom. Sigh of exasperation or discontent; also (not onom.) indignant, resentful",NA,NA
kan1~yan2,kān~yán,嵁巖,嵁巖,khom-ngaem,NA,RB,山,NA,"craggy cliffs, ragged ridges",NA,NA
kan3~han4,kǎn~hàn,顑頷,顑颔,khomX-hanX,NA,RB,頁,NA,"famished and sallow-faced, careworn and weakened",形容因吃不飽而面黃肌瘦的樣子。楚辭．屈原．離騷：「苟余情其信姱以練要兮，長顑頷亦何傷。」,"N.B. 頷 han4 lower jaw, chin, jaw-bone"
kan3~kan3,kǎn~kǎn,侃侃,侃侃,khanX~khanX,NA,NA,NA,NA,"affable and easygoing, congenial, open and aboveboard",剛直。唐．柳宗元．銀青光祿大夫右散騎常侍輕車都尉宜城縣開國伯柳公行狀：「立誠之節，侃侃焉無所屈也。」和樂的樣子。論語．先進：「冉有、子貢，侃侃如也。」從容不迫的樣子。如：「侃侃而談」。,NA
kan3~kan3,kǎn~kǎn,坎坎,坎坎,khomX khomX,NA,RED,土,NA,"onom. Striking an object (drum, pan); onom. Drumming (high pitch and fast beat); also empty, sunk and pitted",擊鼓聲。詩經．小雅．伐木：「坎坎鼓我，蹲蹲舞我。」伐木聲。詩經．魏風．伐檀：「坎坎伐檀兮，寘之河之干兮。」不安的樣子。易經．坎卦：「六三，來之坎坎，險且枕。」空乏的樣子。漢．揚雄．太玄經．窮：「羹無糝，其腹坎坎。」不平。唐．柳宗元．弔屈原文：「哀余衷之坎坎兮，獨蘊憤而增傷。」高興、歡喜。爾雅．釋訓：「坎坎、蹲蹲，喜也。」,NA
kan3~kan3,kǎn~kǎn,檻檻,槛槛,NA,NA,NA,NA,NA,NA,狀聲詞。形容車行聲。詩經．王風．大車：「大車檻檻，毳衣如菼。」文選．左思．吳都賦：「出車檻檻，被練鏘鏘。」,alt pron: jiàn jiàn 
kan3~ke3,kǎn~kě,坎坷,坎坷,khomX-khaX,NA,BR,土,坎軻、轗軻,"pitted with problems, a rough road, rough going, bumpy and stubbled",地不平，不好走。漢．揚雄．河東賦：「濊南巢之坎坷兮。」近崎嶇反平整比喻人潦倒不得志。聊齋志異．卷十一．陳雲棲：「移坐就榻，告愬坎坷，詞旨悲惻。」如：「半生坎坷」。近潦倒、落魄、侘傺反順利亦作「埳軻」。,NA
kan4~kan4,kàn~kàn,衎衎,衎衎,khanH khanH,NA,RED,彳,NA,gratified and gladdened; forthright and frank,和樂的樣子。易經．漸卦．六二:「鴻漸于磐，飲食衎衎，吉。」敏捷的樣子。漢書．卷七十六．張敞傳．贊曰：「張敞衎衎，履忠進言。」,NA
kang1~heng2,kāng~héng,阬衡,阬衡,khangH-haeng,NA,BR,NA,NA,"tilt toward and tangle with one another (trees); stand one's ground, resist and withstand",樹木枝葉茂密，重疊交錯的樣子。文選．司馬相如．上林賦：「坑衡閜砢，垂條扶疏。」,"阬 also keng1 (MC khaeng), gang1 (MC kang); N.B. 衡 heng2 transverse, cross-wise, crossbeam"
kang1~kai3,kāng~kǎi,慷慨,慷慨,khang-khojH,NA,RR,忄,忼慨,"brave forebearance, sorrowful but strong, desolate defiance, righteous fortitude; fervent, earnestly indignant",志氣昂揚。史記．卷八．高祖本紀：「高祖乃起舞，慷慨傷懷，泣數行下。」初刻拍案驚奇．卷十四：「客遊汴京，途中遇一壯士，名喚盧彊，見他義氣慷慨，性格軒昂。」近激昂反低沉或作「慨慷」。大方而不吝嗇。儒林外史．第三十二回：「杜少卿拉住道：『不然我還要多給你些銀子，──因我這婁太爺病重，要料理他的光景──我好打發你回去。』當晚臧張二人都贊杜少卿的慷慨。」近大方反吝嗇、小氣,NA
kang1~lang2,kāng~láng,㝩㝗,㝩㝗,khang-lang,NA,BR,宀,NA,"empty inside, hollow",NA,"cf. 閌閬 kang1lang2 empty space in a building (康 kang1 can mean empty, so = 康廊? Perhaps); also cf. 㝩梁 kang1liang2"
kang1~liang2,kāng~liáng,㝩梁,㝩梁,khang-ljang,NA,BR,NA,NA,"empty inside, hollow",NA,"cf. 閌閬 kang1lang2 empty space in a building (康 kang1 can mean empty, so = 康廊? Perhaps), also cf. 㝩㝗 kang1lang2"
kang3~zang3,kǎng~zǎng,骯髒,肮髒,khangX-tsangX,NA,RR,骨,NA,"fat and fleshy, well-fed, burly and bulky, hulking; blunt, firm and forceful, staunch and strong",高亢剛直的樣子。宋．文天祥．得兒女消息詩：「骯髒到頭方是漢，娉婷更欲向何人。」元．元好問．古意詩：「楩楠千歲姿，骯髒空谷中。」汙穢、不潔。紅樓夢．第五回：「到頭來依舊是風塵骯髒違心願，好一似無瑕白玉遭泥陷。」老殘遊記二編．第一回：「只是香鋪子裡被褥，什麼人都蓋，骯髒得了不得，怎麼蓋呢？」近汙穢、齷齪反乾淨、潔淨、清潔亦作「唵噆」、「腌䐶」、「腌臢」。比喻窩囊、惡劣。醒世恆言．卷三．賣油郎獨占花魁：「那主兒或是年老的，或是貌醜的，或是一字不識的村牛，你卻不骯髒了一世！」亦作「唵噆」、「腌䐶」、「腌臢」。,"cf. 抗髒 kang4zang3 (MC khangH-tsangX) firm and forceful, staunch and strong"
kang4~zang3,kàng~zǎng,抗髒,抗髒,khangH-tsangX,NA,BR,NA,NA,"firm and forceful, staunch and strong",NA,cf. 骯髒 kang3zang3 (MC khangX-tsangX)
kao3~lao3,kǎo~lǎo,栲栳,栲栳,khawX-lawX,NA,NOTIDEOPHONE,木,NA,"basket or hamper made of willow withes, wicker basket",竹製或柳條製的盛物器。初刻拍案驚奇．卷十七：「被他趕著，一鞭打在腦後，猛然驚覺。自此瘡越加大了，頭脹如栲栳。」亦作「巴斗」、「笆斗」。,tool
ke1~za1,kē~zā,㕉匝,㕉匝,khop-tsop,NA,RB,NA,NA,"circle around, twist sthg. around, enfold",NA,"N.B. 匝 za1 go around, circle around"
ke3~ke3,kě~kě,嶱嵑,嶱嵑,khat-khat,NA,RR,山,NA,scarped and sloped (of mountains),NA,NA
ke4~dun1,kè~dūn,可敦,可敦,khaek-twon,NA,NOTIDEOPHONE,NA,NA,"transcription of Turkic khatun wife, woman < Sogdan khwaten, queen",可汗之妻的稱號。或稱為「賀敦」、「可賀敦」。,loanword
ke4~han4,kè~hàn,可汗,可汗,khaekH-hanH,NA,NOTIDEOPHONE,NA,NA,kaghan transcription of Turkic title for supreme ruler,古代西域和北方各國對君王的稱呼。樂府詩集．卷二十五．橫吹曲辭五．古辭．木蘭詩二首之一：「昨夜見軍帖，可汗大點兵。」亦作「克汗」。,"royalty, 可 ke4 also ke3"
ke4~ke4,kè~kè,溘溘,溘溘,khak khak,NA,RED,氵,NA,onom. Waves sloshing and slapping; shiveringly firgid; biting cold,狀聲詞。水聲。唐．李賀．塘上行詩：「飛下雌鴛鴦，塘水聲溘溘。」寒冷的樣子。明．劉崧．江南美詩：「沙堤十里寒溘溘，湘娥踏槳搖春愁。」,NA
ken3~ken3,kěn~kěn,懇懇,恳恳,NA,NA,NA,NA,NA,NA,至誠。漢書．卷六十二．司馬遷傳：「推賢進士為務，意氣勤勤懇懇。」西遊記．第十四回：「三藏情知是觀音菩薩授此真言，急忙撮土焚香，望東懇懇禮拜。」,complete honest
keng~keng1,keng~kēng,脛脛,胫胫,kheang kheang,NA,RED,月,硜硜,"stubborn, set in one's ways",正直的樣子。漢書．卷六十六．楊敞傳：「事何容易，脛脛者未必全也。」,脛 keng1 also jing4 (MC hengX)
keng1~hong1,kēng~hōng,鏗鍧,铿鍧,khaeng-xeang,NA,RR,金,NA,onom. Clanging and crashing of bells,NA,NA
keng1~keng1,kēng~kēng,鏗鏗,铿铿,kheaeng khaeng,NA,RED,金,NA,onom. Clanging bell; onom. Tinkling pendants; onom. Plucked zither string,狀聲詞。形容金屬或瓦石的響聲。禮記．樂記：「鍾聲鏗鏗以立，號號以立，橫橫以立，武君子聽鍾聲則思武臣。」形容言語明確響亮。後漢書．卷七十九．儒林傳上．楊政傳：「少好學，從代郡，范升受梁丘易，善說經書。京師為之語曰：『說經鏗鏗楊子行。』」,NA
